,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+20 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+20 Quarters
0,Cash & Equivalents,3121,5033,44119,80691,22544,41276,-,-,10414,20764,1138,7594,17374,-,1463,986.07,2144,2144,-,1762,Upgrade
1,Short-Term Investments,35000,-,-,-,30000,30000,-,-,50000,50000,-,-,-,-,-,-,-,-,-,-,Upgrade
2,Cash & Short-Term Investments,38121,5033,44119,80691,52544,71276,-,-,60414,70764,1138,7594,17374,-,1463,986.07,2144,2144,-,1762,Upgrade
3,Cash Growth,-27.45%,-92.94%,-,-,-13.03%,0.72%,-,-,247.73%,-,-22.18%,670.08%,710.16%,-,-,-44.04%,-67.95%,-50.18%,-,-35.65%,Upgrade
4,Accounts Receivable,7067,35248,2896,4347,3621,3956,-,-,1121,1332,32142,1713,2806,-,43152,22011,6559,6559,-,23829,Upgrade
5,Other Receivables,8.2,76,139.09,103,485.47,309.05,-,-,676.97,294.51,77,208.9,37,-,64,107.27,1.12,1.12,-,86,Upgrade
6,Receivables,7075,35324,3036,4450,4107,4265,-,-,1798,1627,32219,1922,2843,-,43216,22118,6561,6561,-,23915,Upgrade
7,Inventory,58167,32552,25846,28086,28604,33312,-,-,37596,50167,37289,61859,38142,-,29967,30485,42441,42441,-,42483,Upgrade
8,Prepaid Expenses,284.59,577.75,988.67,889.15,504.49,720.39,-,-,383.71,580.89,905.23,1224,446.04,-,787.12,865.27,498.69,498.69,-,983.85,Upgrade
9,Other Current Assets,1253,2802,4554,272.17,423.69,1266,-,-,291.96,2005,291.26,10366,234.05,-,309.19,174.08,294.99,294.99,-,152.11,Upgrade
10,Total Current Assets,104901,76288,78543,114389,86182,110839,-,-,100484,125143,71843,82963,59039,-,75741,54629,51940,51940,-,69295,Upgrade
11,"Property, Plant & Equipment",43575,40416,34530,35166,36445,33408,-,-,35588,36891,38072,39888,40652,-,43752,46349,48939,48939,-,56234,Upgrade
12,Other Long-Term Assets,3838,3402,2807,2932,2444,2490,-,-,2739,3043,2199,2439,2453,-,2436,2828,2630,2630,-,2583,Upgrade
13,Total Assets,152314,120107,115880,152487,125072,146737,-,-,138810,165077,112114,125290,102144,-,121929,103805,103509,103509,-,128113,Upgrade
14,Accounts Payable,62126,29127,9066,18048,21380,16890,-,-,17043,8093,28870,18389,22861,-,44358,28800,19249,19249,-,33373,Upgrade
15,Accrued Expenses,8375,8670,9332,6161,7630,10696,-,-,6189,5000,10078,4777,9202,-,3790,2808,7536,7536,-,2416,Upgrade
16,Short-Term Debt,1379,2388,1239,1239,1239,557.84,-,-,2559,3340,3318,3371,3261,-,3407,3701,3995,3995,-,19211,Upgrade
17,Current Portion of Leases,1858,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
