,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+20 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+20 Quarters
0,Revenue,154494,72850,85950,56936,156849,86673,78431,37780,139538,53656,121762,40595,129651,60490,81487,58346,132200,89692,54174,44843,Upgrade
1,Revenue Growth (YoY),-1.50%,-15.95%,9.59%,50.70%,12.41%,61.53%,-35.59%,-6.93%,7.63%,-11.30%,49.43%,-30.42%,-1.93%,-32.56%,50.42%,30.11%,85.25%,126.70%,-21.94%,3.31%,Upgrade
2,Cost of Revenue,145808,64165,78682,51088,143902,82029,69547,33188,132023,51313,109626,36460,120537,53686,72434,53586,118259,79784,48137,40432,Upgrade
3,Gross Profit,8686,8685,7268,5848,12948,4644,8884,4592,7515,2343,12136,4135,9115,6804,9053,4761,13941,9909,6037,4411,Upgrade
4,"Selling, General & Admin",6452,5290,4768,4494,9300,3224,6412,3610,5768,2281,7662,2074,8159,4400,4618,4449,7800,6523,4786,3626,Upgrade
5,Operating Expenses,6452,5290,4768,4494,9300,3224,6412,3610,5768,2281,7662,2074,8159,4400,4618,4449,7800,6523,4786,3626,Upgrade
6,Operating Income,2235,3395,2500,1354,3648,1420,2472,982.04,1747,62.52,4474,2060,955.92,2404,4435,311.23,6141,3386,1251,784.8,Upgrade
7,Interest Expense,-245.54,-146.55,-102.02,-99.38,-76.22,-56.36,-71.27,-68.78,-90.18,-92.26,-121.84,-113.89,-128.34,-130.13,-171.94,-168.6,-220.81,-234.79,-529.29,-492.06,Upgrade
8,Interest & Investment Income,436.19,136.74,457.35,322.88,510.39,466.11,400.35,538.09,457.13,239.51,2.13,6.26,13.72,9.66,1.99,3.56,20.46,12.8,8.34,1.38,Upgrade
9,Currency Exchange Gain (Loss),0.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
10,Other Non Operating Income (Expenses),202.58,23,-,-,-,-,7.31,-0.06,-0.17,-12.96,-,-0.35,-0.04,-4.3,-3.11,-0.33,-2.91,-93.38,-268.22,-19.8,Upgrade
11,Pretax Income,2628,3408,2855,1577,4082,1830,2808,1451,2114,196.82,4354,1952,841.25,2279,4262,145.86,5937,3071,461.74,274.32,Upgrade
12,Income Tax Expense,677.53,699.74,487.33,465.22,837.19,384.71,583.84,345.52,444.11,103.39,519.06,798.69,183.73,471.35,1021,52.57,1052,552.76,78.5,124.86,Upgrade
13,Net Income,1951,2708,2368,1112,3245,1445,2224,1106,1670,93.43,3835,1154,657.52,1808,3242,93.29,4885,2518,383.25,149.47,Upgrade
14,Net Income to Common,1951,2708,2368,1112,3245,1445,2224,1106,1670,93.43,3835,1154,657.52,1808,3242,93.29,4885,2518,383.25,149.47,Upgrade
15,Net Income Growth,-39.88%,87.40%,6.46%,0.56%,94.36%,1446.91%,-42.00%,-4.15%,153.91%,-94.83%,18.32%,1136.74%,-86.54%,-28.19%,745.84%,-37.59%,-7.16%,-,-17.35%,-92.83%,Upgrade
16,Shares Outstanding (Basic),5,5,5,5,10,5,5,5,5,5,5,5,5,5,5,5,-,-,5,5,Upgrade
