,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Cash & Equivalents,11986,12637,12545,11216,8816,11619,21768,15215,9927,6914
1,Short-Term Investments,504.93,486.34,686.11,1080,511.45,513.77,287.91,208.38,82.35,65.65
2,Trading Asset Securities,1086,807.72,884.75,862.82,3803,3656,3023,2566,2328,1281
3,Cash & Short-Term Investments,13576,13931,14116,13158,13130,15789,25079,17990,12337,8260
4,Cash Growth,-3.82%,5.88%,7.50%,-16.66%,-47.64%,-12.24%,103.28%,117.78%,98.61%,111.66%
5,Accounts Receivable,18567,16445,17529,15372,13035,10288,6611,4236,2753,1574
6,Other Receivables,908.05,992.63,743.55,640.6,431.84,790.88,650.96,221.68,265.85,148.35
7,Receivables,20660,18621,20969,18707,16317,13408,7995,4458,3019,1722
8,Inventory,379.12,516.27,320.61,270.76,187.24,210.51,155.49,136.91,30.09,13.94
9,Prepaid Expenses,439.64,370.05,295.78,220.45,164.99,121.72,152.34,83.91,7.64,5.92
10,Other Current Assets,2477,2430,2270,2301,1771,1672,1135,619.4,329.17,221.73
11,Total Current Assets,37532,35869,37971,34656,31571,31200,34517,23288,15723,10224
12,"Property, Plant & Equipment",2029,2083,1761,1692,1666,1629,1230,1379,333.7,340.66
13,Long-Term Investments,4895,4918,4633,4796,4498,4562,1231,322.17,100.98,89.46
14,Goodwill,16426,16433,17901,17901,19875,19289,9372,4362,1425,1217
15,Other Intangible Assets,6935,7495,7569,8052,8551,8656,3759,1814,444.91,386.52
16,Long-Term Accounts Receivable,420.13,233.84,649.67,674.33,414.21,390.73,344.07,-,-,-
17,Long-Term Deferred Tax Assets,1034,907.5,410.81,314.72,194.09,149.18,129.24,37.96,21.86,10.94
18,Other Long-Term Assets,1740,1305,2107,1990,1148,936.08,1009,-,-,-
19,Total Assets,71011,69244,73002,70077,67918,66813,51591,31204,18050,12269
20,Accounts Payable,7971,7216,6548,5977,5109,4494,2661,2173,2005,1480
21,Accrued Expenses,4175,4832,2282,5129,3698,4299,2313,2340,1075,1503
22,Short-Term Debt,-,-,-,-,-,4065,4072,3203,3391,-
23,Current Portion of Long-Term Debt,436.85,728.8,860.88,1238,1356,680.36,364.56,361.82,-,-
24,Current Portion of Leases,202.91,164.25,204.21,212.4,265.18,209.01,138.27,57.29,11.34,11.01
25,Current Income Taxes Payable,629.36,462.74,724.76,697.07,822.5,887.71,680.81,553.6,326.12,108.2
26,Current Unearned Revenue,7359,7591,6684,5982,5610,4536,3077,2582,1837,1618
27,Other Current Liabilities,6539,5388,9675,5759,6896,5619,5401,2963,2383,1707
28,Total Current Liabilities,27314,26384,26979,24994,23756,24791,18708,14233,11028,6427
29,Long-Term Debt,769.48,840.75,986.88,1016,508.75,442.18,295.67,247.58,-,-
30,Long-Term Leases,1901,1353,2216,2054,1139,931.69,951.08,54.58,26.38,19.42
31,Long-Term Deferred Tax Liabilities,1722,1884,1982,2104,2275,2275,1136,509.88,209.81,143.08
32,Total Liabilities,31706,30462,32163,30168,27678,28439,21091,15045,11264,6590
33,Common Stock,2.14,2.14,2.16,2.16,2.15,2.15,2.06,1.88,1.76,1.73
34,Additional Paid-In Capital,27065,27065,27328,27328,27212,27200,21028,8360,1824,1755
35,Retained Earnings,9275,8819,10933,9837,10468,8901,6980,5571,4199,3301
36,Comprehensive Income & Other,272.61,269.81,44.34,289.95,211.74,83.43,487.03,633.63,418.88,314.91
37,Total Common Equity,36614,36156,38307,37456,37894,36187,28497,14566,6444,5373
38,Minority Interest,2691,2626,2532,2453,2346,2187,2003,1593,341.33,306.37
39,Shareholders' Equity,39305,38782,40839,39909,40240,38373,30500,16159,6786,5680
40,Total Liabilities & Equity,71011,69244,73002,70077,67918,66813,51591,31204,18050,12269
41,Total Debt,3311,3087,4268,4520,3269,6328,5822,3924,3429,30.42
42,Net Cash (Debt),10266,10844,9848,8638,9862,9461,19257,14066,8909,8230
43,Net Cash Growth,4.24%,25.53%,-0.14%,-8.69%,-48.79%,-32.74%,116.16%,70.91%,43.71%,110.88%
44,Net Cash Per Share,3.07,3.23,2.92,2.56,2.93,2.90,6.33,4.94,3.26,3.02
45,Filing Date Shares Outstanding,3343,3343,3373,3373,3369,3366,3224,2932,2754,2711
46,Total Common Shares Outstanding,3343,3343,3373,3373,3369,3366,3224,2932,2754,2711
47,Working Capital,10218,9486,10992,9662,7815,6410,15809,9055,4695,3797
48,Book Value Per Share,10.95,10.82,11.36,11.10,11.25,10.75,8.84,4.97,2.34,1.98
49,Tangible Book Value,13253,12229,12837,11503,9467,8242,15366,8389,4574,3769
50,Tangible Book Value Per Share,3.96,3.66,3.81,3.41,2.81,2.45,4.77,2.86,1.66,1.39
51,Buildings,-,163.18,-,136.21,-,126.23,-,92.46,-,21.53
52,Machinery,-,2048,-,1856,-,1521,-,1248,-,451.63
53,Construction In Progress,-,162.07,-,99.48,-,91.69,-,196.06,-,-
54,Leasehold Improvements,-,527.09,-,328.05,-,227.6,-,43.75,-,13.15
