,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Revenue,21046,21878,20733,21311,20055,17283,11560,9329,6271,6129
1,Revenue Growth (YoY),1.51%,2.66%,3.38%,23.31%,73.49%,85.26%,84.33%,52.21%,78.38%,130.47%
2,Cost of Revenue,16593,18304,15575,16441,14668,12279,7700,6362,3939,4455
3,Gross Profit,4453,3574,5158,4871,5387,5004,3860,2967,2333,1674
4,"Selling, General & Admin",1979,2237,1971,2607,2101,2269,1328,1393,693.38,788.83
5,Other Operating Expenses,297.45,2037,44.86,199.89,12.51,59.63,-52.34,14.34,-46.8,-36.71
6,Operating Expenses,2276,4274,2016,2807,2113,2328,1276,1407,646.57,752.12
7,Operating Income,2177,-699.38,3141,2063,3274,2676,2584,1560,1686,922.2
8,Interest Expense,-107.67,-122.06,-111.76,-74.26,-140.57,-151.52,-69.54,-94.07,-20.69,-1.86
9,Interest & Investment Income,111.16,183.98,114.21,138.92,124.05,69.97,53.25,86.76,71.69,57.37
10,Earnings From Equity Investments,-37.65,-70.21,19.29,10.15,24.27,35.57,5.85,34.85,5.71,6.47
11,Currency Exchange Gain (Loss),-24.28,9.02,12.47,-37.5,112.88,-61.49,206.4,15.55,26.91,24.89
12,EBT Excluding Unusual Items,2118,-698.65,3176,2100,3394,2569,2780,1603,1770,1009
13,Impairment of Goodwill,-,-1469,-,-1736,-,-,-,-,-,-
14,Gain (Loss) on Sale of Investments,-30.74,-79.02,82.49,-387.87,157.88,74.71,210.84,298.86,43.78,69.66
15,Gain (Loss) on Sale of Assets,-49.12,43.32,1.04,-27.36,16.41,24.23,9.67,-1.03,0.43,-0.3
16,Asset Writedown,-,-7.48,-,-34.88,-,-,-,-,-,-
17,Other Unusual Items,-4.86,21.75,9.13,0.16,1.87,4.73,0.48,-,-,-
18,Pretax Income,2034,-2189,3268,-85.03,3571,2672,3001,1901,1814,1078
19,Income Tax Expense,488.18,-216.75,779.69,405.56,818.75,549.08,774.3,454.53,478.54,186.21
20,Earnings From Continuing Operations,1546,-1972,2489,-490.58,2752,2123,2226,1446,1335,892.21
21,Minority Interest in Earnings,-105.21,-86.98,-137.39,-141.78,-176.13,-202.83,-113.22,-75.12,-20.41,-38.44
22,Net Income,1440,-2059,2351,-632.36,2576,1920,2113,1371,1315,853.77
23,Net Income to Common,1440,-2059,2351,-632.36,2576,1920,2113,1371,1315,853.77
24,Net Income Growth,-38.74%,-,-8.72%,-,21.90%,40.04%,60.70%,60.62%,60.96%,88.86%
25,Shares Outstanding (Basic),3343,3354,3373,3372,3366,3257,3024,2778,2725,2680
26,Shares Outstanding (Diluted),3343,3354,3373,3372,3366,3261,3040,2847,2730,2726
27,Shares Change (YoY),-0.89%,-0.52%,0.20%,3.40%,10.72%,14.53%,11.36%,4.45%,1.41%,6.74%
28,EPS (Basic),0.43,-0.61,0.70,-0.19,0.77,0.59,0.70,0.49,0.48,0.32
29,EPS (Diluted),0.43,-0.61,0.70,-0.19,0.77,0.59,0.70,0.48,0.48,0.31
30,EPS Growth,-38.18%,-,-8.90%,-,9.59%,21.65%,44.96%,53.75%,58.73%,76.95%
31,Free Cash Flow,63.5,2066,1859,661.88,1975,2603,440.79,2712,592.22,2343
32,Free Cash Flow Per Share,0.02,0.62,0.55,0.20,0.59,0.80,0.14,0.95,0.22,0.86
33,Operating Margin,10.34%,-3.20%,15.15%,9.68%,16.32%,15.48%,22.35%,16.72%,26.88%,15.05%
34,Profit Margin,6.84%,-9.41%,11.34%,-2.97%,12.84%,11.11%,18.28%,14.70%,20.97%,13.93%
35,Free Cash Flow Margin,0.30%,9.44%,8.97%,3.11%,9.85%,15.06%,3.81%,29.07%,9.44%,38.23%
36,EBITDA,2967,49.02,3919,2947,4015,3307,2936,1742,1785,1026
37,D&A For EBITDA,789.62,748.4,777.83,884.27,740.91,630.55,352,182.41,98.76,103.43
38,EBIT,2177,-699.38,3141,2063,3274,2676,2584,1560,1686,922.2
39,Advertising Expenses,51.85,-,40.65,-,56.57,-,16.26,-,-,-
