,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Cash & Equivalents,29.6,33.77,30.36,13.23,221.28,195.49,253.07,286.78,281.21,178.12,Upgrade
1,Short-Term Investments,1.16,1.19,2.32,4.23,24.03,39.23,62.93,63.52,39.63,44.5,Upgrade
2,Trading Asset Securities,-,-,-,-,3.5,4.58,11.56,8.97,6.97,11.42,Upgrade
3,Accounts Receivable,26.35,12.98,37.31,17.99,6.52,-,-,-,-,-,Upgrade
4,Other Receivables,0.99,1.05,1.06,5.76,18.43,34.13,45.51,48.84,1.63,27.49,Upgrade
5,"Property, Plant & Equipment",0.19,0.39,0.61,0.85,1.68,11.15,7.36,13.85,20.93,27.79,Upgrade
6,Other Intangible Assets,-,-,-,-,-,-,-,-,0,0,Upgrade
7,Other Current Assets,194.69,190.49,184.84,204.46,3.84,45.34,7.2,7.62,90.78,213.22,Upgrade
8,Long-Term Deferred Tax Assets,-,-,-,-,-,-,-,0.86,0.92,1.71,Upgrade
9,Other Long-Term Assets,-,-,-,-,0.7,0.7,-,-,-,-,Upgrade
10,Total Assets,262.1,251.78,268.73,284.31,284.1,330.62,387.63,430.44,442.06,504.24,Upgrade
11,Accounts Payable,12.24,7.7,19.89,43.4,30.74,42.27,74.67,68.92,45.52,56.15,Upgrade
12,Accrued Expenses,1.1,2.01,2.02,4.39,5.14,9.15,4.75,7.16,8.92,14.76,Upgrade
13,Short-Term Debt,-,-,-,0.01,0.87,0.46,0.7,1.92,1.1,0.83,Upgrade
14,Current Portion of Leases,-,-,-,-,0.55,3.4,3.93,9.37,11.78,11.72,Upgrade
15,Other Current Liabilities,0.13,0.15,0.92,3.2,1.05,0.35,5.79,6.44,0.38,12.3,Upgrade
16,Long-Term Leases,-,-,-,-,-,6.24,0.72,1.33,4.47,10.53,Upgrade
17,Long-Term Deferred Tax Liabilities,-,-,-,-,-,-,-,2.24,4.71,4.9,Upgrade
18,Total Liabilities,16.49,11.91,32.86,53.51,38.58,61.86,90.56,97.38,76.94,113.26,Upgrade
19,Common Stock,20.33,20.33,20.33,20.33,20.33,20.33,20.33,20.33,20.33,20.33,Upgrade
20,Additional Paid-In Capital,180.49,180.49,180.49,180.49,180.49,180.49,180.49,180.49,180.49,180.49,Upgrade
21,Retained Earnings,-102.52,-108.78,-113.07,-118.62,-105.06,-88.13,-61.57,-33.2,16.41,33.74,Upgrade
22,Comprehensive Income & Other,147.3,147.82,148.11,148.59,149.76,156.06,157.81,165.43,147.88,156.42,Upgrade
23,Shareholders' Equity,245.61,239.87,235.87,230.8,245.52,268.76,297.07,333.06,365.12,390.98,Upgrade
24,Total Liabilities & Equity,262.1,251.78,268.73,284.31,284.1,330.62,387.63,430.44,442.06,504.24,Upgrade
25,Total Debt,-,-,-,0.01,1.42,10.1,5.35,12.61,17.35,23.08,Upgrade
26,Net Cash (Debt),30.76,34.95,32.68,17.45,247.39,229.19,322.21,346.65,310.44,210.95,Upgrade
27,Net Cash Growth,-5.88%,100.31%,-86.79%,-92.39%,-23.22%,-33.88%,3.79%,64.33%,-15.50%,-68.83%,Upgrade
28,Net Cash Per Share,0.02,0.02,0.02,0.01,0.12,-,0.16,0.17,0.15,0.10,Upgrade
29,Filing Date Shares Outstanding,2033,2033,2033,2033,2033,2033,2033,2033,2033,2033,Upgrade
30,Total Common Shares Outstanding,2033,2033,2033,2033,2033,2033,2033,2033,2033,2033,Upgrade
31,Working Capital,245.41,239.48,235.27,229.96,243.14,263.15,290.42,321.93,352.45,376.91,Upgrade
32,Book Value Per Share,0.12,0.12,0.12,0.11,0.12,0.13,0.15,0.16,0.18,0.19,Upgrade
33,Tangible Book Value,245.61,239.87,235.87,230.8,245.52,268.76,297.07,333.06,365.12,390.98,Upgrade
34,Tangible Book Value Per Share,0.12,0.12,0.12,0.11,0.12,0.13,0.15,0.16,0.18,0.19,Upgrade
