,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Total Interest Expense,-,-,-,-0.02,0.16,-,0.13,0.21,0.37,0.34,Upgrade
1,Net Interest Income,-,-,-,0.02,-0.16,-,-0.13,-0.21,-0.37,-0.34,Upgrade
2,Brokerage Commission,-,-,-,-,-,-,0.03,0.05,0.04,-0.01,Upgrade
3,Gain on Sale of Investments (Rev),-,-,-,-,-,-,0.08,0.06,-,-,Upgrade
4,Other Revenue,55.5,56.15,141.9,32.63,7.93,-,2.13,0.83,3.78,1.55,Upgrade
5,Revenue,55.5,56.15,141.9,32.66,7.78,-,2.11,0.72,3.45,1.21,Upgrade
6,Revenue Growth (YoY),-60.89%,71.96%,1724.55%,-,268.23%,-,-38.82%,-39.92%,-,-86.09%,Upgrade
7,Salaries & Employee Benefits,1.63,-0.51,1.12,-6.21,8.51,-,12.38,10.72,7.9,8.57,Upgrade
8,Cost of Services Provided,38.18,40.25,123.87,28.65,9.85,-,6.7,2.49,6.78,8.28,Upgrade
9,Other Operating Expenses,8.25,8.7,8.75,1.84,6.5,-,10.53,21.48,17.64,39.58,Upgrade
10,Total Operating Expenses,48.25,48.2,133.74,23.22,26.69,-,36.71,41.81,39.54,69.8,Upgrade
11,Operating Income,7.25,7.95,8.16,9.43,-18.91,-,-34.6,-41.09,-36.09,-68.59,Upgrade
12,Currency Exchange Gains,-0.02,0,0.08,-3.45,2,-,2.96,-13.48,7.68,2.57,Upgrade
13,Other Non-Operating Income (Expenses),-,0,-,0.01,-0.01,-,0.27,-0.5,0.49,-,Upgrade
14,EBT Excluding Unusual Items,7.23,7.95,8.24,6,-16.92,-,-31.37,-55.07,-27.91,-66.03,Upgrade
15,Asset Writedown,-,-,-,-,-,-,-,-0.01,-,-37.5,Upgrade
16,Other Unusual Items,-,-,-,-,-,-,-,1.83,-,-,Upgrade
17,Pretax Income,7.44,7.95,8.24,6,-16.92,-,-31.37,-53.25,-27.91,-103.51,Upgrade
18,Income Tax Expense,1.18,0.44,1.3,-0.13,0.23,-,-1.39,-2.81,-6.71,-0.63,Upgrade
19,Earnings From Continuing Ops.,6.26,7.51,6.93,6.12,-17.14,-,-29.98,-50.43,-21.2,-102.88,Upgrade
20,Earnings From Discontinued Ops.,-,-3.23,-1.38,-19.68,-0.35,-,-,-,-,-,Upgrade
21,Net Income,6.26,4.29,5.55,-13.56,-17.5,-,-29.98,-50.43,-21.2,-102.88,Upgrade
22,Net Income to Common,6.26,4.29,5.55,-13.56,-17.5,-,-29.98,-50.43,-21.2,-102.88,Upgrade
23,Net Income Growth,12.71%,-,-,-,-,-,-,-,-,-,Upgrade
24,Shares Outstanding (Basic),2033,2033,2033,2033,2033,-,2033,2033,2033,2033,Upgrade
25,Shares Outstanding (Diluted),2033,2033,2033,2033,2033,-,2033,2033,2033,2033,Upgrade
26,Shares Change (YoY),-,-,-,-,-,-,-,-,-,-13.75%,Upgrade
27,EPS (Basic),0.00,0.00,0.00,-0.01,-0.01,-,-0.01,-0.02,-0.01,-0.05,Upgrade
28,EPS (Diluted),0.00,0.00,0.00,-0.01,-0.01,-,-0.01,-0.02,-0.01,-0.05,Upgrade
29,EPS Growth,12.71%,-,-,-,-,-,-,-,-,-,Upgrade
30,Free Cash Flow,-2.88,4.48,-2.65,-9.25,-7.55,-,-22.72,-44.87,38.37,-19.52,Upgrade
31,Free Cash Flow Per Share,-0.00,0.00,-0.00,-0.00,-0.00,-,-0.01,-0.02,0.02,-0.01,Upgrade
32,Operating Margin,13.07%,14.16%,5.75%,28.89%,-243.18%,-,-1638.26%,-5675.14%,-1045.39%,-5692.12%,Upgrade
33,Profit Margin,11.28%,7.64%,3.91%,-41.52%,-224.96%,-,-1419.55%,-6966.02%,-614.19%,-8538.09%,Upgrade
34,Free Cash Flow Margin,-5.19%,7.97%,-1.87%,-28.32%,-97.04%,-,-1075.90%,-6197.51%,1111.56%,-1619.67%,Upgrade
35,Revenue as Reported,55.5,56.68,141.9,30.58,8.54,-,3.8,5.31,6.55,5.54,Upgrade
