,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,301,142,142,142,295,201,232,399,411,478,651,Upgrade
1,Market Cap Growth,0%,0%,-51.72%,-29.29%,27.19%,-49.49%,-43.56%,-16.60%,-36.88%,-33.80%,-1.54%,Upgrade
2,Last Close Price,0.15,0.07,0.07,0.07,0.14,0.10,0.11,0.20,0.20,0.23,0.32,Upgrade
3,PE Ratio,24.75,13.49,14.46,-17.78,-,-,-,-,-,-,-,Upgrade
4,PS Ratio,2.67,1.27,0.72,0.82,7.29,25.88,-,140.52,98.35,102.60,-124.27,Upgrade
5,PB Ratio,1.23,0.58,0.59,0.60,1.28,0.82,0.86,1.34,1.23,1.31,1.66,Upgrade
6,P/FCF Ratio,89.18,-,78.07,-,-,-,-,-,-,25.34,-,Upgrade
7,P/OCF Ratio,89.18,-,78.07,-,-,-,-,-,-,24.35,-,Upgrade
8,Debt / Equity Ratio,-,-,-,-,0.00,0.01,0.04,0.02,0.04,0.05,0.06,Upgrade
9,Debt / FCF Ratio,-,-,-,-,-,-,-,-,-,0.92,-,Upgrade
10,Earnings Yield,3.51%,7.41%,6.91%,-5.62%,-10.53%,-8.69%,-,-20.18%,-17.44%,-25.97%,-27.66%,Upgrade
11,FCF Yield,1.12%,1.12%,1.28%,-8.36%,-5.70%,-3.75%,-,-16.96%,-1.58%,3.95%,-17.61%,Upgrade
12,Buyback Yield / Dilution,-,-,-,-,-,-,-,-,-,13.75%,Upgrade,
13,Total Shareholder Return,-,-,-,-,-,-,-,-,-,13.75%,Upgrade,
