,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Cash & Equivalents,2953,2617,2591,1975,3389,1836,1757,946.58,2111,838.06,Upgrade
1,Trading Asset Securities,-,-,-,-,7.42,-,50,-,20.11,21.2,Upgrade
2,Cash & Short-Term Investments,2953,2617,2591,1975,3396,1836,1807,946.58,2132,859.25,Upgrade
3,Cash Growth,13.99%,32.52%,-23.72%,7.57%,87.99%,93.93%,-15.25%,10.16%,248.68%,-11.84%,Upgrade
4,Accounts Receivable,4526,6407,6735,6772,6173,6064,5982,7520,6902,7275,Upgrade
5,Other Receivables,158.2,126.56,52.56,77.81,88.3,113.14,81.86,111.93,193.16,186.91,Upgrade
6,Receivables,4684,6534,6788,6850,6261,6177,6064,7632,7095,7462,Upgrade
7,Inventory,835.34,806.4,1114,1250,1275,1746,1445,1357,2037,1669,Upgrade
8,Prepaid Expenses,79.82,62.88,183.68,142.33,340.95,280.01,242.31,309.03,217.32,585.06,Upgrade
9,Other Current Assets,481.1,529,501.03,621.74,1194,643.93,676.34,681.75,1261,678.37,Upgrade
10,Total Current Assets,9033,10549,11177,10839,12468,10682,10234,10926,12742,11253,Upgrade
11,"Property, Plant & Equipment",3321,3467,3538,3625,3704,3821,3931,3930,3997,3996,Upgrade
12,Long-Term Investments,889.72,933.57,967.53,1001,421.19,477.85,461.81,462.73,424.21,443.09,Upgrade
13,Other Intangible Assets,101.09,95.55,76.85,60.94,71.12,26.06,-,-,-,-,Upgrade
14,Other Long-Term Assets,10.24,5.82,11.51,19.87,46.78,14.44,17.59,84.3,-,0.64,Upgrade
15,Total Assets,13355,15051,15772,15545,16711,15022,14644,15403,17163,15693,Upgrade
16,Accounts Payable,4958,5672,6373,6173,6962,6418,6286,6764,7080,6710,Upgrade
17,Accrued Expenses,288.91,303.54,225.08,322.84,314.18,490.63,376.51,491.89,416.99,584.11,Upgrade
18,Short-Term Debt,-,3274,3463,3396,3395,2888,2717,3162,3261,3269,Upgrade
19,Current Portion of Long-Term Debt,2113,1276,571.66,1426,2552,1558,1590,1456,3312,1170,Upgrade
20,Current Portion of Leases,39.17,57.18,73.75,54.88,61.7,6.57,23.14,36.27,37.12,38.32,Upgrade
21,Current Income Taxes Payable,-,-,-,-,-,-,-,-,-,56.66,Upgrade
22,Current Unearned Revenue,174.88,143.37,205.96,147.41,182.28,195.66,229.05,497.84,275.05,466.34,Upgrade
23,Other Current Liabilities,1959,299.19,293.9,250.39,326.93,539.31,455.29,402.17,493.77,263.84,Upgrade
24,Total Current Liabilities,9532,11026,11207,11771,13794,12096,11677,12811,14876,12558,Upgrade
25,Long-Term Debt,836.45,1035,1610,822.33,117,-,-,0.48,0.57,720,Upgrade
26,Long-Term Leases,0,0.1,17.68,33.64,55.74,4.22,5,6.98,28.08,18.75,Upgrade
27,Long-Term Unearned Revenue,5.81,6.54,7.27,8.01,8.74,9.47,10.21,10.94,11.67,12.41,Upgrade
28,Long-Term Deferred Tax Liabilities,32.73,33.17,29.57,30.14,24.39,28.24,29.89,30.95,18.61,28.28,Upgrade
29,Other Long-Term Liabilities,-,-,-,-,-,50,50,50,50,50,Upgrade
30,Total Liabilities,10407,12100,12871,12666,14000,12188,11772,12910,14985,13387,Upgrade
31,Common Stock,11.78,11.78,11.78,11.78,11.78,11.78,11.78,11.04,11.04,7.37,Upgrade
32,Additional Paid-In Capital,1114,1114,1114,1114,1114,1114,1114,668.97,668.97,493.26,Upgrade
33,Retained Earnings,750.14,783.63,741.65,769.32,666.17,755.16,758.16,391.78,621.47,828.58,Upgrade
34,Comprehensive Income & Other,46.35,25.19,52.9,17.74,24.51,-0.57,3.12,402.77,-17.49,-18.6,Upgrade
35,Total Common Equity,1923,1935,1921,1913,1817,1881,1887,1475,1284,1311,Upgrade
36,Minority Interest,1025,1016,979.98,966.77,893.67,952.54,984.37,1018,893.6,994.72,Upgrade
37,Shareholders' Equity,2948,2951,2901,2880,2710,2833,2872,2493,2178,2305,Upgrade
38,Total Liabilities & Equity,13355,15051,15772,15545,16711,15022,14644,15403,17163,15693,Upgrade
39,Total Debt,2988,5642,5736,5733,6181,4457,4335,4662,6639,5216,Upgrade
40,Net Cash (Debt),-35.58,-3025,-3146,-3759,-2785,-2621,-2529,-3715,-4508,-4356,Upgrade
41,Net Cash Per Share,-0.01,-0.92,-0.95,-1.14,-0.84,-0.79,-0.78,-1.21,-1.70,-2.12,Upgrade
42,Filing Date Shares Outstanding,3298,3298,3298,3298,3298,3298,3298,3075,3075,2050,Upgrade
43,Total Common Shares Outstanding,3298,3298,3298,3298,3298,3298,3298,3075,3075,2050,Upgrade
44,Working Capital,-499.15,-477.07,-29.08,-932.68,-1327,-1414,-1443,-1885,-2134,-1304,Upgrade
45,Book Value Per Share,0.58,0.59,0.58,0.58,0.55,0.57,0.57,0.48,0.42,0.64,Upgrade
46,Tangible Book Value,1821,1839,1844,1852,1746,1855,1887,1475,1284,1311,Upgrade
47,Tangible Book Value Per Share,0.55,0.56,0.56,0.56,0.53,0.56,0.57,0.48,0.42,0.64,Upgrade
48,Buildings,-,1288,-,1263,-,1240,-,1206,-,1043,Upgrade
49,Machinery,-,4396,-,4154,-,4078,-,3757,-,2782,Upgrade
50,Construction In Progress,-,160.42,-,237.35,-,235.05,-,486.75,-,1037,Upgrade
51,Leasehold Improvements,-,2.42,-,1.65,-,1.21,-,1.23,-,0.56,Upgrade
