,Fiscal Quarter,Current,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+20 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Jan '24 Jan 1, 2024","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+20 Quarters
0,Market Capitalization,608353,817963,608353,638469,733637,625218,557757,634855,864945,740865,583236,653626,623459,631504,608375,573180,595303,521895,613403,460555,394324,Upgrade
1,Market Cap Growth,30.83%,30.83%,9.07%,0.57%,-15.18%,-15.61%,-4.37%,-2.87%,38.73%,17.32%,-4.13%,14.04%,4.73%,21.00%,-0.82%,24.45%,50.97%,17.49%,54.32%,5.75%,-10.75%,Upgrade
2,Enterprise Value,488589,686450,510917,560257,631819,511312,469510,504789,732836,608757,463364,512550,471933,567763,544634,489567,511689,438282,550516,425975,359744,Upgrade
3,Last Close Price,50500.00,64904.41,48272.06,50661.76,58213.24,46994.64,41923.92,47719.02,61613.05,52774.41,41545.07,46559.13,44410.25,42907.13,41335.69,38944.37,38373.25,33641.42,39540.01,29687.42,24325.04,Upgrade
4,PE Ratio,16.44,22.10,14.88,15.28,18.06,14.75,11.18,12.58,16.72,14.33,11.87,13.01,12.58,12.78,11.83,11.91,12.39,11.29,13.48,10.72,9.45,Upgrade
5,PS Ratio,0.84,1.13,0.84,0.87,0.95,0.79,0.70,0.78,1.09,0.93,0.73,0.78,0.72,0.65,0.60,0.55,0.55,0.49,0.56,0.42,0.37,Upgrade
6,PB Ratio,3.40,4.57,3.63,4.12,3.89,3.53,-,4.24,4.56,4.21,3.55,4.36,3.52,3.86,-,4.13,3.89,3.41,4.33,3.56,2.87,Upgrade
7,P/TBV Ratio,5.14,5.14,4.11,4.73,4.34,3.98,-,4.88,5.09,4.74,4.04,5.03,3.96,4.39,-,4.82,4.47,3.92,5.04,4.20,3.35,Upgrade
8,P/FCF Ratio,12.26,-,22.94,-,40.86,-,30.55,-,-49.96,-,97.59,-,6.11,-,6.33,-,10.35,-,8.62,6.47,9.09,Upgrade
9,P/OCF Ratio,15.72,-,22.29,-,37.84,-,28.17,-,-64.79,-,58.36,-,6.02,-,6.17,-,9.62,-,8.13,6.22,7.94,Upgrade
10,EV/Sales Ratio,0.68,0.95,0.70,0.76,0.82,0.64,0.59,0.62,0.92,0.77,0.58,0.61,0.55,0.59,0.53,0.47,0.47,0.41,0.50,0.39,0.33,Upgrade
11,EV/EBITDA Ratio,8.42,54.28,-,-,-,31.12,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
12,EV/EBIT Ratio,9.14,12.83,9.03,9.89,11.68,9.28,8.67,9.22,12.91,10.57,8.61,9.16,8.38,10.00,9.07,8.73,9.12,8.11,10.30,8.37,7.29,Upgrade
13,EV/FCF Ratio,9.85,-,19.27,-,35.19,-,25.71,-,-42.33,-,77.53,-,4.63,-,5.67,-,8.89,-,7.74,5.99,8.29,Upgrade
14,Asset Turnover,2.65,2.87,2.53,-,-,-,2.97,-,2.68,3.38,2.88,2.83,-,-,-,-,4.26,4.77,-,-,Upgrade,
15,Inventory Turnover,7.62,8.86,7.61,5.91,-,-,-,7.63,-,9.60,12.03,11.98,14.06,-,-,-,-,10.24,11.44,-,-,Upgrade
16,Quick Ratio,2.03,2.03,1.51,1.26,1.67,1.64,-,1.13,1.68,1.74,1.55,1.49,1.97,1.95,-,1.10,-,1.41,1.17,1.00,-,Upgrade
17,Current Ratio,2.93,2.93,2.20,2.22,2.73,2.86,-,2.04,2.56,2.46,2.14,2.12,2.42,2.38,-,2.02,-,2.63,1.98,1.96,-,Upgrade
18,Return on Equity (ROE),25.63%,32.09%,27.22%,-,-,-,24.79%,-,28.01%,36.68%,28.87%,31.90%,-,-,-,35.14%,30.86%,36.03%,33.17%,33.72%,Upgrade,
19,Return on Assets (ROA),10.52%,13.78%,12.30%,-,-,-,9.73%,-,12.34%,14.82%,12.08%,14.22%,-,-,-,-,13.97%,14.94%,-,-,Upgrade,
20,Return on Capital (ROIC),16.60%,23.47%,19.51%,-,-,-,15.99%,-,20.10%,25.18%,19.68%,22.35%,-,-,-,25.71%,22.33%,25.85%,24.73%,24.86%,Upgrade,
21,Return on Capital Employed (ROCE),29.90%,29.90%,33.74%,36.58%,28.65%,31.13%,-,36.53%,29.91%,32.70%,32.76%,37.37%,31.78%,34.72%,-,40.42%,-,35.35%,37.75%,39.32%,-,Upgrade
22,Earnings Yield,6.08%,5.82%,8.17%,7.93%,6.74%,8.19%,8.95%,7.95%,5.98%,6.98%,8.42%,7.69%,7.95%,7.82%,8.45%,8.40%,8.07%,8.86%,7.42%,9.33%,10.58%,Upgrade
23,FCF Yield,8.16%,3.70%,4.36%,-,2.45%,1.56%,3.27%,0.46%,-2.00%,-0.26%,1.02%,12.22%,16.35%,-,15.80%,-,9.66%,9.47%,11.60%,15.45%,11.00%,Upgrade
24,Dividend Yield,5.94%,4.62%,-,-,-,6.38%,-,-,-,-,-,-,-,5.84%,-,-,-,-,-,-,-,Upgrade
25,Payout Ratio,75.92%,-,-,-,300.01%,-,-,389.28%,-,-,-,-,221.96%,-,-,-,-,-,-,107.30%,102.38%,Upgrade
26,Buyback Yield / Dilution,0.05%,0.01%,-0.09%,-19.80%,45.43%,-0.04%,0.07%,16.58%,-83.43%,0.01%,-0.00%,-0.04%,0.00%,0.03%,-0.06%,15.01%,0.02%,0.00%,0.04%,-17.64%,Upgrade,
27,Total Shareholder Return,5.94%,4.67%,0.01%,-0.09%,-19.80%,51.82%,-0.04%,0.07%,16.58%,-83.43%,0.01%,-0.00%,-0.04%,5.84%,0.03%,-0.06%,15.01%,0.02%,0.00%,0.04%,-17.64%,Upgrade
