,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Cash & Equivalents,733.75,634.67,661.12,886.64,601.52,670.59,748.47,1485,821.14,900.69,1218,1591,579.83,1567,508.61,564.26,-,482.9,-,453.15,Upgrade
1,Trading Asset Securities,1034,1075,1019,785.53,1012,913.92,863.1,132.67,700.86,665,370,-,993.53,-,94,-,-,-,-,-,Upgrade
2,Cash & Short-Term Investments,1768,1710,1680,1672,1613,1585,1612,1618,1522,1566,1588,1591,1573,1567,602.61,564.26,-,482.9,453.15,453.15,Upgrade
3,Cash Growth,9.61%,7.91%,4.23%,3.34%,5.98%,1.20%,1.50%,1.73%,-3.26%,-0.06%,163.48%,181.88%,-,224.44%,32.98%,24.52%,-,32.26%,21.76%,19.99%,Upgrade
4,Accounts Receivable,769.72,570.75,575.66,570.43,460.07,441.25,380.82,408.34,436.51,494.86,486.36,500.78,431.1,400.76,342.48,374.48,-,354.13,-,336.41,Upgrade
5,Other Receivables,4.9,5.9,5.45,2.26,4.54,1.32,4.61,0.04,3.31,0.22,3.25,3.34,5.06,3.15,3.53,3.24,-,0.08,-,0.04,Upgrade
6,Receivables,774.63,576.65,581.1,572.68,464.61,442.57,385.43,408.38,439.82,495.08,489.61,504.12,436.16,403.91,346.01,377.72,-,354.21,-,336.44,Upgrade
7,Inventory,312.92,271.1,233.56,236.15,248.73,219.13,199.02,185.29,195.25,177.42,154.88,178.76,182.44,188.56,189.1,177.01,-,141.03,-,130.5,Upgrade
8,Prepaid Expenses,-,5.8,-,3.88,-,1.37,-,6.71,-,0.58,-,0.48,-,3.87,-,3.64,-,0.38,-,1.08,Upgrade
9,Other Current Assets,64.72,46.86,47.33,36.99,42.82,34.81,23.87,14.04,14.56,5.12,4.74,3.37,7.03,8.55,13.22,8.16,-,8.5,-,6.97,Upgrade
