,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+20 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+20 Quarters
0,Cash & Equivalents,287847,287847,308825,308825,345611,343540,405975,-,441718,559755,593230,-,540210,311238,214458,-,166915,94262,-,36016,Upgrade
1,Short-Term Investments,379418,379418,221386,221386,170000,-,-,-,-,-,-,-,-,4000,4000,-,-,15000,-,-,Upgrade
2,Cash & Short-Term Investments,667265,667265,530211,530211,515611,343540,405975,-,441718,559755,593230,540210,540210,315238,218458,-,166915,109262,36016,36016,Upgrade
3,Cash Growth,29.41%,94.23%,30.60%,-,16.73%,-38.63%,-31.57%,-,-18.23%,77.57%,171.55%,-,223.64%,188.52%,506.56%,-,70.37%,104.53%,-54.34%,-42.82%,Upgrade
4,Accounts Receivable,544868,544868,336640,336640,83487,106559,33997,-,28983,65578,308558,-,170997,155398,97770,-,189680,108380,-,151133,Upgrade
5,Other Receivables,431041,431041,184857,184857,193658,166916,187594,-,207362,162865,146990,-,174329,95471,56089,-,42742,73100,-,83431,Upgrade
6,Receivables,975909,975909,521497,521497,277145,273474,221591,-,236345,228443,455548,-,345326,250869,153859,-,232422,181480,-,234564,Upgrade
7,Inventory,399402,399402,275547,275547,376772,531758,575331,-,478338,500007,532702,-,297246,234621,232916,-,236533,230885,-,44863,Upgrade
8,Prepaid Expenses,2459,2459,1856,1856,828.6,1577,1209,-,1107,622.64,771.92,-,652.23,602.68,733.55,-,400.98,1242,-,153.96,Upgrade
