,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+20 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+20 Quarters
0,Revenue,400261,390651,359013,359013,409717,322277,249626,249241,304948,188765,195847,210262,322134,154142,214699,214699,215915,134403,72143,49037,Upgrade
1,Revenue Growth (YoY),-2.31%,21.22%,43.82%,44.04%,34.36%,70.73%,27.46%,18.54%,-5.34%,22.46%,-8.78%,-2.07%,49.19%,14.69%,197.60%,337.83%,113.56%,94.57%,17.32%,-32.65%,Upgrade
2,Cost of Revenue,345614,324586,296609,296609,369537,279312,221622,216264,285926,142176,179683,178562,271373,143026,166122,166122,168056,97736,65340,47766,Upgrade
3,Gross Profit,54647,66065,62404,62404,40181,42965,28004,32977,19022,46589,16164,31700,50761,11116,48577,48577,47859,36667,6803,1271,Upgrade
4,"Selling, General & Admin",11270,10106,9457,9457,11019,12821,6729,6229,2633,6585,5248,6686,14709,5658,15727,15727,16366,19472,3255,2096,Upgrade
5,Operating Expenses,11270,10106,9457,9457,11019,12821,6729,6229,2633,6585,5248,6686,14709,5658,15727,15727,16366,19472,3255,2096,Upgrade
6,Operating Income,43378,55959,52947,52947,29162,30144,21274,26748,16389,40004,10916,25014,36052,5458,32850,32850,31493,17195,3548,-825.55,Upgrade
7,Interest Expense,-105274,-54649,-3827,-3827,-3173,-120.99,-,-119.01,-31671,-16344,-35131,-21487,-2077,-2117,-1407,-1407,-1033,-520.94,-416.79,-1308,Upgrade
8,Interest & Investment Income,29457,26016,37398,37398,10513,53197,66669,56622,62694,8031,120612,95845,130559,32122,9810,9810,22114,1370,9373,22346,Upgrade
9,Earnings From Equity Investments,-,-38.78,38.78,38.78,4566,-4427,-4807,-2364,447.75,-,-5596,468.11,-16897,1307,173.9,173.9,4374,0.17,978.93,-582.48,Upgrade
10,Other Non Operating Income (Expenses),-8152,-8410,-1566,-1566,-1742,-842.84,877.95,-454.59,-84.8,124.96,143.7,-428.6,-421.01,364.02,-894.52,-894.52,-1765,-428.68,-2.21,-158.14,Upgrade
11,EBT Excluding Unusual Items,-40591,18878,84990,84990,39326,77951,84014,80432,47775,31816,90945,99411,147216,37134,40532,40532,55183,17615,13481,19471,Upgrade
12,Pretax Income,-40591,18878,84990,84990,39326,77951,84014,80432,47775,31816,90945,99411,147216,37134,40532,40532,55183,17615,13481,19471,Upgrade
13,Income Tax Expense,2018,9469,24202,24202,18680,16281,16606,16059,16628,7570,2602,22971,25658,8738,8356,8356,8458,3348,2374,4458,Upgrade
14,Earnings From Continuing Operations,-42609,9409,60788,60788,20646,61670,67408,64374,31147,24246,88343,76440,121558,28396,32176,32176,46725,14267,11107,15014,Upgrade
15,Minority Interest in Earnings,5915,2469,-1705,-1705,2299,65664,-1565,-1554,-2325,10485,1101,-7334,-113.47,-1402,-4140,-4140,-10477,-5391,-77.83,1342,Upgrade
16,Net Income,-36694,11878,59083,59083,22945,127334,65843,62820,28822,34731,89444,69106,121445,26994,28036,28036,36248,8877,11030,16356,Upgrade
17,Net Income to Common,-36694,11878,59083,59083,22945,127334,65843,62820,28822,34731,89444,69106,121445,26994,28036,28036,36248,8877,11030,16356,Upgrade
18,Net Income Growth,-,-90.67%,-10.27%,-5.95%,-20.39%,266.63%,-26.39%,-9.10%,-76.27%,28.66%,219.03%,146.49%,235.04%,204.10%,154.19%,71.41%,-45.59%,-52.05%,-24.80%,-19.69%,Upgrade
19,Shares Outstanding (Basic),194,198,194,194,214,187,189,189,179,251,194,194,157,150,110,110,100,121,79,121,Upgrade
20,Shares Outstanding (Diluted),194,198,194,194,214,187,189,189,179,251,194,194,157,150,110,110,100,121,79,121,Upgrade
21,Shares Change (YoY),-9.72%,5.51%,2.44%,2.46%,19.72%,-25.41%,-2.33%,-2.32%,13.97%,67.75%,76.07%,76.02%,57.31%,23.35%,38.71%,-9.08%,-17.44%,16.08%,-34.44%,-,Upgrade
22,EPS (Basic),-189.53,60.05,305.00,305.00,107.00,679.22,348.18,332.27,160.91,138.18,461.98,357.02,772.73,180.17,254.96,254.96,362.81,73.08,139.13,135.24,Upgrade
23,EPS (Diluted),-189.53,60.05,305.00,305.00,107.00,679.22,348.18,332.27,160.91,138.18,461.98,357.02,772.73,180.17,254.96,254.96,362.81,73.08,139.13,135.24,Upgrade
24,EPS Growth,-,-91.16%,-12.40%,-8.21%,-33.50%,391.54%,-24.63%,-6.93%,-79.18%,-23.30%,81.20%,40.03%,112.98%,146.52%,83.26%,88.53%,-34.10%,-58.69%,14.71%,-,Upgrade
25,Free Cash Flow,321110,321110,-82191,-82191,-282433,-576100,11917,11917,-30360,548332,-459293,-459293,-254287,-434588,24919,24919,176725,-,-10204,5561,Upgrade
26,Free Cash Flow Per Share,1658.57,1623.45,-424.29,-424.29,-1317.06,-3073.00,63.02,63.03,-169.50,2181.64,-2372.28,-2372.86,-1617.97,-2900.58,226.61,226.61,1768.84,-,-128.71,45.98,Upgrade
27,Gross Margin,13.65%,16.91%,17.38%,17.38%,9.81%,13.33%,11.22%,13.23%,6.24%,24.68%,8.25%,15.08%,15.76%,7.21%,22.63%,22.63%,22.17%,27.28%,9.43%,2.59%,Upgrade
28,Operating Margin,10.84%,14.32%,14.75%,14.75%,7.12%,9.35%,8.52%,10.73%,5.37%,21.19%,5.57%,11.90%,11.19%,3.54%,15.30%,15.30%,14.59%,12.79%,4.92%,-1.68%,Upgrade
29,Profit Margin,-9.17%,3.04%,16.46%,16.46%,5.60%,39.51%,26.38%,25.20%,9.45%,18.40%,45.67%,32.87%,37.70%,17.51%,13.06%,13.06%,16.79%,6.60%,15.29%,33.35%,Upgrade
30,Free Cash Flow Margin,80.23%,82.20%,-22.89%,-22.89%,-68.93%,-178.76%,4.77%,4.78%,-9.96%,290.48%,-234.52%,-218.44%,-78.94%,-281.94%,11.61%,11.61%,81.85%,-,-14.14%,11.34%,Upgrade
31,EBITDA,46024,58605,56596,56596,32133,33095,23919,29393,18849,42454,13280,27378,38228,7406,33212,33212,46658,19963,10419,-461.9,Upgrade
32,EBITDA Margin,11.50%,15.00%,15.76%,15.76%,7.84%,10.27%,9.58%,11.79%,6.18%,22.49%,6.78%,13.02%,11.87%,4.80%,15.47%,15.47%,21.61%,14.85%,14.44%,-0.94%,Upgrade
33,D&A For EBITDA,2646,2646,3649,3649,2971,2951,2645,2645,2461,2451,2364,2364,2176,1947,361.12,361.12,15165,2768,6871,363.65,Upgrade
34,EBIT,43378,55959,52947,52947,29162,30144,21274,26748,16389,40004,10916,25014,36052,5458,32850,32850,31493,17195,3548,-825.55,Upgrade
35,EBIT Margin,10.84%,14.32%,14.75%,14.75%,7.12%,9.35%,8.52%,10.73%,5.37%,21.19%,5.57%,11.90%,11.19%,3.54%,15.30%,15.30%,14.59%,12.79%,4.92%,-1.68%,Upgrade
36,Effective Tax Rate,-,50.16%,28.48%,28.48%,47.50%,20.89%,19.77%,19.97%,34.80%,23.79%,2.86%,23.11%,17.43%,23.53%,20.61%,20.61%,15.33%,19.01%,17.61%,22.89%,Upgrade
37,Revenue as Reported,400261,390651,359013,359013,409717,322277,249626,249241,304948,188765,195847,210262,322134,154142,214699,214699,215915,134403,72143,49037,Upgrade
