,Fiscal Quarter,Current,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+20 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+20 Quarters
0,Market Capitalization,3334,2978,3192,2888,3557,5765,5780,5588,5207,4873,5221,4004,2447,-,-,-,-,-,-,-,-,Upgrade
1,Market Cap Growth,-48.35%,-48.35%,-44.77%,-48.32%,-31.70%,18.31%,10.70%,39.54%,112.80%,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
2,Enterprise Value,2743,2387,2603,2301,2952,5160,5166,4965,4586,4252,4578,3335,2433,-,-,-,-,-,-,-,-,Upgrade
3,Last Close Price,27.37,24.62,26.21,23.56,29.01,47.03,47.15,45.58,42.41,39.68,42.52,32.61,19.90,-,-,-,-,-,-,-,-,Upgrade
4,PE Ratio,85.53,76.15,63.44,36.25,40.70,66.19,59.06,61.66,61.55,59.97,79.49,68.49,-,-,-,-,-,-,-,-,-,Upgrade
5,Forward PE,22.81,21.74,24.61,23.75,25.74,42.59,37.70,41.66,47.68,48.04,55.01,-,-,-,-,-,-,-,-,-,-,Upgrade
6,PS Ratio,14.76,13.14,15.33,11.67,13.72,22.73,21.95,22.51,22.87,22.11,26.60,21.87,14.59,-,-,-,-,-,-,-,-,Upgrade
7,PB Ratio,3.48,3.13,3.36,3.00,3.67,5.96,6.19,6.20,5.84,5.49,6.19,4.89,3.02,-,-,-,-,-,-,-,-,Upgrade
8,P/TBV Ratio,3.18,3.18,3.41,3.04,3.71,6.03,6.26,6.26,5.90,5.54,6.25,4.94,3.04,-,-,-,-,-,-,-,-,Upgrade
9,P/FCF Ratio,-,-,251.94,-188.56,-,-129.11,-,-211.23,-,-858.53,-,-,-,-,-,-,-,-,-,-,-,Upgrade
10,P/OCF Ratio,-,-,66.86,73.06,-,266.66,69.71,106.57,-,97.39,-,-,-,-,-,-,-,-,-,-,-,Upgrade
11,EV/Sales Ratio,12.10,10.53,12.50,9.30,11.39,20.35,19.62,20.00,20.15,19.30,23.33,18.22,14.50,-,-,-,-,-,-,-,-,Upgrade
12,EV/EBITDA Ratio,67.56,56.75,86.68,39.62,-,75.36,62.54,65.15,-,58.63,76.16,58.54,-,-,-,-,-,-,-,-,-,Upgrade
13,EV/EBIT Ratio,77.89,67.78,112.27,44.17,-,78.96,64.30,66.96,-,59.84,77.81,59.77,-,-,-,-,-,-,-,-,-,Upgrade
14,EV/FCF Ratio,-,-,205.45,-150.25,-,-115.56,-,-187.70,-,-749.13,-,-,-,-,-,-,-,-,-,-,-,Upgrade
15,Debt / Equity Ratio,-,-,-,-,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.11,-,0.08,0.08,0.08,0.08,0.11,0.11,Upgrade
16,Debt / EBITDA Ratio,-,-,-,-,-,0.00,0.00,0.00,-,0.00,0.00,0.01,-,0.19,-,0.29,-,-,0.10,1.48,1.48,Upgrade
17,Debt / FCF Ratio,-,-,-,-,-,0.00,-,-0.01,-,-0.07,-,-,-,1.70,-,-,-,0.47,0.69,-,-,Upgrade
18,Asset Turnover,-,0.15,0.21,0.09,0.33,0.31,0.27,0.08,0.40,0.29,0.21,0.08,-,-,-,-,1.07,1.30,0.33,0.32,Upgrade,
19,Inventory Turnover,-,-,0.51,0.86,0.33,1.16,1.08,0.99,0.25,1.47,1.16,0.80,0.18,-,-,-,-,1.41,1.44,0.20,0.27,Upgrade
20,Quick Ratio,-,-,7.78,9.74,13.13,8.67,10.18,9.09,10.66,8.12,12.06,12.29,9.29,2.27,-,1.91,-,2.00,2.00,1.85,1.85,Upgrade
21,Current Ratio,-,-,8.96,11.01,14.80,9.55,11.34,10.20,12.15,8.99,13.34,13.65,10.36,3.03,-,3.10,-,2.70,2.70,3.03,3.03,Upgrade
22,Return on Equity (ROE),9.47%,1.08%,4.54%,1.25%,14.20%,13.92%,8.35%,1.23%,20.56%,11.87%,6.22%,-0.49%,-,-,22.90%,-,-,77.52%,4.53%,4.58%,Upgrade,
23,Return on Assets (ROA),-,0.29%,0.79%,-1.17%,5.53%,7.35%,3.31%,-0.41%,10.03%,6.69%,2.87%,-0.73%,-,-,-,-,-,35.52%,2.87%,2.81%,Upgrade,
24,Return on Capital (ROIC),9.36%,0.33%,0.88%,-1.30%,6.20%,8.22%,3.69%,-0.46%,11.13%,7.21%,3.09%,-0.82%,-,-,15.19%,-,-,49.29%,3.77%,3.88%,Upgrade,
25,Return on Capital Employed (ROCE),-,-,2.34%,5.18%,-,6.59%,8.38%,7.99%,-,7.82%,6.97%,6.81%,-,29.38%,-,39.49%,-,38.68%,33.33%,40.22%,39.64%,Upgrade
26,Earnings Yield,1.17%,1.31%,1.58%,2.76%,2.46%,1.51%,1.69%,1.62%,1.62%,1.67%,1.26%,1.46%,2.18%,-,-,-,-,-,-,-,-,Upgrade
27,FCF Yield,-,0.40%,-0.53%,-0.89%,-0.77%,-0.23%,-0.47%,-0.97%,-0.12%,-0.46%,0.07%,0.71%,-,-,-,-,-,-,-,-,Upgrade,
28,Dividend Yield,0.54%,-,-,-,-,0.32%,-,-,-,0.17%,-,-,-,-,-,-,-,-,-,-,-,Upgrade
29,Payout Ratio,0.00%,-,0.04%,166.99%,-,-,-,44.86%,-,-,1.60%,38.22%,-,0.71%,0.65%,1.22%,-,-,9.31%,3.57%,3.57%,Upgrade
30,Buyback Yield / Dilution,-0.62%,-8.30%,6.52%,-20.71%,16.89%,-3.38%,3.00%,17.95%,-49.12%,-28.63%,-40.55%,-52.86%,5.57%,-1.30%,-41.54%,14.26%,5.42%,4.23%,32.23%,-12.74%,-12.74%,Upgrade
31,Total Shareholder Return,-0.09%,-8.30%,6.52%,-20.71%,16.89%,-3.06%,3.00%,17.95%,-49.12%,-28.45%,-40.55%,-52.86%,5.57%,-1.30%,-41.54%,14.26%,5.42%,4.23%,32.23%,-12.74%,-12.74%,Upgrade
