,Fiscal Quarter,Current,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,+2 Quarters
,Period Ending,"Jun '23 Jun 23, 2023","Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020",+2 Quarters
0,Market Capitalization,1739,1586,2361,2468,6372,8926,9758,6754,7443,4748,6067,Upgrade
1,Market Cap Growth,-35.71%,-35.71%,-62.95%,-72.36%,-34.70%,32.16%,31.10%,42.25%,22.68%,-37.41%,-19.31%,Upgrade
2,Enterprise Value,1555,1327,1741,1957,5366,7164,8507,5905,6639,3935,4847,Upgrade
3,PS Ratio,4.29,4.29,4.34,5.24,11.23,17.65,70.54,60.31,82.69,23.66,24.91,Upgrade
4,PB Ratio,0.98,0.98,1.34,1.26,2.89,3.57,3.76,2.50,2.44,1.40,1.78,Upgrade
5,P/TBV Ratio,1.27,1.27,1.71,1.58,3.55,4.32,3.80,2.52,3.03,1.73,2.22,Upgrade
6,P/FCF Ratio,-,-,-,-,-,-,-,-,170.25,-,-,Upgrade
7,P/OCF Ratio,-,-,-,-,-,-,-,-,89.78,171.90,139.81,Upgrade
8,EV/Sales Ratio,4.21,3.59,3.20,4.16,9.46,14.16,61.50,52.73,73.76,19.60,19.90,Upgrade
9,EV/EBITDA Ratio,-,-,-,-,-,-,-,236.23,102.84,90.60,268.64,Upgrade
10,EV/FCF Ratio,-5.94,-,-,-,-,-,-,-,151.86,-,-,Upgrade
11,Debt / Equity Ratio,0.19,0.19,0.16,0.08,0.04,0.02,0.01,0.02,0.02,0.02,0.04,Upgrade
12,Debt / FCF Ratio,-,-,-,-,-,-,-,-,1.58,-,-,Upgrade
13,Earnings Yield,-21.07%,-23.10%,-14.72%,-13.02%,-3.49%,-2.77%,-4.14%,-8.30%,-5.20%,-6.46%,-4.56%,Upgrade
14,FCF Yield,-15.04%,-16.59%,-9.77%,-9.57%,-4.57%,-1.41%,-0.99%,-0.21%,0.59%,-0.35%,-0.30%,Upgrade
15,Buyback Yield / Dilution,3.08%,1.56%,4.56%,0.60%,-9.91%,-9.76%,-5.00%,-4.51%,-0.49%,0.03%,11.92%,Upgrade
16,Total Shareholder Return,3.08%,1.56%,4.56%,0.60%,-9.91%,-9.76%,-5.00%,-4.51%,-0.49%,0.03%,11.92%,Upgrade
