,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+20 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+20 Quarters
0,Interest Income on Loans,32435002,30924362,30138279,30951965,32957080,32837820,34116537,32760300,30375340,27097979,25058970,22132345,21533329,20679386,21320045,21095542,21019018,20793395,20352594,21511509,Upgrade
1,Total Interest Income,32435002,30924362,30138279,30951965,32957080,32837820,34116537,32760300,30375340,27097979,25058970,22132345,21533329,20679386,21320045,21095542,21019018,20793395,20352594,21511509,Upgrade
2,Interest Paid on Deposits,16122846,15346848,14799392,15777729,18510680,19750383,21359067,20094129,17665811,14174343,13046045,11986480,11137390,10807580,10441461,10453406,10734007,11715115,12554695,13093071,Upgrade
3,Net Interest Income,16312156,15577514,15338887,15174236,14446400,13087437,12757470,12666171,12709529,12923636,12012925,10145865,10395939,9871806,10878584,10642136,10285011,9078280,7797899,8418438,Upgrade
4,Net Interest Income Growth (YoY),12.92%,19.03%,20.23%,19.80%,13.67%,1.27%,6.20%,24.84%,22.25%,30.91%,10.43%,-4.66%,1.08%,8.74%,39.51%,26.41%,18.32%,8.98%,-5.22%,5.90%,Upgrade
5,Income From Trading Activities,22146,-185301,-115061,38253,-74938,-32937,218365,28015,43572,-240705,64,56429,320007,238508,94146,67068,322216,115470,96820,427719,Upgrade
6,Gain (Loss) on Sale of Assets,-,-,-,-,7881,-,-,-,14663,-,-,-,4494,-,-,-,54448,-,-,-,Upgrade
7,Gain (Loss) on Sale of Investments,-,-,106162,-106162,-,-,-14889,14889,-,-,231100,-232807,-,-,-,-,-,-,-,-,Upgrade
8,Gain (Loss) on Sale of Equity Investments,-,-,144053,59259,104162,-,71220,81530,32820,-,-,106162,78908,-,72897,139562,157262,-,-,108734,Upgrade
9,Other Non-Interest Income,4950957,6524085,4166396,3901303,3881531,4338654,4739764,4227440,3981542,4641248,3696577,3994556,3095876,2145144,3037770,2073787,2368116,2317212,2079958,1729876,Upgrade
