,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+20 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+20 Quarters
0,Cash & Equivalents,338826651,345213599,326985706,291169221,231503809,230548544,202477695,199391240,206571110,192749854,161485882,156896829,140993143,104580006,148687259,139181938,102558426,130002532,133572278,127890529,Upgrade
1,Investment Securities,261392853,217015489,180476217,200190332,222122802,177867396,214659122,204995253,210782795,219391356,197858465,185940536,180971455,173018602,156571206,127742352,118277505,113688259,112606178,109476118,Upgrade
2,Trading Asset Securities,2797955,3585011,2259106,2200499,2487905,1567526,2812556,3302974,4464910,7641203,8744153,7498205,3930099,5244376,4817043,4209130,5738869,4073498,2181136,1062874,Upgrade
3,Total Investments,264190808,220600500,182735323,202390831,224610707,179434922,217471678,208298227,215247705,227032559,206602618,193438741,184901554,178262978,161388249,131951482,124016374,117761757,114787314,110538992,Upgrade
4,Gross Loans,1729907561,1616439997,1588358166,1532840200,1493956186,1409002439,1379677377,1351036439,1294820987,1272923868,1258936930,1259503369,1150185049,1102485764,1089645559,1026090615,1025237843,964794716,945370491,928366898,Upgrade
5,Allowance for Loan Losses,-36664125,-35536995,-28040210,-30775232,-27772921,-32660879,-29227973,-29470496,-29413230,-39249203,-31621156,-30221684,-25795102,-21464245,-18675776,-13911535,-12582380,-15122033,-12924436,-13078747,Upgrade
6,Net Loans,1693243436,1580903002,1560317956,1502064968,1466183265,1376341560,1350449404,1321565943,1265407757,1233674665,1227315774,1229281685,1124389947,1081021519,1070969783,1012179080,1012655463,949672683,932446055,915288151,Upgrade
7,"Property, Plant & Equipment",6149216,5780898,11486897,5961800,11703487,5791752,5842698,5966505,11681113,5847374,11546885,6035257,11760186,5985898,6099543,6248344,12051340,6212644,6335805,6492772,Upgrade
8,Other Intangible Assets,3852941,3841908,3893481,3959421,3992272,3974760,4025092,4090703,4155504,4160255,4209926,4238384,4303330,4265255,4324514,4345693,4401762,4384317,4459257,4516467,Upgrade
9,Accrued Interest Receivable,13304657,12708659,12966987,14509503,14761581,12780505,13307358,13543983,12399295,11982841,10498967,10645228,9856571,9551833,9694667,9122220,7797843,7435498,7485685,7068925,Upgrade
10,Other Receivables,27668571,30693353,29474867,36729592,34894383,41532346,39756686,45354303,59379204,57592085,39770418,39889499,27492360,32845842,30796417,27551347,16071942,25283540,24099549,22174065,Upgrade
11,Restricted Cash,34431657,26611768,28980462,17340570,40597059,34735212,23584485,22479729,29727110,14378541,25161218,19945813,23383443,27798897,37858344,10213007,57616650,17214434,12877566,25157456,Upgrade
12,Other Current Assets,-,-,3414237,-,3452083,-,-,-,3289898,-,3275014,-,3368850,-,-,-,3231454,-,-,-,Upgrade
13,Long-Term Deferred Tax Assets,30,-,-,-,-,-,-,-,-,338,344,344,338,-,-,-,-,-,-,-,Upgrade
14,Other Long-Term Assets,3715565,3437424,1180386,3489150,914960,3198694,3189426,3271550,952172,3371091,1194849,3358387,1137676,3496783,3203582,3191398,1108724,3237076,3493274,3524186,Upgrade
15,Total Assets,2385383532,2229791111,2161436302,2077615056,2032613606,1888338295,1860104522,1823962183,1808810868,1750789603,1691061895,1663730167,1531587398,1447809011,1473022358,1343984509,1341509978,1261204481,1239556783,1222651543,Upgrade
16,Accounts Payable,14607160,15347466,69720,14777929,77862,18646476,13310682,17030526,69226,14605563,129467,8577833,289858,-,6975641,7862435,272296,6166939,7381805,6118376,Upgrade
17,Accrued Expenses,2353698,1614677,2045615,2197750,3369253,1317004,1590502,1928268,3067137,948330,1279217,1468358,2468378,1746367,2097769,1436227,3163793,1746965,1893818,733013,Upgrade
18,Interest Bearing Deposits,1417171306,1264990170,1303118675,1246660746,1207584106,1187169568,1178423617,1195501498,1150062088,1106027306,1104737014,1089729945,994871688,923273216,1017108759,906383506,941350314,878876151,886662708,882693098,Upgrade
19,Non-Interest Bearing Deposits,587264259,526282139,520803224,511416854,484254896,391052091,354181016,298143261,342089147,316718308,254609181,258661558,232436359,216952214,208520489,204251296,190145825,200201419,183571310,167317379,Upgrade
20,Total Deposits,2004435565,1791272309,1823921899,1758077600,1691839002,1578221659,1532604633,1493644759,1492151235,1422745614,1359346195,1348391503,1227308047,1140225430,1225629248,1110634802,1131496139,1079077570,1070234018,1050010477,Upgrade
21,Short-Term Borrowings,9415979,-,4902012,-,-,-,-,-,648396,-,-,-,-,-,-,-,-,-,-,150870,Upgrade
22,Current Portion of Long-Term Debt,105395191,39952504,95773907,57060650,112793789,82379567,80785914,76605601,1088233,30493988,27226568,68616927,1505274,36768480,36217675,2823484,1969774,2101234,2292094,2447552,Upgrade
23,Current Income Taxes Payable,-,-,1351866,-,3119682,-,-,-,2959719,-,1115345,-,721321,-,-,-,1309696,-,-,-,Upgrade
24,Accrued Interest Payable,21025954,21278197,22420600,23926704,27999187,31092405,29355619,25909605,21587660,20975700,20803940,19082987,16867319,15517303,15373660,16266722,16085370,17092802,17347902,18700585,Upgrade
25,Other Current Liabilities,-,-,3819311,-,2241727,-,-,-,4045663,-,1726165,-,9067469,-,-,-,1530787,-,-,-,Upgrade
26,Long-Term Debt,71572888,213690377,55363494,87924999,50571525,50339047,81058382,93348506,163259935,151245286,163557532,112166002,172187757,146290893,89700223,109517882,92590496,67327162,55866031,62714913,Upgrade
27,Long-Term Deferred Tax Liabilities,-,171,171,171,171,112,112,112,112,-,-,-,-,166,58062,45244,38008,-,-,-,Upgrade
28,Other Long-Term Liabilities,6632959,5649454,15794853,3066765,14729588,4336902,3338305,2549633,11617244,3666466,13095385,7130134,7522464,11659140,3780524,3560608,7614395,4369346,3521674,2964523,Upgrade
29,Total Liabilities,2235439394,2088805155,2025463448,1947032568,1906741786,1766333172,1742044149,1711017010,1700494560,1644680947,1588279814,1565433744,1437937887,1352207779,1379832802,1252147404,1256070754,1177882018,1158537342,1143840309,Upgrade
30,Common Stock,53699917,53699917,53699917,53699917,53699917,48057506,48057506,48057506,48057506,48057506,48057506,48057506,48057506,48057506,37234046,37234046,37234046,37234046,37234046,37234046,Upgrade
31,Additional Paid-In Capital,8974677,8974677,8974677,8974677,8974677,8974677,8974677,8974677,8974677,8974674,8974688,8974698,8974698,8974698,8974698,8974698,8974698,8974698,8974683,8974683,Upgrade
32,Retained Earnings,85147162,76548961,71355542,66046927,61413004,63237749,59379750,54242822,49587653,47611424,44305152,39797481,35161396,36999526,45348591,44043540,37632712,35501343,33187144,30893240,Upgrade
33,Comprehensive Income & Other,1152510,871593,1018563,961354,923002,897623,842892,911385,957025,734743,695762,742202,761139,939199,1021900,982200,997689,1043282,1059468,1157592,Upgrade
34,Total Common Equity,148974266,140095148,135048699,129682875,125010600,121167555,117254825,112186390,107576861,105378347,102033108,97571887,92954739,94970929,92579235,91234484,84839145,82753369,80455341,78259561,Upgrade
35,Minority Interest,969872,890808,924155,899613,861220,837568,805548,758783,739447,730309,748973,724536,694772,630303,610321,602621,600079,569094,564100,551673,Upgrade
36,Shareholders' Equity,149944138,140985956,135972854,130582488,125871820,122005123,118060373,112945173,108316308,106108656,102782081,98296423,93649511,95601232,93189556,91837105,85439224,83322463,81019441,78811234,Upgrade
37,Total Liabilities & Equity,2385383532,2229791111,2161436302,2077615056,2032613606,1888338295,1860104522,1823962183,1808810868,1750789603,1691061895,1663730167,1531587398,1447809011,1473022358,1343984509,1341509978,1261204481,1239556783,1222651543,Upgrade
38,Total Debt,186384058,253642881,156039413,144985649,163365314,132718614,161844296,169954107,164996564,181739274,190784100,180782929,173693031,183059373,125917898,112341366,94560270,69428396,58158125,65313335,Upgrade
39,Net Cash (Debt),198091484,127353888,190082644,180887710,108112188,110550298,61603829,33723208,72989962,47522839,-4149399,-16387895,-28632909,-73234991,27682404,31049702,13737025,64647634,78323512,64714612,Upgrade
40,Net Cash Growth,83.23%,15.20%,208.56%,436.39%,48.12%,132.63%,-,-,-,-,-,-,-,-,-64.66%,-52.02%,-68.24%,1.34%,1.57%,-0.76%,Upgrade
41,Net Cash Per Share,36888.60,23715.84,35397.19,33684.91,20132.65,20586.58,11471.81,6279.91,13592.13,8849.66,-772.70,-3051.74,-5332.00,-13637.76,5154.96,5782.01,2558.08,12038.55,14585.25,12051.03,Upgrade
42,Filing Date Shares Outstanding,5370,5370,5370,5370,5370,5370,5370,5370,5370,5370,5370,5370,5370,5370,5370,5370,5370,5370,5370,5370,Upgrade
43,Total Common Shares Outstanding,5370,5370,5370,5370,5370,5370,5370,5370,5370,5370,5370,5370,5370,5370,5370,5370,5370,5370,5370,5370,Upgrade
44,Book Value Per Share,27741.99,26088.52,25148.77,24149.55,23279.48,22563.72,21835.09,20891.25,20032.87,19623.46,19000.52,18169.75,17309.95,17685.40,17239.92,16989.50,15798.58,15410.17,14982.23,14573.34,Upgrade
45,Tangible Book Value,145121325,136253240,131155218,125723454,121018328,117192795,113229733,108095687,103421357,101218092,97823182,93333503,88651409,90705674,88254721,86888791,80437383,78369052,75996084,73743094,Upgrade
46,Tangible Book Value Per Share,27024.50,25373.08,24423.73,23412.22,22536.04,21823.54,21085.54,20129.48,19259.03,18848.74,18216.55,17380.48,16508.59,16891.13,16434.62,16180.26,14978.89,14593.73,14151.84,13732.29,Upgrade
