,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Revenue,4191,3729,3283,3538,4087,4326,4342,5265,3260,5377
1,Revenue Growth (YoY),27.65%,5.38%,-19.68%,-18.21%,-5.87%,-17.84%,33.19%,-2.07%,9.74%,95.14%
2,Cost of Revenue,2108,1962,1678,1655,1941,2015,2054,2763,1529,3306
3,Gross Profit,2083,1767,1605,1884,2146,2311,2288,2503,1731,2071
4,"Selling, General & Admin",1704,1524,1357,1573,1668,2041,1983,1751,1621,1634
5,Other Operating Expenses,-46.97,-50.15,-74.02,-214.16,0.29,-140.69,-59.14,76.23,-42.57,-64.59
6,Operating Expenses,1657,1433,1283,1473,1668,1970,1924,1827,1578,1570
7,Operating Income,426.53,333.54,322.13,410.88,478,341.61,363.91,675.51,152.96,501.37
8,Interest Expense,-4.62,-8.11,-11.55,-13.97,-34.1,-30.94,-32.38,-33.81,-33.87,-75.03
9,Interest & Investment Income,90.58,86.18,80.14,92.04,68.86,64.74,60.62,54.27,62.05,71.95
10,Earnings From Equity Investments,150.65,87.52,117.46,78.14,120.83,83.25,115.94,-77.09,81.83,76.03
11,Currency Exchange Gain (Loss),2.53,-1.97,8.73,-8.41,2.49,-3.26,-2.18,-1.11,-,-4.13
12,Other Non Operating Income (Expenses),-,-,-,-,-,-,-,4.21,-4.21,-
13,EBT Excluding Unusual Items,665.66,497.17,516.9,558.68,636.08,455.39,505.9,621.98,258.75,570.19
14,Impairment of Goodwill,-,-,-,-,-,-,-,-,-4016,-
15,Gain (Loss) on Sale of Investments,-40.58,-6.1,-54.07,-122.72,-390.89,-891.17,1132,191.99,-456.88,-67.31
16,Gain (Loss) on Sale of Assets,-,-12.31,12.71,-1.55,-16.93,1104,130.37,0.11,-10.04,4.15
17,Asset Writedown,-22.59,-44.26,-,-,-,-,-25.78,-,-537.09,-
18,Legal Settlements,-,6.76,-,14.42,-,44.86,6.25,4.33,8.54,77.14
19,Other Unusual Items,0.5,34.54,-49.95,-15.44,112.17,224.9,-383.23,-1845,1241,78.89
20,Pretax Income,603,475.81,425.59,433.38,340.44,937.69,1365,-1027,-3512,663.06
21,Income Tax Expense,99.06,48.24,49.61,58.03,108.16,175.71,284.43,162.77,-201.29,-55.86
22,Earnings From Continuing Operations,503.93,427.57,375.98,375.35,232.28,761.98,1081,-1190,-3311,718.91
23,Minority Interest in Earnings,0.37,0.63,0.7,4.29,-3.73,1.89,1.79,1.68,14.65,-15.68
24,Net Income,504.3,428.2,376.68,379.64,228.55,763.87,1083,-1188,-3296,703.23
25,Net Income to Common,504.3,428.2,376.68,379.64,228.55,763.87,1083,-1188,-3296,703.23
26,Net Income Growth,33.88%,12.79%,64.82%,-50.30%,-78.89%,-,-,-,-,73.71%
27,Shares Outstanding (Basic),1014,1012,1007,1010,1011,1009,1006,1002,998,996
28,Shares Outstanding (Diluted),1021,1021,1015,1025,1014,1019,1015,1002,998,1006
29,Shares Change (YoY),0.55%,-0.35%,0.07%,0.58%,-0.06%,1.71%,1.68%,-0.40%,-1.17%,8.38%
30,EPS (Basic),0.50,0.42,0.37,0.38,0.23,0.76,1.08,-1.19,-3.30,0.71
31,EPS (Diluted),0.49,0.42,0.37,0.37,0.22,0.75,1.07,-1.19,-3.31,0.70
32,EPS Growth,32.43%,14.20%,65.73%,-50.95%,-79.07%,-,-,-,-,60.34%
33,Free Cash Flow,1609,492.04,601.56,804.45,675.02,673.88,419.52,670.67,415.86,775.04
34,Free Cash Flow Per Share,1.58,0.48,0.59,0.78,0.67,0.66,0.41,0.67,0.42,0.77
35,Operating Margin,10.18%,8.95%,9.81%,11.61%,11.70%,7.90%,8.38%,12.83%,4.69%,9.32%
36,Profit Margin,12.03%,11.48%,11.47%,10.73%,5.59%,17.66%,24.94%,-22.56%,-101.09%,13.08%
37,Free Cash Flow Margin,38.38%,13.20%,18.32%,22.73%,16.52%,15.58%,9.66%,12.74%,12.76%,14.41%
38,EBITDA,520.23,436.33,427.98,557.72,607.63,481.31,634.02,798.46,266.05,602.45
39,D&A For EBITDA,93.7,102.79,105.86,146.84,129.63,139.71,270.11,122.95,113.09,101.08
40,EBIT,426.53,333.54,322.13,410.88,478,341.61,363.91,675.51,152.96,501.37
41,Advertising Expenses,866.25,-,558.28,-,850.58,-,1092,-,1028,-
