,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Market Capitalization,26902,25778,29730,33552,30762,38773,50079,87974,61810,53024,32901
1,Market Cap Growth,-23.17%,-23.17%,-3.36%,-13.47%,-38.57%,-55.93%,-18.98%,65.91%,87.87%,40.98%,-11.36%
2,Enterprise Value,19587,19117,22360,25753,23368,31707,43349,82130,56999,47497,27532
3,Last Close Price,26.55,25.15,29.05,32.95,30.30,37.90,49.00,86.35,60.85,52.20,32.50
4,PE Ratio,27.16,25.73,33.53,41.05,44.74,33.35,22.09,-694.98,-,-,26.84
5,Forward PE,18.16,16.63,16.39,19.08,17.50,22.44,24.72,49.56,44.73,33.62,26.10
6,PS Ratio,3.16,3.03,3.85,4.55,3.57,3.93,4.71,7.61,6.10,5.60,3.52
7,PB Ratio,1.32,1.25,1.42,1.67,1.52,1.88,2.37,4.47,3.45,2.94,1.52
8,P/TBV Ratio,2.02,2.02,2.31,2.78,2.58,3.25,4.19,8.22,7.02,5.51,4.07
9,P/FCF Ratio,11.92,11.42,24.68,22.08,18.39,24.54,37.31,67.10,47.90,40.58,38.34
10,P/OCF Ratio,11.26,11.26,23.85,20.90,17.26,23.72,36.48,73.20,46.88,36.46,37.59
11,PEG Ratio,0.53,0.53,0.53,0.53,0.53,0.53,0.81,1.82,1.79,2.02,1.13
12,EV/Sales Ratio,2.30,2.25,2.89,3.49,2.71,3.22,4.07,7.11,5.63,5.01,2.95
13,EV/EBITDA Ratio,14.30,18.60,23.48,24.18,17.74,24.86,31.66,47.67,45.09,49.85,26.47
14,EV/EBIT Ratio,18.26,23.41,30.95,32.51,23.25,33.03,50.06,65.70,57.93,66.16,33.45
15,EV/FCF Ratio,8.68,8.47,18.56,16.95,13.97,20.07,32.30,62.64,44.17,36.35,32.09
16,Debt / Equity Ratio,0.01,0.01,0.01,0.01,0.03,0.05,0.08,0.08,0.09,0.12,0.07
17,Debt / FCF Ratio,0.10,0.10,0.22,0.17,0.42,0.62,1.33,1.21,1.23,1.62,1.82
18,Return on Capital Employed (ROCE),3.89%,3.89%,3.35%,3.82%,4.74%,4.44%,3.76%,5.75%,4.85%,3.77%,3.62%
19,Earnings Yield,3.72%,3.89%,2.98%,2.44%,2.24%,3.00%,4.53%,-0.14%,-8.62%,-5.36%,3.73%
20,FCF Yield,8.39%,8.76%,4.05%,4.53%,5.44%,4.08%,2.68%,1.49%,2.09%,2.46%,2.61%
21,Buyback Yield / Dilution,-0.10%,-0.55%,0.35%,-0.07%,-0.58%,0.06%,-1.71%,-1.68%,0.40%,1.17%,-8.38%
22,Total Shareholder Return,-0.10%,-0.55%,0.35%,-0.07%,-0.58%,0.06%,-1.71%,-1.68%,0.40%,1.17%,-8.38%
