,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Revenue,1430,1501,1403,1534,1671,1720,1347,1116,994.72,1011,Upgrade
1,Revenue Growth (YoY),1.87%,-2.15%,-16.00%,-10.76%,24.03%,54.02%,35.42%,10.44%,4.31%,-8.80%,Upgrade
2,Cost of Revenue,1350,1309,1280,1257,1155,1197,1056,1085,991.84,1019,Upgrade
3,Gross Profit,79.27,192.72,123.48,277.6,515.67,522.44,290.74,31.33,2.89,-7.88,Upgrade
4,"Selling, General & Admin",98.42,73.72,117.43,72.57,122.67,69.5,72.89,51.18,57.01,74.24,Upgrade
5,Other Operating Expenses,-8.49,0.92,-11.21,18.1,-22.63,-2.6,-6.77,-12.24,-3.72,-216.08,Upgrade
6,Operating Expenses,89.93,76.04,106.22,93.85,100.04,244.21,66.12,37.91,53.3,81.52,Upgrade
7,Operating Income,-10.66,116.68,17.26,183.75,415.63,278.23,224.62,-6.59,-50.41,-89.41,Upgrade
8,Interest Expense,-110.39,-129.15,-114.47,-170.49,-77.68,-98.59,-63.85,-86.91,-65.12,-86.63,Upgrade
9,Interest & Investment Income,7.4,6.21,0.34,4.51,0.98,3.4,0.01,0.81,0.02,0.3,Upgrade
10,Currency Exchange Gain (Loss),-,-1.85,-,-2.23,-,1.9,-,0.03,-,-0.07,Upgrade
11,Other Non Operating Income (Expenses),-,-,-,-,-,-,-,-0.06,-,-0,Upgrade
12,EBT Excluding Unusual Items,-113.64,-8.12,-96.87,15.54,338.94,184.94,160.78,-92.71,-115.51,-175.8,Upgrade
13,Impairment of Goodwill,-,-,-,-,-,-,-,-,-,-7.7,Upgrade
14,Gain (Loss) on Sale of Assets,-2.21,-1.72,-0.95,21.13,-25.28,116.17,-1.52,-0.75,-,-,Upgrade
15,Asset Writedown,-,-,-,-,-,-,-,-13.47,-,-187.31,Upgrade
16,Other Unusual Items,-,-,-,5.5,-,-,-,-,-,-,Upgrade
17,Pretax Income,-115.85,-9.83,-97.82,42.17,313.66,301.12,159.26,-106.93,-115.51,-370.81,Upgrade
18,Income Tax Expense,19.23,41.57,5.4,67.56,87.23,75.9,5.26,31.55,-12.19,32.64,Upgrade
19,Earnings From Continuing Operations,-135.07,-51.4,-103.22,-25.39,226.43,225.22,154,-138.48,-103.32,-403.45,Upgrade
20,Minority Interest in Earnings,5.41,1.89,0.39,0.51,0.01,0.01,0.01,0.01,0.01,0.14,Upgrade
21,Net Income,-129.67,-49.51,-102.83,-24.88,226.44,225.23,154.01,-138.47,-103.31,-403.3,Upgrade
22,Net Income to Common,-129.67,-49.51,-102.83,-24.88,226.44,225.23,154.01,-138.47,-103.31,-403.3,Upgrade
23,Net Income Growth,-,-,-,-,47.03%,-,-,-,-,-,Upgrade
24,Shares Outstanding (Basic),6028,6028,6028,5989,5721,5612,5488,5488,5488,4861,Upgrade
25,Shares Outstanding (Diluted),6028,6028,6028,14086,16163,9651,8301,5488,5488,4861,Upgrade
26,Shares Change (YoY),-,-57.20%,-62.71%,45.95%,94.72%,75.85%,51.25%,12.91%,27.69%,13.09%,Upgrade
27,EPS (Basic),-0.02,-0.01,-0.02,-0.00,0.04,0.04,0.03,-0.03,-0.02,-0.08,Upgrade
28,EPS (Diluted),-0.02,-0.01,-0.02,-0.00,0.02,0.03,0.02,-0.03,-0.02,-0.08,Upgrade
29,EPS Growth,-,-,-,-,-18.04%,-,-,-,-,-,Upgrade
30,Free Cash Flow,61.81,86.13,-80.45,-267.38,208.55,-262.72,34.57,-43.74,-9.08,50.22,Upgrade
31,Free Cash Flow Per Share,0.01,0.01,-0.01,-0.02,0.01,-0.03,0.00,-0.01,-0.00,0.01,Upgrade
32,Operating Margin,-0.75%,7.77%,1.23%,11.97%,24.88%,16.18%,16.68%,-0.59%,-5.07%,-8.84%,Upgrade
33,Profit Margin,-9.07%,-3.30%,-7.33%,-1.62%,13.55%,13.10%,11.43%,-12.40%,-10.39%,-39.90%,Upgrade
34,Free Cash Flow Margin,4.32%,5.74%,-5.73%,-17.42%,12.48%,-15.28%,2.57%,-3.92%,-0.91%,4.97%,Upgrade
35,EBITDA,61.23,204.6,90.85,294.63,518.5,367.37,328.11,88.48,60.05,21.28,Upgrade
36,D&A For EBITDA,71.89,87.92,73.59,110.87,102.86,89.14,103.49,95.07,110.46,110.68,Upgrade
37,EBIT,-10.66,116.68,17.26,183.75,415.63,278.23,224.62,-6.59,-50.41,-89.41,Upgrade
