,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Jan '22 Jan 1, 2022","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Operating Revenue,312.27,324.4,258.46,315.58,241.85,247.03,292.02,247.48,238.47,231.96,254.05,171.35,209.79,199.02,203.35,191.22,156.1,153.43,96.23,129.45,Upgrade
1,Other Revenue,-9.81,9.81,-,11.58,-7.63,7.63,-,14.25,-4.33,4.33,-,11.22,-3.75,3.75,-,79.46,-4.04,4.04,-,19,Upgrade
2,Revenue,302.46,334.21,258.46,327.16,234.21,254.66,292.02,261.73,234.15,236.29,254.05,182.57,206.05,202.77,203.35,270.68,152.06,157.46,96.23,148.45,Upgrade
3,Revenue Growth (YoY),29.14%,31.24%,-11.49%,25.00%,0.03%,7.78%,14.94%,43.36%,13.64%,16.53%,24.93%,-32.55%,35.50%,28.77%,111.31%,82.34%,2.40%,20.27%,-44.44%,-46.34%,Upgrade
4,Cost of Revenue,248.55,262.24,211.42,261.17,190.49,200.13,252.97,222.94,192.5,194.67,216.27,186.31,141.63,156.91,159.09,236.34,107.76,131.55,90.3,138.08,Upgrade
5,Gross Profit,53.91,71.97,47.04,65.99,43.72,54.54,39.05,38.79,41.65,41.62,37.78,-3.73,64.42,45.86,44.26,34.34,44.31,25.91,5.93,10.37,Upgrade
6,"Selling, General & Admin",21.66,16.73,16.69,26.98,22.19,17.71,13.1,7.77,34.3,11.61,21.46,16.21,28.23,4.73,29.7,12.54,32.23,15.61,13.62,2.95,Upgrade
7,Research & Development,7.42,14.9,5.38,12.35,11.04,12.48,2.79,14.55,6.15,19.13,2.31,7.54,11.72,11.38,2.4,10.8,3.4,4.28,0.3,5.45,Upgrade
8,Other Operating Expenses,-7.91,7.12,-3.82,4.64,0.85,-0.45,1.32,3.13,-3.94,1.54,0.65,3.94,0.17,-0.3,2.59,20.14,-0.74,-8.42,-1.31,11.01,Upgrade
9,Operating Expenses,20.52,40.01,18.26,42.11,32.49,29.64,17.2,25.49,36.15,32.04,24.06,26.39,40,15.6,36.33,37.04,35.88,12.23,12.3,19.13,Upgrade
10,Operating Income,33.39,31.96,28.78,23.88,11.24,24.9,21.85,13.3,5.5,9.58,13.72,-30.12,24.42,30.26,7.93,-2.7,8.43,13.68,-6.37,-8.77,Upgrade
11,Interest Expense,-,-,-,-0.1,-0.67,-0.59,-0.7,-0.69,-0.69,-0.68,-0.68,-0.4,-0.32,-0.57,-0.78,-,-0.44,-1.69,-2.38,-0.91,Upgrade
12,Interest & Investment Income,0.73,0.69,0.69,14.14,0.42,0.38,0.42,9.3,22.34,48.96,0.28,8.41,5.26,34.04,0.14,0.22,0.45,0.46,0.21,0.14,Upgrade
13,Earnings From Equity Investments,15.08,21.87,21.94,-,13.29,27.44,22.75,-,-,-14.16,14.16,-,-,-9.6,9.6,24.17,9.92,5.53,4.3,15.88,Upgrade
14,Currency Exchange Gain (Loss),1.88,-1.88,-,5.86,-3.86,3.86,-,18.7,-5.28,5.28,-,-5.4,4.19,-4.19,-,-10.11,-1.74,1.74,-,1.8,Upgrade
15,Other Non Operating Income (Expenses),-1.07,1.32,-2.03,-6.76,5.64,3.66,-3.97,-15.37,14.56,2.11,-2.63,3.96,-4.1,1.15,-1.74,1.88,-3.65,1.07,-0.32,-3.25,Upgrade
16,EBT Excluding Unusual Items,50.01,53.96,49.38,37.02,26.06,59.66,40.35,25.24,36.44,51.09,24.85,-23.54,29.45,51.09,15.15,13.46,12.97,20.8,-4.56,4.89,Upgrade
17,Gain (Loss) on Sale of Investments,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-7.23,-,-,-,-,Upgrade
18,Gain (Loss) on Sale of Assets,-0.02,0,-,-,0,-,18.62,-,-,0.09,25.17,0,-,0.04,-,-,-,-,-,-,Upgrade
19,Asset Writedown,4.19,-0.8,0.45,-4.3,2.73,-,-,-1.59,-0.62,-0.41,0.41,-3.03,-2.01,-0.7,0.7,-3.57,-6.28,0.74,-0.74,0.08,Upgrade
20,Other Unusual Items,-10.18,10.16,0.03,11.66,-,-,-,13.57,-2.3,1.21,-,14.62,-,-,-,23.82,-,-,-,19.69,Upgrade
21,Pretax Income,44,63.31,49.85,44.38,28.79,59.66,58.97,37.22,33.52,51.97,50.43,-11.94,27.45,50.43,15.85,26.48,6.69,21.54,-5.3,24.66,Upgrade
22,Income Tax Expense,-0,0.49,0.06,1.01,0.16,0.07,0.12,-0.1,0.18,0.55,-,0.14,0.06,0.06,0.03,0.08,-0.07,0.07,-,0.15,Upgrade
23,Earnings From Continuing Operations,44,62.82,49.79,43.37,28.63,59.59,58.85,37.32,33.34,51.43,50.43,-12.09,27.39,50.36,15.82,26.4,6.76,21.47,-5.3,24.52,Upgrade
24,Minority Interest in Earnings,-0.05,-0.41,-0.07,-2.69,-0.27,-0.16,-0.18,-0.63,-0.14,-0.42,-0.16,-0.08,-0.08,-0.33,-0.19,0.09,-0.08,-0.08,0.04,0.01,Upgrade
25,Net Income,43.95,62.41,49.73,40.68,28.35,59.43,58.66,36.69,33.2,51.01,50.27,-12.17,27.31,50.04,15.63,26.5,6.68,21.39,-5.26,24.53,Upgrade
26,Net Income to Common,43.95,62.41,49.73,40.68,28.35,59.43,58.66,36.69,33.2,51.01,50.27,-12.17,27.31,50.04,15.63,26.5,6.68,21.39,-5.26,24.53,Upgrade
27,Net Income Growth,55.01%,5.02%,-15.23%,10.87%,-14.59%,16.51%,16.70%,-,21.56%,1.94%,221.61%,-,308.89%,133.89%,-,8.03%,-51.29%,-,-,-7.71%,Upgrade
28,Shares Outstanding (Basic),490,505,505,493,438,451,441,441,440,441,441,440,441,441,440,441,440,440,442,439,Upgrade
29,Shares Outstanding (Diluted),490,510,505,504,438,451,441,441,440,441,441,440,441,441,440,441,440,440,442,439,Upgrade
30,Shares Change (YoY),11.97%,13.20%,14.66%,14.27%,-0.62%,2.27%,-0.05%,0.24%,-0.16%,-0.07%,0.15%,-0.32%,0.35%,0.21%,-0.30%,0.51%,-0.29%,-0.84%,-0.09%,0.07%,Upgrade
31,EPS (Basic),0.09,0.12,0.10,0.08,0.06,0.13,0.13,0.08,0.08,0.12,0.11,-0.03,0.06,0.11,0.04,0.06,0.02,0.05,-0.01,0.06,Upgrade
32,EPS (Diluted),0.09,0.12,0.10,0.08,0.06,0.13,0.13,0.08,0.08,0.12,0.11,-0.03,0.06,0.11,0.04,0.06,0.02,0.05,-0.01,0.06,Upgrade
33,EPS Growth,38.43%,-7.23%,-26.07%,-2.98%,-14.06%,13.93%,16.75%,-,21.75%,2.00%,221.13%,-,307.48%,133.40%,-,7.48%,-51.15%,-,-,-7.77%,Upgrade
34,Free Cash Flow,-20.81,-154.92,-129.42,33.56,-31.63,-44.75,0.95,-59.75,57.13,0.77,7.88,-48.52,14.63,33.6,42.51,30.43,-67.05,7.95,20.15,78.47,Upgrade
35,Free Cash Flow Per Share,-0.04,-0.30,-0.26,0.07,-0.07,-0.10,0.00,-0.14,0.13,0.00,0.02,-0.11,0.03,0.08,0.10,0.07,-0.15,0.02,0.05,0.18,Upgrade
36,Dividend Per Share,0.055,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
37,Gross Margin,17.82%,21.53%,18.20%,20.17%,18.67%,21.41%,13.37%,14.82%,17.79%,17.61%,14.87%,-2.04%,31.26%,22.62%,21.76%,12.69%,29.14%,16.45%,6.16%,6.98%,Upgrade
38,Operating Margin,11.04%,9.56%,11.14%,7.30%,4.80%,9.78%,7.48%,5.08%,2.35%,4.05%,5.40%,-16.50%,11.85%,14.92%,3.90%,-1.00%,5.54%,8.68%,-6.62%,-5.91%,Upgrade
39,Profit Margin,14.53%,18.67%,19.24%,12.43%,12.11%,23.34%,20.09%,14.02%,14.18%,21.59%,19.79%,-6.66%,13.25%,24.68%,7.69%,9.79%,4.39%,13.59%,-5.46%,16.52%,Upgrade
40,Free Cash Flow Margin,-6.88%,-46.35%,-50.08%,10.26%,-13.50%,-17.57%,0.33%,-22.83%,24.40%,0.33%,3.10%,-26.58%,7.10%,16.57%,20.90%,11.24%,-44.09%,5.05%,20.94%,52.86%,Upgrade
41,EBITDA,43.44,42.17,38.83,33.93,24.33,34.67,34.94,26.4,18.17,22.17,26.39,-17.45,38.5,43.63,22.01,11.38,23.18,27.85,8.39,5.99,Upgrade
42,EBITDA Margin,14.36%,12.62%,15.02%,10.37%,10.39%,13.61%,11.97%,10.09%,7.76%,9.38%,10.39%,-9.56%,18.68%,21.52%,10.82%,4.20%,15.24%,17.69%,8.71%,4.03%,Upgrade
43,D&A For EBITDA,10.05,10.21,10.05,10.05,13.09,9.77,13.09,13.09,12.67,12.59,12.67,12.67,14.08,13.37,14.08,14.08,14.75,14.18,14.75,14.75,Upgrade
44,EBIT,33.39,31.96,28.78,23.88,11.24,24.9,21.85,13.3,5.5,9.58,13.72,-30.12,24.42,30.26,7.93,-2.7,8.43,13.68,-6.37,-8.77,Upgrade
45,EBIT Margin,11.04%,9.56%,11.14%,7.30%,4.80%,9.78%,7.48%,5.08%,2.35%,4.05%,5.40%,-16.50%,11.85%,14.92%,3.90%,-1.00%,5.54%,8.68%,-6.62%,-5.91%,Upgrade
46,Effective Tax Rate,-,0.78%,0.11%,2.26%,0.55%,0.12%,0.21%,-,0.54%,1.06%,-,-,0.20%,0.12%,0.21%,0.29%,-,0.32%,-,0.59%,Upgrade
47,Revenue as Reported,302.46,334.21,258.46,327.16,234.21,254.66,292.02,261.73,234.15,236.29,254.05,182.57,206.05,202.77,203.35,270.68,152.06,157.46,96.23,148.45,Upgrade
