,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H1 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","May '19 May 31, 2019"
0,Cash & Equivalents,720.61,1311,2230,2596,3663,4298,7785,4177,-,-
1,Trading Asset Securities,0.9,0.9,0.9,3,6,5.86,13.89,11.03,-,-
2,Cash & Short-Term Investments,721.51,1312,2231,2599,3669,4304,7799,4188,-,-
3,Cash Growth,-67.66%,-49.51%,-39.20%,-39.61%,-52.96%,2.76%,-,-,-,-
4,Accounts Receivable,791.47,41.33,1387,43.25,2111,81.26,1316,75.06,-,-
5,Other Receivables,386.12,5047,581.54,6824,811.9,7435,647.03,4290,-,-
6,Receivables,1178,5088,1969,6867,2923,7516,1963,4365,-,-
7,Inventory,17864,21148,34344,36383,41870,43562,45741,41557,-,-
8,Restricted Cash,941.25,598.8,1003,934.28,722.88,778.62,-,1603,-,-
9,Other Current Assets,3735,732.63,5370,1222,6319,1409,6483,1170,-,-
10,Total Current Assets,24440,28880,44917,48006,55504,57569,61985,52884,-,-
11,"Property, Plant & Equipment",181.39,192.97,199.58,220.01,251.12,244.52,264.98,273.67,-,-
12,Long-Term Investments,553.03,501.72,499.72,537.45,796.6,845.59,1390,1139,-,-
13,Other Intangible Assets,17.47,19.03,19.29,20.79,21.86,23.21,20.76,18.27,-,-
14,Long-Term Deferred Tax Assets,533.15,779.51,1096,1139,1224,1192,1234,983.63,-,-
15,Other Long-Term Assets,3418,3674,3982,4101,4470,4561,4594,4775,-,-
16,Total Assets,29143,34047,50713,54024,62267,64435,69488,60073,-,-
17,Accounts Payable,5864,5514,7439,6818,6510,8206,7107,6800,-,-
18,Accrued Expenses,9.24,1782,-,1272,-,989.04,-,954.78,-,-
19,Short-Term Debt,864.81,860.1,877.48,845.82,823.69,950.99,954.06,91.2,-,-
20,Current Portion of Long-Term Debt,2560,4084,2585,3821,2798,3232,3876,3999,-,-
21,Current Portion of Leases,3.92,3.49,6.02,6.1,6.12,2.7,4.87,6.22,-,-
22,Current Income Taxes Payable,1666,1018,1426,814.64,1627,899.01,1431,658.92,-,-
23,Current Unearned Revenue,9720,11946,24374,25999,27551,25618,29906,21675,-,-
24,Other Current Liabilities,4355,3601,4654,3914,4529,5070,5750,5677,-,-
25,Total Current Liabilities,25043,28809,41363,43491,43845,44969,49029,39863,-,-
26,Long-Term Debt,2051,2141,4563,4392,6654,7785,9794,10167,-,-
27,Long-Term Leases,5.18,8.54,9.09,12.03,15.12,3.52,3.68,4.82,-,-
28,Long-Term Deferred Tax Liabilities,316.24,452.69,599.46,687.91,860.21,845.17,860.03,767.86,-,-
29,Total Liabilities,27416,31412,46534,48582,51374,53603,59686,50803,-,-
30,Common Stock,8.67,8.67,8.67,8.67,8.67,8.67,8.67,8.45,-,-
31,Additional Paid-In Capital,1279,1279,1279,1279,1279,1279,-,1154,-,-
32,Retained Earnings,-4388,-2474,-1387,-1137,3017,3013,-,2525,-,-
33,Comprehensive Income & Other,4594,3455,3593,3593,3593,3580,7441,3563,-,-
34,Total Common Equity,1494,2269,3494,3744,7898,7881,7449,7250,-,-
35,Minority Interest,232.8,365.79,684.59,1697,2995,2951,2353,2020,-,-
36,Shareholders' Equity,1727,2635,4179,5442,10893,10832,9802,9270,-,-
37,Total Liabilities & Equity,29143,34047,50713,54024,62267,64435,69488,60073,-,-
38,Total Debt,5485,7098,8041,9077,10297,11975,14632,14268,-,-
39,Net Cash (Debt),-4764,-5785,-5810,-6478,-6628,-7671,-6834,-10080,-,-
40,Net Cash Per Share,-4.64,-5.63,-5.66,-6.31,-6.45,-7.47,-6.66,-12.92,-,-
41,Filing Date Shares Outstanding,1027,1027,1027,1027,1027,1027,1027,1027,750,-
42,Total Common Shares Outstanding,1027,1027,1027,1027,1027,1027,1027,1000,750,-
43,Working Capital,-603.63,70.4,3554,4515,11659,12600,12956,13021,-,-
44,Book Value Per Share,1.45,2.21,3.40,3.65,7.69,7.67,7.25,7.25,-,-
45,Tangible Book Value,1477,2250,3475,3724,7876,7858,7429,7232,-,-
46,Tangible Book Value Per Share,1.44,2.19,3.38,3.63,7.67,7.65,7.23,7.23,-,-
47,Buildings,-,55.31,-,55.95,-,63.99,-,63.99,-,-
48,Machinery,-,112.76,-,110.63,-,110.09,-,105.32,-,-
49,Leasehold Improvements,-,121.07,-,110.1,-,93.53,-,86.98,-,-
