,Fiscal Quarter,Current,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,+2 Quarters
,Period Ending,"Dec '24 Dec 30, 2024","Dec '24 Dec 31, 2024","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020",+2 Quarters
0,Market Capitalization,42639,42965,38181,38309,44863,44524,44730,47227,46258,47052,47217,Upgrade
1,Market Cap Growth,12.15%,12.15%,-14.89%,-13.96%,0.30%,-5.72%,-3.30%,0.37%,-2.03%,-0.78%,-3.77%,Upgrade
2,Enterprise Value,117998,114536,113134,103110,119391,106884,100823,99177,118111,99422,92581,Upgrade
3,Last Close Price,19.65,19.65,17.45,17.51,20.50,20.35,20.44,21.58,21.13,21.50,21.57,Upgrade
4,PE Ratio,20.00,20.63,15.22,11.31,13.65,20.13,14.16,6.82,8.72,459.12,-,Upgrade
5,PS Ratio,5.37,5.74,4.22,3.46,3.59,3.80,2.79,1.49,1.85,7.24,7.58,Upgrade
6,PB Ratio,0.43,0.26,0.23,0.23,0.27,0.28,0.28,0.30,0.30,0.32,0.33,Upgrade
7,P/FCF Ratio,-,-,-,-44.58,-,10.89,6.92,7.60,20.91,77.78,8.02,Upgrade
8,P/OCF Ratio,-,-,-,-44.58,-,10.89,6.92,7.60,20.91,77.78,8.02,Upgrade
9,EV/Sales Ratio,15.20,15.29,12.51,9.31,9.57,9.12,6.29,3.12,4.73,15.30,14.86,Upgrade
10,EV/EBITDA Ratio,53.51,59.26,42.45,24.98,24.14,20.63,13.01,6.10,9.08,39.15,32.82,Upgrade
11,EV/EBIT Ratio,55.87,62.26,44.00,25.77,24.77,21.01,13.18,6.14,9.16,40.90,34.17,Upgrade
12,EV/FCF Ratio,-,-,-,-119.99,-,26.14,15.61,15.97,53.38,164.34,15.72,Upgrade
13,Debt / Equity Ratio,0.04,0.04,0.04,0.03,0.04,0.04,0.04,0.04,0.06,0.06,0.06,Upgrade
14,Debt / FCF Ratio,-,-,-,-6.03,-,1.65,1.06,1.08,4.21,15.51,1.56,Upgrade
15,Earnings Yield,4.89%,4.85%,6.57%,8.84%,7.33%,4.97%,7.06%,14.67%,11.47%,0.22%,1.91%,Upgrade
16,FCF Yield,-,3.02%,-2.24%,-1.28%,9.18%,14.44%,13.15%,4.78%,1.29%,12.48%,Upgrade,
17,Dividend Yield,2.95%,2.95%,3.32%,3.31%,2.83%,2.80%,2.79%,2.59%,2.60%,2.56%,2.55%,Upgrade
18,Buyback Yield / Dilution,-3.06%,-3.10%,-3.01%,-2.66%,-2.58%,-3.50%,-3.61%,-2.46%,-2.26%,-2.18%,-2.20%,Upgrade
19,Total Shareholder Return,-0.11%,-0.15%,0.31%,0.65%,0.25%,-0.70%,-0.82%,0.14%,0.34%,0.38%,0.35%,Upgrade
