,Fiscal Quarter,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,+2 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020",+2 Quarters
0,Other Revenue,3853,3477,5422,5545,6851,4792,11156,20524,4369,2047,Upgrade
1,Total Revenue,3923,3568,5475,5599,6883,4838,11197,20575,4406,2091,Upgrade
2,Revenue Growth (YoY,-28.34%,-36.26%,-20.47%,15.72%,-38.52%,-76.49%,154.12%,883.94%,6.46%,-44.67%,Upgrade
3,Property Expenses,2226,2352,3028,2901,3623,1956,5375,9130,1911,1157,Upgrade
4,"Selling, General & Administrative",465,398.77,486.23,414.65,495.35,385.29,496.3,421.34,409.85,383.3,Upgrade
5,Other Operating Expenses,109,100.85,106.15,135.81,92.19,82.59,91.41,104.62,109.48,95.68,Upgrade
6,Total Operating Expenses,2800,2852,3620,3452,4210,2424,5963,9656,2430,1636,Upgrade
7,Operating Income,1123,716.66,1854,2147,2673,2414,5234,10919,1976,455.05,Upgrade
8,Interest Expense,-33,-24.18,-25.82,-19.56,-27.44,-19.93,-23.03,-29.15,-29.34,1.98,Upgrade
9,Interest & Investment Income,1199,1186,1189,803.25,616.75,186.64,155.06,242.1,330.79,488.8,Upgrade
10,Other Non-Operating Income,20,-387,88,14.32,7.68,49.76,70.48,-262.34,395.81,155.23,Upgrade
11,EBT Excluding Unusual Items,2309,1491,3106,2945,3270,2631,5436,10870,2673,1101,Upgrade
12,Gain (Loss) on Sale of Investments,-7,563.31,-160.31,716.91,-337.91,-43.13,-37,298.25,-300.08,139.81,Upgrade
13,Gain (Loss) on Sale of Assets,-,-0.28,0.28,-0.16,0.16,2.96,1.05,8.94,8.33,59.3,Upgrade
14,Asset Writedown,-260,-210.98,17.98,193.32,-14.32,-595.41,-87.76,-19.38,-534.85,-2190,Upgrade
15,Pretax Income,2042,1843,2964,3855,2918,1995,5313,11158,1847,-889.99,Upgrade
16,Income Tax Expense,215,189.94,330.06,408.76,454.24,416.26,934.69,1956,575.45,219.03,Upgrade
17,Earnings From Continuing Operations,1827,1653,2634,3446,2464,1579,4378,9202,1271,-1109,Upgrade
18,Minority Interest in Earnings,-784,-613.8,-1165,-1528,-1095,-736.39,-2061,-4589,-578.5,518.91,Upgrade
19,Net Income,1043,1040,1468,1918,1369,842.4,2317,4612,692.59,-590.11,Upgrade
20,Net Income to Common,1043,1040,1468,1918,1369,842.4,2317,4612,692.59,-590.11,Upgrade
21,Net Income Growth,-28.97%,-45.80%,7.27%,127.70%,-40.92%,-81.74%,234.52%,-,-53.58%,-,Upgrade
22,Basic Shares Outstanding,2129,2111,2065,2050,2011,1998,1943,1928,1897,1886,Upgrade
23,Diluted Shares Outstanding,2129,2111,2065,2050,2011,1998,1943,1928,1897,1886,Upgrade
24,Shares Change (YoY),3.10%,3.01%,2.66%,2.58%,3.50%,3.61%,2.46%,2.26%,2.18%,2.20%,Upgrade
25,EPS (Basic),0.49,0.49,0.71,0.94,0.68,0.42,1.19,2.39,0.37,-0.31,Upgrade
26,EPS (Diluted),0.49,0.49,0.71,0.94,0.68,0.42,1.19,2.39,0.37,-0.31,Upgrade
27,EPS Growth,-31.11%,-47.39%,4.49%,121.98%,-42.91%,-82.37%,226.50%,-,-54.57%,-,Upgrade
28,Dividend Per Share,0.150,0.430,0.150,0.430,0.150,0.420,0.150,0.410,0.140,0.410,Upgrade
29,Dividend Growth,0%,0%,0%,2.38%,0%,2.44%,7.14%,0%,0%,0%,Upgrade
30,Operating Margin,28.63%,20.08%,33.87%,38.35%,38.83%,49.90%,46.75%,53.07%,44.84%,21.76%,Upgrade
31,Profit Margin,26.59%,29.13%,26.82%,34.26%,19.89%,17.41%,20.69%,22.42%,15.72%,-28.22%,Upgrade
32,Free Cash Flow Margin,-,-11.14%,28.31%,-43.03%,26.67%,46.56%,37.58%,9.73%,4.77%,18.89%,Upgrade
33,EBITDA,1170,762.76,1902,2226,2719,2463,5288,10973,2032,507.06,Upgrade
34,D&A For Ebitda,47,46.11,47.89,78.8,46.2,48.83,54.5,53.55,56.31,52.01,Upgrade
35,EBIT,1123,716.66,1854,2147,2673,2414,5234,10919,1976,455.05,Upgrade
