,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,20503,15397,13176,11480,9870,12954,12261,11438,10711,6418,11506,Upgrade
1,Market Cap Growth,34.13%,34.13%,33.50%,-11.38%,-19.50%,13.26%,14.47%,78.22%,-6.91%,-53.31%,-12.13%,Upgrade
2,Enterprise Value,141662,142052,140016,133859,130434,131871,132320,135847,104598,101256,113479,Upgrade
3,Last Close Price,4.82,3.53,2.92,2.46,2.03,2.56,2.34,2.10,1.90,1.10,1.89,Upgrade
4,PE Ratio,6.04,4.55,3.37,2.96,3.23,4.19,4.72,5.22,6.85,8.23,-,Upgrade
5,Forward PE,3.95,3.10,2.84,2.67,2.56,3.31,3.77,4.24,3.94,3.16,3.69,Upgrade
6,PS Ratio,0.26,0.20,0.16,0.14,0.12,0.17,0.17,0.19,0.19,0.24,-,Upgrade
7,PB Ratio,0.72,0.18,0.15,0.13,0.12,0.16,0.15,0.14,0.13,0.09,0.17,Upgrade
8,P/FCF Ratio,1.74,1.31,1.15,1.25,1.13,1.86,1.80,1.97,2.09,3.41,-,Upgrade
9,P/OCF Ratio,1.05,1.05,0.97,0.97,0.89,1.45,1.26,1.22,1.33,2.20,-,Upgrade
10,EV/Sales Ratio,1.80,1.80,1.71,1.60,1.62,1.69,1.86,2.21,1.89,3.80,-,Upgrade
11,EV/EBITDA Ratio,6.12,7.20,7.30,7.47,7.74,8.48,9.47,10.22,8.67,17.74,-,Upgrade
12,EV/EBIT Ratio,7.15,8.46,8.76,9.11,9.57,10.69,12.37,14.32,12.80,27.35,-,Upgrade
13,EV/FCF Ratio,12.02,12.05,12.22,14.56,14.90,18.94,19.45,23.37,20.42,53.74,-,Upgrade
14,Debt / Equity Ratio,1.04,1.04,1.01,1.04,1.08,1.06,1.05,1.05,1.01,1.04,1.03,Upgrade
15,Debt / FCF Ratio,7.70,7.70,7.98,9.93,9.99,12.41,12.81,14.63,16.21,38.34,-,Upgrade
16,Return on Capital Employed (ROCE),9.78%,9.78%,8.99%,8.43%,8.17%,7.33%,6.25%,5.75%,4.76%,2.75%,-,Upgrade
17,Earnings Yield,16.51%,21.98%,29.72%,33.82%,30.94%,23.87%,21.20%,19.15%,14.59%,12.15%,-,Upgrade
18,FCF Yield,57.50%,76.57%,86.99%,80.10%,88.72%,53.74%,55.49%,50.81%,47.82%,29.36%,-,Upgrade
19,Dividend Yield,4.76%,6.96%,7.90%,8.98%,10.81%,8.07%,8.10%,7.82%,7.59%,6.33%,-,Upgrade
20,Buyback Yield / Dilution,0.04%,-0.06%,0.13%,0.65%,1.29%,1.56%,0.95%,0.11%,-,-0.11%,-,Upgrade
21,Total Shareholder Return,4.79%,6.89%,8.03%,9.63%,12.10%,9.64%,9.05%,7.93%,7.59%,6.22%,-,Upgrade
