,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Cash & Equivalents,3026,2350,2700,2088,2574,2252,2479,1354,2765,599,Upgrade
1,Short-Term Investments,639.4,1024,306.2,596.3,232.9,1162,266.9,1027,403.1,2257,Upgrade
2,Cash & Short-Term Investments,3665,3374,3006,2685,2807,3414,2746,2381,3168,2856,Upgrade
3,Cash Growth,21.93%,25.68%,7.10%,-21.37%,2.23%,43.39%,-13.34%,-16.64%,70.59%,48.73%,Upgrade
4,Accounts Receivable,803.2,1208,866.1,1190,781.8,1328,699.3,1074,765.8,1071,Upgrade
5,Other Receivables,544.8,-,564.6,-,582.8,-,597.2,-,376.2,-,Upgrade
6,Receivables,1348,1208,1431,1190,1365,1328,1297,1074,1142,1071,Upgrade
7,Inventory,1127,1088,1267,1137,1257,950.1,930.6,835.6,839.3,799,Upgrade
8,Restricted Cash,112.2,315.4,93.7,108.5,104.7,53.6,33.6,50.2,102.4,106,Upgrade
9,Other Current Assets,79.4,72.6,48.9,65,53.6,61.4,49.8,1638,167.6,190.6,Upgrade
10,Total Current Assets,6332,6058,5846,5185,5587,5807,5056,5979,5420,5023,Upgrade
11,"Property, Plant & Equipment",3523,3751,3862,3779,3768,3976,4008,4060,4890,4961,Upgrade
12,Long-Term Investments,5642,5828,6022,5843,5357,5627,5720,5740,5225,5174,Upgrade
13,Goodwill,3725,3968,4067,3893,4121,4299,4251,4366,665.1,693.2,Upgrade
14,Other Intangible Assets,6814,6839,6405,6034,5922,6041,6122,5927,5467,5005,Upgrade
15,Long-Term Accounts Receivable,114,118.7,111.2,89.2,57.8,55.5,149.4,63.9,38.2,37.4,Upgrade
16,Long-Term Deferred Tax Assets,85.1,112.7,93.1,96.2,83.3,87,88.3,110.1,138.2,156.4,Upgrade
17,Long-Term Deferred Charges,-,5.3,-,27.1,-,22.1,-,64.1,-,54.8,Upgrade
18,Other Long-Term Assets,765.6,676.8,680.8,545.7,754.8,652,665,632.7,706.5,778.5,Upgrade
19,Total Assets,27001,27358,27088,25492,25650,26567,26060,26944,22549,21883,Upgrade
20,Accounts Payable,559.2,578.4,620.6,585.2,638.2,563.7,487.3,420.6,390.2,460.4,Upgrade
21,Accrued Expenses,-,802.1,-,723.3,-,691.7,-,696.8,-,638.2,Upgrade
22,Short-Term Debt,2473,1131,2244,969.7,1747,952.1,1809,1142,2879,1593,Upgrade
23,Current Portion of Long-Term Debt,8.8,1073,-,854.6,-,693.6,125.6,517.9,-,670,Upgrade
24,Current Portion of Leases,12.4,13.5,-,-,-,-,20.8,-,-,-,Upgrade
25,Current Income Taxes Payable,115.2,169.3,166.2,134.5,102.2,147.9,119,180.6,92.8,97.3,Upgrade
26,Other Current Liabilities,1853,825.1,1813,841.3,1723,1576,2261,1873,1844,1039,Upgrade
27,Total Current Liabilities,5022,4593,4843,4109,4210,4625,4823,4831,5206,4497,Upgrade
28,Long-Term Debt,9096,9457,9381,9398,9264,9483,8954,8974,6441,6668,Upgrade
29,Long-Term Leases,38.6,33.4,27.2,-,-,52.3,43.3,74.9,-,59.1,Upgrade
30,Long-Term Deferred Tax Liabilities,494.2,521.7,435.5,402.7,374.1,376.8,378,399.1,423.4,423.9,Upgrade
31,Other Long-Term Liabilities,826.2,845.2,818.4,1217,1367,1417,929.3,2036,1551,1476,Upgrade
32,Total Liabilities,15799,15791,15879,15126,15215,15954,15623,16315,13621,13125,Upgrade
