,Fiscal Quarter,Current,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020
,Period Ending,"Mar '25 Mar 13, 2025","Oct '24 Oct 31, 2024","Apr '24 Apr 30, 2024","Oct '23 Oct 31, 2023","Apr '23 Apr 30, 2023","Oct '22 Oct 31, 2022","Apr '22 Apr 30, 2022","Oct '21 Oct 31, 2021","Apr '21 Apr 30, 2021","Oct '20 Oct 31, 2020","Apr '20 Apr 30, 2020"
0,Market Capitalization,43,29,31,28,49,90,147,185,182,170,135
1,Market Cap Growth,3.57%,3.57%,-36.73%,-68.89%,-66.67%,-51.35%,-19.23%,8.82%,34.81%,-27.04%,-25.00%
2,Enterprise Value,42,22,30,28,69,143,153,182,199,210,299
3,Last Close Price,0.04,0.03,0.03,0.03,0.05,0.09,0.15,0.18,0.18,0.17,0.14
4,PE Ratio,-,-4.60,-,-2.84,-,-,-,-,-,1.02,0.82
5,PS Ratio,0.21,0.14,0.14,0.14,0.28,0.46,0.60,0.74,0.60,0.60,0.49
6,PB Ratio,1.38,0.92,1.14,0.68,1.28,1.66,1.57,1.23,1.18,1.04,0.94
7,P/TBV Ratio,1.06,1.06,1.66,0.89,1.96,2.23,2.01,1.25,1.25,1.14,1.09
8,P/FCF Ratio,-,-,2.95,1.41,1.17,6.55,-,-,-,3.51,-12.37
9,P/OCF Ratio,54.82,-,2.36,1.32,1.11,4.46,-,-,4.96,2.94,48.35
10,EV/Sales Ratio,0.21,0.11,0.14,0.14,0.39,0.73,0.63,0.73,0.66,0.74,1.08
11,EV/EBITDA Ratio,8.50,16.55,-,6.86,-,-,-,20.99,-,10.37,-
12,EV/EBIT Ratio,-,-3.00,-,-4.48,-,-,-,-,-,-70.14,-
13,EV/FCF Ratio,-21.53,-,2.86,1.39,1.64,10.41,-,-,-,4.33,-27.43
14,Debt / Equity Ratio,0.04,0.04,0.10,0.10,0.13,0.39,0.60,0.13,0.10,0.17,0.33
15,Debt / FCF Ratio,-,-,0.27,0.21,0.12,1.55,-,-,-,0.56,-4.38
16,Return on Capital Employed (ROCE),-,-22.99%,-,-14.08%,-,-,-,-,-,-1.61%,-
17,Earnings Yield,-14.66%,-21.73%,-23.67%,-35.18%,-103.16%,-109.35%,-44.59%,-7.68%,3.63%,97.67%,121.36%
18,FCF Yield,-4.59%,-6.81%,33.86%,70.71%,85.64%,15.27%,-16.49%,-4.06%,13.40%,28.53%,-8.08%
