,Fiscal Quarter,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,+2 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020",+2 Quarters
0,Revenue,21.52,6.83,24.73,8.63,92.22,52.69,145.97,-,223.05,44.69,Upgrade
1,Revenue Growth (YoY),-12.98%,-20.87%,-73.18%,-83.62%,-36.83%,-,-34.56%,-,49.05%,-65.05%,Upgrade
2,"Selling, General & Admin",27.73,62.15,32.17,37.29,58.27,87.45,24.78,-,63.06,64.97,Upgrade
3,Provision for Bad Debts,-0.18,6.06,1.21,-0.25,0.09,-4,-,-,-,-,Upgrade
4,Other Operating Expenses,22.1,10.86,21.5,18.82,101.17,80.62,121.22,-,178.49,170.33,Upgrade
5,Total Operating Expenses,49.65,79.06,54.88,55.87,159.52,164.07,146,-,241.55,235.3,Upgrade
6,Operating Income,-28.13,-72.23,-30.14,-47.24,-67.3,-111.38,-0.03,-,-18.5,-190.61,Upgrade
7,Interest Expense,-52.43,-36.88,-55.61,-62.7,-51.23,-107.37,-58.66,-,-61,-62.86,Upgrade
8,Interest Income,0,0,0,0,0,0.02,0.01,-,0.07,0.78,Upgrade
9,Net Interest Expense,-52.43,-36.87,-55.61,-62.69,-51.23,-107.35,-58.65,-,-60.93,-62.07,Upgrade
10,Income (Loss) on Equity Investments,-,-,-,-,-,-0,-0.13,-,1.24,0.33,Upgrade
11,Other Non-Operating Income (Expenses),-1.72,12.27,-1.21,-13.15,-1.85,-27.47,-,-,-,-,Upgrade
12,EBT Excluding Unusual Items,-82.27,-96.83,-86.96,-123.08,-120.38,-246.2,-58.81,-,-78.2,-252.35,Upgrade
13,Gain (Loss) on Sale of Investments,0.02,-1.74,-0.03,-0.01,-0.04,1.96,-,-,1.53,-2.19,Upgrade
14,Gain (Loss) on Sale of Assets,10.25,87.78,-,-,404.68,4.83,3.8,-,-,-1.63,Upgrade
15,Asset Writedown,-,-65.01,-,-359.41,-,-4.37,-,-,-,-77,Upgrade
16,Legal Settlements,-,-17.64,1.27,-2.68,-,-2.87,-,-,-,-,Upgrade
17,Other Unusual Items,3,8.82,0.13,14.37,-,10.41,30.26,-,-,-,Upgrade
18,Pretax Income,-69.01,-84.63,-85.59,-470.8,284.27,-236.25,-24.75,-,-76.67,-333.18,Upgrade
19,Earnings From Continuing Ops.,-69.01,-84.63,-85.59,-470.8,284.27,-236.25,-24.75,-,-76.67,-333.18,Upgrade
20,Earnings From Discontinued Ops.,-,-,-,-,-8.71,-845.3,32.48,-,-,-,Upgrade
21,Net Income to Company,-69.01,-84.63,-85.59,-470.8,275.56,-1082,7.73,-,-76.67,-333.18,Upgrade
22,Minority Interest in Earnings,2.45,6.74,0.98,40.46,-1.09,11.04,-1.43,-,3.86,6.77,Upgrade
23,Net Income,-66.56,-77.89,-84.61,-430.34,274.47,-1071,6.31,-,-72.81,-326.4,Upgrade
24,Net Income to Common,-66.56,-77.89,-84.61,-430.34,274.47,-1071,6.31,-,-72.81,-326.4,Upgrade
25,Net Income Growth,-,-,-,-,4252.49%,-,-,-,-,-,Upgrade
26,Shares Outstanding (Basic),1352,906,534,475,150,131,86,-,69,67,Upgrade
27,Shares Outstanding (Diluted),1352,906,534,475,150,131,86,-,69,67,Upgrade
28,Shares Change (YoY),153.16%,90.77%,254.88%,262.09%,75.51%,-,24.44%,-,3.35%,0.91%,Upgrade
29,EPS (Basic),-0.05,-0.09,-0.16,-0.91,1.82,-8.16,0.07,-,-1.06,-4.88,Upgrade
30,EPS (Diluted),-0.05,-0.09,-0.16,-0.91,1.82,-8.16,0.07,-,-1.06,-4.88,Upgrade
31,EPS Growth,-,-,-,-,2381.31%,-,-,-,-,-,Upgrade
32,Free Cash Flow,-6.53,-11.91,3.89,-25,6.03,-46.9,-22.47,-,-,-41.23,Upgrade
33,Free Cash Flow Per Share,-0.00,-0.01,0.01,-0.05,0.04,-0.36,-0.26,-,-,-0.62,Upgrade
34,Profit Margin,-309.25%,-1140.53%,-342.11%,-4986.60%,297.63%,-2031.60%,4.32%,-,-32.64%,-730.37%,Upgrade
35,Free Cash Flow Margin,-30.35%,-174.37%,15.73%,-289.63%,6.54%,-89.01%,-15.39%,-,-,-92.26%,Upgrade
36,EBITDA,-18.21,-56.06,-14.01,-18.79,-39.35,-74.7,36.67,-,21.46,-162.1,Upgrade
37,D&A For EBITDA,9.92,16.18,16.14,28.44,27.96,36.68,36.7,32.56,39.96,28.51,Upgrade
38,EBIT,-28.13,-72.23,-30.14,-47.24,-67.3,-111.38,-0.03,-,-18.5,-190.61,Upgrade
