,Fiscal Quarter,Current,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Dec '24 Dec 31, 2024","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020",+2 Quarters
0,Market Capitalization,27,105,135,56,251,30,178,188,449,514,496,Upgrade
1,Market Cap Growth,88.90%,88.90%,-46.06%,86.06%,40.57%,-84.05%,-60.30%,-63.43%,-9.43%,18.46%,9.44%,Upgrade
2,Enterprise Value,1144,1244,1360,1234,1486,1320,1484,1462,1668,1670,1579,Upgrade
3,PE Ratio,-,-,-,-,-,-0.04,-,29.81,-,-,-,Upgrade
4,PS Ratio,0.80,3.72,4.28,1.67,2.48,0.21,0.90,1.29,-,1.92,2.55,Upgrade
5,PB Ratio,-0.10,-0.10,-0.13,-0.06,-0.26,-0.05,-0.22,1.35,5.06,0.99,1.15,Upgrade
6,P/FCF Ratio,-,-,-,-2.64,-,-0.73,-,-,-,-,-,Upgrade
7,P/OCF Ratio,-,-,-,-4.38,-,15.52,-,-,-,-,-,Upgrade
8,EV/Sales Ratio,40.34,43.88,43.08,36.97,14.73,9.11,7.47,10.01,-,6.24,8.12,Upgrade
9,EV/EBITDA Ratio,-,-,-,-,-,-,-,39.86,-,-11.87,-,Upgrade
10,EV/FCF Ratio,-62.02,-,-,-58.45,-,-32.29,-,-,-,-,-,Upgrade
11,Debt / Equity Ratio,-1.04,-1.04,-1.16,-1.21,-1.24,-2.15,-1.52,9.01,14.23,2.32,2.63,Upgrade
12,Debt / FCF Ratio,-,-,-,-57.76,-,-29.14,-,-,-,-,-,Upgrade
13,Earnings Yield,-534.37%,-137.02%,-120.23%,-922.73%,-62.20%,-2653.93%,-597.00%,3.35%,-,-77.65%,-75.27%,Upgrade
14,Earnings Yield,-534.37%,-137.02%,-120.23%,-922.73%,-62.20%,-2653.93%,-597.00%,3.35%,-,-77.65%,-75.27%,Upgrade
15,FCF Yield,-68.22%,-17.49%,-5.93%,-37.82%,-7.57%,-136.25%,-38.91%,-11.95%,-,-,-3.33%,Upgrade
16,Buyback Yield / Dilution,-123.78%,-153.16%,-90.77%,-254.88%,-262.09%,-75.51%,-,-24.44%,-,-3.35%,-0.91%,Upgrade
17,Total Shareholder Return,-123.78%,-153.16%,-90.77%,-254.88%,-262.09%,-75.51%,-,-24.44%,-,-3.35%,-0.91%,Upgrade
