,Fiscal Quarter,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020
,Period Ending,"Jul '24 Jul 31, 2024","Jan '24 Jan 31, 2024","Jul '23 Jul 31, 2023","Jan '23 Jan 31, 2023","Jul '22 Jul 31, 2022","Jan '22 Jan 31, 2022","Jul '21 Jul 31, 2021","Jan '21 Jan 31, 2021","Jul '20 Jul 31, 2020","Jan '20 Jan 31, 2020"
0,Cash & Equivalents,73.77,45.28,47.02,46.48,87.24,108.22,109.21,71.95,69.27,56.52
1,Short-Term Investments,0.25,-,0.19,-,0.09,-,0.16,-,0.08,-
2,Cash & Short-Term Investments,74.01,45.28,47.21,46.48,87.33,108.22,109.37,71.95,69.35,56.52
3,Cash Growth,56.78%,-2.58%,-45.94%,-57.06%,-20.15%,50.41%,57.72%,27.30%,3.52%,29.06%
4,Accounts Receivable,81.63,96.58,103.09,84.58,96.81,76.42,103.24,166.58,160.01,128.72
5,Other Receivables,1.63,0.75,1.09,-,1.83,-,0.21,-,-,-
6,Receivables,83.26,97.34,104.17,84.58,98.64,76.42,103.45,166.58,160.01,128.72
7,Inventory,147.48,183.9,155.39,176.75,152.56,104.52,104.69,149.08,134.11,178.44
8,Prepaid Expenses,0.65,14.07,0.83,11.81,0.61,32.73,0.49,26.56,0.04,29.82
9,Other Current Assets,1.17,-,1.34,-,1.25,-,17.92,-,12.57,-
10,Total Current Assets,306.56,340.58,308.95,319.61,340.38,321.9,335.91,414.17,376.08,393.5
11,"Property, Plant & Equipment",171.12,150.94,173.91,156.36,173.18,163.13,173.26,142.17,164.28,159.81
12,Long-Term Deferred Tax Assets,-,1.81,1.71,1.58,1.58,-,-,-,-,-
13,Other Long-Term Assets,14.02,16.35,14.63,14.94,15.25,0.44,1.23,1.16,-,0.5
14,Total Assets,491.7,509.68,499.2,492.48,530.39,485.47,510.4,557.5,540.35,553.81
15,Accounts Payable,4.3,8.82,10.47,4.31,7.99,6.15,6.2,7.97,8.56,9.1
16,Accrued Expenses,5.76,-,5.5,-,6.72,10.59,7.15,-,10.54,-
17,Short-Term Debt,-,19.38,5.48,10.94,29.07,5.36,30.46,68.26,72.9,105.41
18,Current Portion of Leases,3.5,4.8,3.82,1.19,2.79,4.12,4.76,1.86,3,2.66
19,Current Income Taxes Payable,-,-,4.01,4.1,8.61,4.37,-,14.33,6.52,1.9
20,Current Unearned Revenue,8.73,1.45,1.71,0.57,2.97,5.41,6.28,11.17,12.66,9.6
21,Other Current Liabilities,1.97,7.33,1.8,8.88,2.48,-,-,8.49,-,8.61
22,Total Current Liabilities,24.26,41.78,32.78,29.99,60.63,36,54.85,112.08,114.19,137.27
23,Long-Term Leases,2.27,3.2,2.16,0.61,1.07,1.11,2.93,2.94,0.89,0.63
24,Long-Term Deferred Tax Liabilities,21.45,19.56,22.62,21.9,24.13,21.75,23.12,19.61,23.36,22.59
25,Total Liabilities,47.97,64.53,57.56,52.5,85.82,58.86,80.9,134.62,138.44,160.49
26,Common Stock,10,10,10,10,10,10,10,10,10,10
27,Additional Paid-In Capital,92.66,92.66,92.66,92.66,92.66,92.66,92.66,92.66,92.66,92.66
28,Retained Earnings,338.45,339.87,336.36,334.71,339.28,321.32,324.22,317.59,296.64,288.04
29,Comprehensive Income & Other,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62
30,Shareholders' Equity,443.73,445.15,441.64,439.99,444.56,426.61,429.5,422.88,401.92,393.32
31,Total Liabilities & Equity,491.7,509.68,499.2,492.48,530.39,485.47,510.4,557.5,540.35,553.81
32,Total Debt,5.76,27.38,11.46,12.73,32.92,10.59,38.15,73.06,76.79,108.7
33,Net Cash (Debt),68.25,17.9,35.75,33.74,54.41,97.63,71.22,-1.11,-7.45,-52.18
34,Net Cash Growth,90.92%,-46.95%,-34.30%,-65.44%,-23.61%,-,-,-,-,-
35,Net Cash Per Share,0.07,0.02,0.04,0.03,0.05,0.10,0.07,-0.00,-0.01,-0.05
36,Filing Date Shares Outstanding,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000
37,Total Common Shares Outstanding,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000
38,Working Capital,282.3,298.8,276.17,289.61,279.76,285.9,281.06,302.1,261.89,256.23
39,Book Value Per Share,0.44,0.45,0.44,0.44,0.44,0.43,0.43,0.42,0.40,0.39
40,Tangible Book Value,443.73,445.15,441.64,439.99,444.56,426.61,429.5,422.88,401.92,393.32
41,Tangible Book Value Per Share,0.44,0.45,0.44,0.44,0.44,0.43,0.43,0.42,0.40,0.39
42,Machinery,239.14,-,243.29,-,231.71,-,215.21,-,188.97,-
43,Leasehold Improvements,2.09,-,2.09,-,2.09,-,2.09,-,1.15,-
