,Fiscal Quarter,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020
,Period Ending,"Jul '24 Jul 31, 2024","Jan '24 Jan 31, 2024","Jul '23 Jul 31, 2023","Jan '23 Jan 31, 2023","Jul '22 Jul 31, 2022","Jan '22 Jan 31, 2022","Jul '21 Jul 31, 2021","Jan '21 Jan 31, 2021","Jul '20 Jul 31, 2020","Jan '20 Jan 31, 2020"
0,Revenue,146.75,132.58,140.39,131.61,213.7,181.49,223.6,262.2,277.8,351
1,Revenue Growth (YoY),4.53%,0.74%,-34.30%,-27.48%,-4.43%,-30.78%,-19.51%,-25.30%,-9.04%,31.64%
2,Cost of Revenue,121.33,100.2,116.72,101.79,167.03,141.35,181.52,213.44,227.82,294.68
3,Gross Profit,25.42,32.39,23.68,29.81,46.66,40.13,42.08,48.76,49.98,56.32
4,"Selling, General & Admin",19.9,22.16,19.06,23.23,20.13,20.02,19.15,19.42,20.47,20.11
5,Other Operating Expenses,-0.35,-0.64,-0.1,-0.64,-0.96,-0.3,-0.93,-0.5,-0.73,-0.37
6,Operating Expenses,22.28,21.99,22.01,22.69,19.23,19.54,16.65,19.4,20.46,20.42
7,Operating Income,3.14,10.4,1.67,7.13,27.44,20.6,25.43,29.36,29.52,35.9
8,Interest Expense,-0.6,-0.48,-0.26,-0.6,-0.47,-0.45,-0.57,-1.3,-1.98,-3.57
9,Interest & Investment Income,0.02,0.02,0.01,0,-,-,-,-,-,0
10,Currency Exchange Gain (Loss),-1.98,-,-1.02,-,1.69,-,0.05,-,0.47,0.87
11,EBT Excluding Unusual Items,0.58,9.94,0.4,6.53,28.66,20.15,24.91,28.06,28.01,33.21
12,Gain (Loss) on Sale of Assets,0.69,0.2,1.89,0.05,-0.05,0.18,0.14,0.5,0.35,0.32
13,Asset Writedown,-0.5,-,-0.39,-,0.23,-,-0.26,-,0.79,-
14,Other Unusual Items,0.46,-,0.25,-,4.14,-,0.02,7.14,-,-
15,Pretax Income,1.23,10.14,2.16,6.58,32.99,20.33,24.8,35.7,29.14,33.52
16,Income Tax Expense,2.66,1.63,0.5,1.16,5.03,3.23,3.17,4.75,5.54,5.84
17,Net Income,-1.42,8.51,1.66,5.42,27.96,17.1,21.63,30.96,23.6,27.69
18,Net Income to Common,-1.42,8.51,1.66,5.42,27.96,17.1,21.63,30.96,23.6,27.69
19,Net Income Growth,-,56.95%,-94.08%,-68.30%,29.28%,-44.75%,-8.35%,11.81%,17.75%,49.58%
20,Shares Outstanding (Basic),1000,1000,1000,1000,1000,1000,1000,1000,1000,1000
21,Shares Outstanding (Diluted),1000,1000,1000,1000,1000,1000,1000,1000,1000,1000
22,EPS (Basic),-0.00,0.01,0.00,0.01,0.03,0.02,0.02,0.03,0.02,0.03
23,EPS (Diluted),-0.00,0.01,0.00,0.01,0.03,0.02,0.02,0.03,0.02,0.03
24,EPS Growth,-,56.95%,-94.08%,-68.30%,29.28%,-44.75%,-8.35%,11.81%,17.75%,49.58%
25,Free Cash Flow,49.44,-8.1,6.1,-10.2,-13.39,49.65,92.03,19.49,57.65,21.12
26,Free Cash Flow Per Share,0.05,-0.01,0.01,-0.01,-0.01,0.05,0.09,0.02,0.06,0.02
27,Dividend Per Share,-,-,-,-,0.010,0.010,0.020,0.015,0.010,-
28,Dividend Growth,-,-,-,-,-50.00%,-33.33%,100.00%,-,-,-
29,Operating Margin,2.14%,7.84%,1.19%,5.42%,12.84%,11.35%,11.37%,11.20%,10.63%,10.23%
30,Profit Margin,-0.97%,6.42%,1.18%,4.12%,13.08%,9.42%,9.67%,11.81%,8.49%,7.89%
31,Free Cash Flow Margin,33.69%,-6.11%,4.35%,-7.75%,-6.27%,27.36%,41.16%,7.43%,20.75%,6.02%
32,EBITDA,18.69,26.89,19.75,26.93,47.19,40.07,44.2,45.29,46.45,52.92
33,D&A For EBITDA,15.55,16.49,18.08,19.8,19.75,19.47,18.77,15.93,16.93,17.02
34,EBIT,3.14,10.4,1.67,7.13,27.44,20.6,25.43,29.36,29.52,35.9
