,Fiscal Quarter,Current,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,Q3 2019,+20 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019","Sep '19 Sep 30, 2019",+20 Quarters
0,Market Capitalization,333,323,430,311,346,435,555,572,522,547,672,1020,958,1070,1269,413,431,601,612,643,622,Upgrade
1,Market Cap Growth,-25.71%,-25.71%,-22.42%,-45.65%,-33.81%,-20.45%,-17.41%,-43.90%,-45.45%,-48.84%,-47.06%,147.24%,122.12%,77.93%,107.46%,-35.81%,-30.67%,-21.55%,-27.06%,3.31%,-2.84%,Upgrade
2,Enterprise Value,270,237,344,126,160,186,306,151,101,113,237,823,761,839,1038,167,186,165,176,-15,-36,Upgrade
3,Last Close Price,0.13,0.13,0.17,0.13,0.14,0.17,0.22,0.23,0.21,0.22,0.27,0.41,0.39,0.43,0.51,0.20,0.21,0.29,0.29,0.31,0.30,Upgrade
4,PE Ratio,-,-5.78,-4.14,-,-,-,-2.26,-,-,-,-,-,32.21,-,-,18.83,-16.04,-5.93,-,-,-,Upgrade
5,PS Ratio,1.20,1.17,1.79,1.61,1.98,2.57,2.69,2.56,2.98,2.93,4.17,5.94,5.19,4.06,4.09,1.34,1.39,2.52,2.59,1.98,1.38,Upgrade
6,PB Ratio,0.19,0.18,0.25,0.18,0.19,0.24,0.30,0.31,-,0.27,0.32,0.49,-,0.49,0.58,0.19,0.21,0.29,0.29,0.31,-,Upgrade
7,P/TBV Ratio,0.18,0.18,0.24,0.18,0.19,0.25,0.31,0.32,-,0.28,0.33,0.51,-,0.51,0.58,0.19,0.21,0.29,0.29,0.31,-,Upgrade
8,EV/Sales Ratio,0.97,0.86,1.43,0.65,0.92,1.10,1.48,0.68,0.58,0.60,1.47,4.79,4.13,3.19,3.35,0.54,0.60,0.69,0.75,-,-,Upgrade
9,EV/EBITDA Ratio,-,-2.84,-2.97,-,-,-,-,-,-,-,-,-,-,-,-,11.97,-13.91,-,-,-,-,Upgrade
10,EV/EBIT Ratio,-,-1.82,-2.15,-,-,-,-,-,-,-,-,-,-,-,-,16.37,-11.46,-,-,-,-,Upgrade
11,Debt / Equity Ratio,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,-,0.02,0.03,0.03,-,0.09,0.07,0.07,0.07,0.07,0.06,0.06,-,Upgrade
12,Debt / EBITDA Ratio,-,0.13,0.13,-,-,-,-,-,-,-,-,-,-,-,-,2.36,4.08,-,-,-,-,Upgrade
13,Asset Turnover,0.12,0.12,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,
14,Inventory Turnover,17.33,14.97,7.60,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
15,Quick Ratio,0.56,0.56,0.56,0.64,-,0.76,-,0.96,-,2.07,-,1.80,-,1.36,-,1.62,-,1.69,-,1.68,-,Upgrade
16,Current Ratio,5.61,5.61,5.61,4.38,-,5.08,-,2.31,-,2.66,-,3.20,-,4.26,-,2.77,-,2.59,-,2.44,-,Upgrade
17,Return on Equity (ROE),5.99%,6.08%,-21.08%,-4.36%,-4.73%,3.59%,-,-,-15.10%,-5.41%,-,-,-12.22%,-0.60%,9.23%,5.02%,4.53%,-14.47%,-,-,Upgrade,
18,Return on Assets (ROA),2.33%,2.31%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,
19,Return on Capital (ROIC),2.72%,2.76%,-21.84%,-1.93%,-1.42%,-4.11%,-,-,-4.11%,-2.28%,-,-,-1.58%,-1.45%,1.59%,0.89%,-0.59%,-0.73%,-,-,Upgrade,
20,Return on Capital Employed (ROCE),-,-7.29%,-8.95%,-,-,-,-,-,-,-,-,-,-,-,-,0.46%,-,-,-,-,-,Upgrade
21,Earnings Yield,-16.80%,-17.31%,-24.13%,-36.55%,-53.01%,-43.47%,-44.19%,-50.70%,-54.42%,-38.04%,-29.41%,-16.91%,3.10%,0.45%,7.47%,5.31%,-6.23%,-16.86%,-23.70%,6.46%,-10.26%,Upgrade
22,FCF Yield,-2.32%,-9.68%,-3.64%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
23,Buyback Yield / Dilution,-,-,-,-,-,-,0.01%,0.67%,-,-2.08%,-20.01%,-20.81%,-20.00%,-17.56%,0.08%,-4.13%,-14.97%,-14.97%,-15.07%,-10.42%,Upgrade,
24,Total Shareholder Return,-,-,-,-,-,-,0.01%,0.67%,-,-2.08%,-20.01%,-20.81%,-20.00%,-17.56%,0.08%,-4.13%,-14.97%,-14.97%,-15.07%,-10.42%,Upgrade,
