,Fiscal Quarter,Current,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+15 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+15 Quarters
0,Market Capitalization,29613,35003,25224,27974,28586,31614,29613,29836,29363,29141,36947,37225,37364,41726,57199,49337,76895,74256,59533,59310,-,Upgrade
1,Market Cap Growth,10.72%,10.72%,-14.82%,-6.24%,-2.65%,8.48%,-19.85%,-19.85%,-21.41%,-30.16%,-35.41%,-24.55%,-51.41%,-43.81%,-3.92%,-16.81%,-,-,-,-,-,Upgrade
2,Last Close Price,10.66,12.58,9.03,10.02,10.24,11.32,10.58,10.66,10.49,10.41,13.16,13.26,13.31,14.87,20.26,17.47,27.23,26.30,21.06,20.98,-,Upgrade
3,PE Ratio,39.51,46.61,37.12,32.90,31.74,37.11,31.70,36.37,36.35,37.14,42.70,39.59,38.86,42.65,61.63,60.22,87.06,85.23,71.82,71.09,-,Upgrade
4,PS Ratio,11.52,13.58,9.76,10.23,10.18,11.35,10.29,10.50,10.30,10.29,11.78,11.80,11.75,15.19,21.28,18.56,27.92,22.77,20.32,20.81,-,Upgrade
5,PB Ratio,1.67,1.97,1.43,1.60,1.66,1.85,1.74,1.79,1.79,1.78,2.29,2.33,2.38,2.66,3.73,3.23,5.12,4.96,4.05,4.10,-,Upgrade
6,P/FCF Ratio,2.45,2.89,-24.72,62.18,-,-,-19.90,-,-,3.63,4.72,5.46,5.26,9.33,9.21,27.79,-,9.91,-,6.77,-,Upgrade
7,P/OCF Ratio,2.86,2.86,-27.83,50.05,-,-,-20.95,-,-,3.60,4.68,5.40,5.20,9.11,9.05,26.34,-,9.79,-,6.70,-,Upgrade
8,Debt / Equity Ratio,0.87,0.87,1.07,0.94,1.20,0.95,0.94,0.99,0.70,0.78,0.85,0.99,1.06,1.06,0.91,0.91,0.88,0.83,0.93,0.85,0.98,Upgrade
9,Debt / FCF Ratio,1.28,1.28,-18.46,36.24,-,-,-10.66,-,-,1.60,1.76,2.31,2.34,3.73,2.26,7.81,-,1.66,-,1.40,1.21,Upgrade
10,Asset Turnover,0.03,0.04,0.04,0.04,0.04,0.05,0.04,0.04,0.04,0.05,0.04,0.04,0.06,0.05,0.05,0.02,0.07,0.05,0.06,0.06,Upgrade,
11,Quick Ratio,1.11,1.11,0.97,1.21,0.90,1.18,0.95,1.22,1.01,1.07,1.02,1.38,0.95,1.44,1.33,1.52,1.31,1.85,1.62,1.68,1.46,Upgrade
12,Current Ratio,1.31,1.31,1.35,1.49,1.37,1.51,1.41,1.57,1.35,1.43,1.36,1.62,1.42,1.70,1.61,1.78,1.76,2.11,1.81,1.88,1.79,Upgrade
13,Return on Equity (ROE),5.34%,5.07%,4.67%,2.11%,3.87%,9.36%,6.11%,1.02%,6.16%,6.95%,6.06%,0.47%,8.46%,9.26%,6.92%,0.95%,7.50%,6.73%,9.58%,0.75%,Upgrade,
14,Return on Assets (ROA),1.32%,1.36%,1.22%,0.54%,0.99%,2.35%,1.55%,0.26%,1.54%,1.72%,1.50%,0.11%,2.08%,2.41%,1.87%,0.26%,1.97%,1.77%,2.55%,0.20%,Upgrade,
15,Earnings Yield,2.54%,2.15%,2.69%,3.04%,3.15%,2.69%,3.15%,2.75%,2.75%,2.69%,2.34%,2.53%,2.57%,2.34%,1.62%,1.66%,1.15%,1.17%,1.39%,1.41%,-,Upgrade
16,FCF Yield,40.84%,34.56%,-4.04%,1.61%,-24.90%,-15.99%,-5.03%,-5.98%,23.47%,27.54%,21.17%,18.33%,19.01%,10.72%,10.86%,3.60%,3.73%,10.09%,11.89%,14.76%,-,Upgrade
17,Dividend Yield,0.32%,-,0.56%,-,0.33%,-,-,-,0.29%,-,-,-,0.27%,-,-,-,0.35%,-,-,-,-,Upgrade
18,Payout Ratio,41.96%,90.26%,4.16%,44.61%,2.71%,107.42%,19.78%,1.79%,19.13%,65.46%,77.31%,4.39%,688.20%,83.18%,59.90%,2.09%,349.89%,59.10%,54.13%,22.60%,772.23%,Upgrade
19,Buyback Yield / Dilution,1.60%,6.18%,1.32%,-2.96%,1.90%,-0.84%,-0.41%,-5.21%,-9.89%,-0.66%,-3.95%,8.15%,5.83%,1.70%,1.17%,-7.14%,-14.37%,-6.09%,-9.96%,-12.46%,0.92%,Upgrade
20,Total Shareholder Return,1.91%,6.18%,1.89%,-2.96%,2.24%,-0.84%,-0.41%,-5.21%,-9.60%,-0.66%,-3.95%,8.15%,6.10%,1.70%,1.17%,-7.14%,-14.02%,-6.09%,-9.96%,-12.46%,0.92%,Upgrade
