,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Revenue,12457,25293,15639,22430,18697,18840,14074,18292,12989,22450,Upgrade
1,Revenue Growth (YoY),-20.35%,12.76%,-16.35%,19.06%,32.85%,3.00%,8.35%,-18.52%,-25.75%,38.23%,Upgrade
2,Cost of Revenue,10681,20873,11699,16641,13406,12929,8734,12618,8108,16337,Upgrade
3,Gross Profit,1776,4420,3940,5790,5291,5910,5340,5673,4881,6114,Upgrade
4,"Selling, General & Admin",873.81,1519,1074,1557,936.54,1620,1133,1858,802.28,1936,Upgrade
5,Other Operating Expenses,96.11,298.04,149.74,177.68,190.77,191.26,191.75,231.36,147.58,246.76,Upgrade
6,Operating Expenses,969.92,1817,1224,1735,1127,1811,1325,2089,949.86,2183,Upgrade
7,Operating Income,806,2603,2717,4055,4164,4099,4015,3584,3931,3930,Upgrade
8,Interest Expense,-707.43,-774.18,-819.18,-874.95,-730.1,-862.7,-825.58,-1074,-782.36,-732.08,Upgrade
9,Interest & Investment Income,326.55,342.23,333.87,326.39,199.8,264.82,281.38,322.25,314.52,159.28,Upgrade
10,Earnings From Equity Investments,103.71,-124.73,32.86,62.91,-94.4,-80.59,256.72,157.34,0.84,242.57,Upgrade
11,Currency Exchange Gain (Loss),-,84.08,-252.34,-304.35,-317.39,81.34,98.46,618.11,-80.81,-174.58,Upgrade
12,Other Non Operating Income (Expenses),70.83,109.95,48.57,-1.4,47.99,70.85,60.16,187.99,103.37,67.87,Upgrade
13,EBT Excluding Unusual Items,599.66,2240,2060,3263,3269,3573,3886,3796,3487,3494,Upgrade
14,Impairment of Goodwill,-,-,-,-,-,-110.45,-,-,-,-,Upgrade
15,Gain (Loss) on Sale of Investments,33.03,30.68,38.57,8.81,36.53,47.78,389.66,73.33,17.37,26.22,Upgrade
16,Gain (Loss) on Sale of Assets,-18.87,-86.84,-1.01,-520.01,-55.77,-310.85,21.31,-43.99,-303.67,-1015,Upgrade
17,Asset Writedown,-34.46,-250.16,-,-145.55,-23,-0.57,-,-100.34,-142.85,-42.02,Upgrade
18,Other Unusual Items,-,0.15,-,1.52,-,-,-,4.46,2.18,425.29,Upgrade
19,Pretax Income,579.36,1934,2098,2608,3227,3199,4297,3729,3060,2888,Upgrade
20,Income Tax Expense,330.72,1021,1379,2829,1997,2468,2538,2559,1905,3114,Upgrade
21,Earnings From Continuing Operations,248.64,912.9,719.01,-220.57,1230,730.87,1759,1170,1154,-226.69,Upgrade
22,Minority Interest in Earnings,124.59,-107.49,-79.79,-231.87,38.7,-26.71,-95.43,-118.63,-325.89,322,Upgrade
23,Net Income,373.23,805.41,639.21,-452.44,1269,704.17,1663,1052,828.4,95.31,Upgrade
24,Net Income to Common,373.23,805.41,639.21,-452.44,1269,704.17,1663,1052,828.4,95.31,Upgrade
25,Net Income Growth,-41.61%,-,-49.61%,-,-23.73%,-33.05%,100.77%,1003.44%,-77.84%,-94.12%,Upgrade
26,Shares Outstanding (Basic),3821,3821,3821,3807,3713,3706,3662,3662,3662,3662,Upgrade
27,Shares Outstanding (Diluted),3821,3821,3821,3807,3713,3706,3662,3662,3672,3672,Upgrade
28,Shares Change (YoY),-,0.38%,2.90%,2.73%,1.42%,1.20%,-0.29%,-0.29%,-0.14%,0.29%,Upgrade
29,EPS (Basic),0.10,0.21,0.17,-0.12,0.34,0.19,0.45,0.29,0.23,0.03,Upgrade
30,EPS (Diluted),0.10,0.21,0.17,-0.12,0.34,0.19,0.45,0.29,0.23,0.03,Upgrade
31,EPS Growth,-41.61%,-,-51.03%,-,-24.78%,-33.84%,101.33%,1007.09%,-77.81%,-94.14%,Upgrade
32,Free Cash Flow,2736,84.04,5256,-4449,-9448,825.44,-8201,-417.27,-5715,-7721,Upgrade
33,Free Cash Flow Per Share,0.72,0.02,1.38,-1.17,-2.54,0.22,-2.24,-0.11,-1.56,-2.10,Upgrade
34,Operating Margin,6.47%,10.29%,17.37%,18.08%,22.27%,21.76%,28.53%,19.60%,30.26%,17.51%,Upgrade
35,Profit Margin,3.00%,3.18%,4.09%,-2.02%,6.79%,3.74%,11.82%,5.75%,6.38%,0.42%,Upgrade
36,Free Cash Flow Margin,21.96%,0.33%,33.61%,-19.84%,-50.53%,4.38%,-58.27%,-2.28%,-44.00%,-34.39%,Upgrade
37,EBITDA,885.43,2701,2810,4134,4238,4170,4107,3674,4030,3999,Upgrade
38,D&A For EBITDA,79.43,97.58,93.18,78.9,74.7,70.33,92.38,89.13,98.66,68.18,Upgrade
39,EBIT,806,2603,2717,4055,4164,4099,4015,3584,3931,3930,Upgrade
