,Fiscal Quarter,Current,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020
,Period Ending,"Mar '25 Mar 13, 2025","Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020"
0,Market Capitalization,48,30,42,98,112,144,212,200,148,132,120
1,Market Cap Growth,-69.11%,-69.11%,-62.14%,-31.67%,-47.17%,-28.00%,43.24%,51.52%,23.33%,-14.29%,-47.37%
2,Enterprise Value,-21,23,49,-15,-69,-103,13,-37,-12,4,-2
3,Last Close Price,0.12,0.08,0.11,0.25,0.28,0.36,0.48,0.45,0.31,0.28,0.24
4,PE Ratio,-,-,-,-,-,-,-,5.09,3.35,4.70,4.61
5,PS Ratio,0.06,0.04,0.05,0.11,0.12,0.16,0.28,0.27,0.21,0.22,0.21
6,PB Ratio,0.22,0.14,0.19,0.42,0.46,0.59,0.73,0.68,0.50,0.49,0.47
7,P/TBV Ratio,0.14,0.14,0.19,0.42,0.46,0.59,0.73,0.68,0.50,0.49,0.47
8,P/FCF Ratio,0.70,0.44,-0.35,-,-,-,4.60,-,1.07,2.89,2.17
9,P/OCF Ratio,0.44,0.44,-0.36,-,-,-,4.57,-,1.07,2.86,2.12
10,EV/Sales Ratio,0.03,0.03,0.06,-,-,-,0.02,-,-,0.01,-
11,EV/EBITDA Ratio,-,-,-,-,-,-,0.62,-,-,0.13,-
12,EV/EBIT Ratio,-,-,-,-,-,-,0.66,-,-,0.13,-
13,EV/FCF Ratio,-0.30,0.34,-0.41,-,-,-,0.29,-,-,0.09,-
14,Debt / Equity Ratio,0.05,0.05,0.16,0.18,0.00,0.01,0.01,0.01,0.01,0.04,0.05
15,Debt / FCF Ratio,0.17,0.17,-0.31,-,-,-,0.06,-,0.03,0.26,0.24
16,Return on Capital Employed (ROCE),-,-,-,-,-,-,6.96%,15.27%,13.81%,10.90%,12.77%
17,Earnings Yield,-26.82%,-42.70%,-35.88%,-12.44%,-9.82%,-8.01%,5.53%,19.66%,29.82%,21.28%,21.69%
18,FCF Yield,141.96%,226.02%,-282.33%,-204.29%,-105.39%,7.22%,21.73%,43.69%,93.65%,34.54%,46.13%
