,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+8 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Jan '22 Jan 1, 2022","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+8 Quarters
0,Revenue,532024,428660,331430,323757,483281,301141,746607,149245,-97389,725722,526102,55936,413042,259934,494095,249936,412189,280838,276811,359791,Upgrade
1,Revenue Growth (YoY),10.09%,42.35%,-55.61%,116.93%,-,-58.50%,41.91%,166.81%,-,179.20%,6.48%,-77.62%,0.21%,-7.44%,78.50%,-30.53%,-76.96%,-41.50%,-66.59%,7.47%,Upgrade
2,Cost of Revenue,327401,277765,236551,254972,441049,237098,581211,132862,175093,479075,246590,56472,416173,189957,315517,149474,293794,184928,225955,285454,Upgrade
3,Gross Profit,204623,150895,94878,68785,42232,64043,165396,16383,-272482,246648,279512,-535.71,-3132,69977,178578,100462,118395,95909,50856,74337,Upgrade
4,"Selling, General & Admin",106478,40818,41560,20267,126923,15297,32212,16875,20172,20877,29958,16090,67103,23640,57702,15271,53145,27557,27160,35854,Upgrade
5,Operating Expenses,106478,40818,41560,20267,126923,15297,32212,16875,20172,20877,29958,16090,67103,23640,57702,15271,53145,27557,27160,35854,Upgrade
6,Operating Income,98145,110077,53318,48518,-84691,48746,133184,-491.8,-292654,225771,249554,-16625,-70235,46337,120876,85191,65250,68352,23696,38483,Upgrade
7,Interest Expense,-12203,-32840,-27453,-30777,-69119,-37572,-34244,-26147,-74452,-94614,-146676,-42527,-146452,-8305,-84573,-7615,-217558,-17589,-135093,-,Upgrade
8,Interest & Investment Income,34890,11308,12834,2499,1767,-,1266,716.34,3697,5355,212.16,10258,12446,10180,6706,94242,-,5880,-,173993,Upgrade
9,Earnings From Equity Investments,-,-,-,-,-,-,-,-,10926,-5913,869.33,5740,-,-,-,-,-,-,-889.21,-,Upgrade
10,Other Non Operating Income (Expenses),-96853,-69072,7191,1602,1922,672.03,1504,2070,53829,-873.96,-70358,64797,12092,-1925,-2086,2182,23040,-1719,100928,-103909,Upgrade
11,EBT Excluding Unusual Items,23979,19473,45891,21842,-150120,11845,101710,-23852,-298655,129725,33602,21643,-192149,46287,40923,174001,-129268,54925,-11358,108568,Upgrade
12,Gain (Loss) on Sale of Investments,-,-,-,-,249593,-,-,-,101455,-,-,-,338094,-,85085,-85085,123618,-,65449,-65449,Upgrade
13,Gain (Loss) on Sale of Assets,-,-,-,-,-148.38,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
14,Other Unusual Items,-,-,-,-,-,-,-,-,-409.09,-,-,-,-2106,-,-,-,-1819,-,-,-,Upgrade
15,Pretax Income,23979,19473,45891,21842,99324,11845,101710,-23852,-197609,129725,33602,21643,143839,46287,126008,88915,-7469,54925,54091,43119,Upgrade
16,Income Tax Expense,18299,7523,14483,6068,25882,7512,18361,2336,-16056,36865,24397,516.06,48691,10432,41777,18402,1717,4057,32103,9177,Upgrade
17,Earnings From Continuing Operations,5680,11950,31407,15775,73443,4333,83350,-26188,-181554,92860,9205,21127,95148,35856,84232,70513,-9185,50868,21988,33941,Upgrade
18,Minority Interest in Earnings,-1299,-1409,-2385,1075,-2733,-615.95,-2724,-1516,-1098,130.37,-780.86,-299.78,3178,-5869,-18688,-14451,-2507,-1584,-708.15,-518.65,Upgrade
19,Net Income,4381,10541,29022,16849,70710,3717,80626,-27704,-182652,92990,8424,20827,98326,29987,65544,56062,-11693,49284,21279,33423,Upgrade
20,Preferred Dividends & Other Adjustments,-,-,-1130,2589,-696.69,-,1157,581.38,-15333,-,12569,2764,-9802,-,25164,3984,24758,-,1681,3277,Upgrade
21,Net Income to Common,4381,10541,30152,14261,71407,3717,79469,-28285,-167318,92990,-4145,18063,108129,29987,40379,52078,-36451,49284,19599,30146,Upgrade
22,Net Income Growth,-93.80%,183.58%,-64.00%,-,-,-96.00%,857.07%,-,-,210.11%,-87.15%,-62.85%,-,-39.16%,208.01%,67.74%,-,52.72%,-70.61%,91.57%,Upgrade
23,Shares Outstanding (Basic),304,304,304,304,304,304,304,304,304,304,304,304,304,304,304,304,304,304,304,304,Upgrade
24,Shares Outstanding (Diluted),304,304,304,304,304,304,304,304,304,304,304,304,304,304,304,304,304,304,304,304,Upgrade
25,Shares Change (YoY),-,-,-,-,-,-,-,-,-,-,0.00%,-0.00%,-0.00%,-,0.00%,-0.00%,-0.00%,-0.00%,-0.00%,-0.00%,Upgrade
26,EPS (Basic),14.40,34.65,99.13,46.88,234.76,12.22,261.27,-92.99,-550.08,305.72,-13.63,59.38,355.49,98.59,132.75,171.22,-119.84,162.03,64.43,99.11,Upgrade
27,EPS (Diluted),14.40,34.65,99.13,46.88,234.76,12.22,261.27,-92.99,-550.08,305.72,-13.63,59.38,355.49,98.59,132.75,171.22,-119.84,162.03,64.43,99.11,Upgrade
28,EPS Growth,-93.86%,183.58%,-62.06%,-,-,-96.00%,-,-,-,210.11%,-,-65.32%,-,-39.16%,106.03%,72.75%,-,52.72%,-69.96%,72.79%,Upgrade
29,Free Cash Flow,-356620,366596,-21348,620747,-182982,-1069,388915,36490,388583,475023,-206213,-418675,-339128,-1088854,-1219470,-355624,-448430,-147474,-119168,-68325,Upgrade
30,Free Cash Flow Per Share,-1172.44,1205.24,-70.18,2040.80,-601.58,-3.52,1278.62,119.97,1277.52,1561.71,-677.96,-1376.46,-1114.94,-3579.77,-4009.20,-1169.17,-1474.28,-484.84,-391.78,-224.63,Upgrade
31,Gross Margin,38.46%,35.20%,28.63%,21.25%,8.74%,21.27%,22.15%,10.98%,-,33.99%,53.13%,-0.96%,-0.76%,26.92%,36.14%,40.20%,28.72%,34.15%,18.37%,20.66%,Upgrade
32,Operating Margin,18.45%,25.68%,16.09%,14.99%,-17.52%,16.19%,17.84%,-0.33%,-,31.11%,47.43%,-29.72%,-17.00%,17.83%,24.46%,34.09%,15.83%,24.34%,8.56%,10.70%,Upgrade
33,Profit Margin,0.82%,2.46%,9.10%,4.40%,14.78%,1.23%,10.64%,-18.95%,-,12.81%,-0.79%,32.29%,26.18%,11.54%,8.17%,20.84%,-8.84%,17.55%,7.08%,8.38%,Upgrade
34,Free Cash Flow Margin,-67.03%,85.52%,-6.44%,191.73%,-37.86%,-0.36%,52.09%,24.45%,-,65.46%,-39.20%,-748.48%,-82.11%,-418.90%,-246.81%,-142.29%,-108.79%,-52.51%,-43.05%,-18.99%,Upgrade
35,EBITDA,102784,114848,58094,53296,-76199,55275,138733,5561,-287087,233571,256153,-8958,-61477,53751,128999,93317,72613,74660,33756,46674,Upgrade
36,EBITDA Margin,19.32%,26.79%,17.53%,16.46%,-15.77%,18.36%,18.58%,3.73%,-,32.18%,48.69%,-16.01%,-14.88%,20.68%,26.11%,37.34%,17.62%,26.58%,12.19%,12.97%,Upgrade
37,D&A For EBITDA,4639,4771,4776,4778,8491,6529,5549,6053,5567,7800,6599,7667,8758,7415,8123,8126,7363,6308,10060,8191,Upgrade
38,EBIT,98145,110077,53318,48518,-84691,48746,133184,-491.8,-292654,225771,249554,-16625,-70235,46337,120876,85191,65250,68352,23696,38483,Upgrade
39,EBIT Margin,18.45%,25.68%,16.09%,14.99%,-17.52%,16.19%,17.84%,-0.33%,-,31.11%,47.43%,-29.72%,-17.00%,17.83%,24.46%,34.09%,15.83%,24.34%,8.56%,10.70%,Upgrade
40,Effective Tax Rate,76.31%,38.63%,31.56%,27.78%,26.06%,63.42%,18.05%,-,-,28.42%,72.61%,2.38%,33.85%,22.54%,33.15%,20.70%,-,7.39%,59.35%,21.28%,Upgrade
41,Revenue as Reported,532024,428660,331430,323757,483281,301141,746607,149245,-,725722,526102,55936,413042,259934,494095,249936,412189,280838,276811,359791,Upgrade
