,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+8 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Jan '22 Jan 1, 2022","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+8 Quarters
0,Cash & Equivalents,1971,18078,13286,64940,24772,46394,89557,-,146035,68468,279683,746074,634722,205533,87159,224171,603098,253324,233559,188968,Upgrade
1,Short-Term Investments,6704,6461,6461,6393,6393,18971,38247,-,20613,344561,344409,359799,330149,265102,264150,263430,263020,217500,217324,198861,Upgrade
2,Cash & Short-Term Investments,8675,24539,19747,71333,31165,65365,127804,166648,166648,413029,624093,1105873,964871,470634,351310,487601,866117,470824,450882,387828,Upgrade
3,Cash Growth,-72.16%,-62.46%,-84.55%,-57.20%,-81.30%,-84.17%,-79.52%,-84.93%,-82.73%,-12.24%,77.65%,126.80%,11.40%,-0.04%,-22.08%,25.73%,43.92%,100.47%,89.42%,32.34%,Upgrade
4,Accounts Receivable,2136,97604,94171,84405,96222,91329,99328,-,155473,724850,81560,40274,229484,173695,287664,224719,231825,378519,487657,396208,Upgrade
5,Other Receivables,1016848,1121541,1280659,1268250,1230081,1025260,924153,-,714291,39491,14620,53618,238807,1415065,1519367,1255087,900229,912650,900156,629414,Upgrade
6,Receivables,1538816,1713829,1678628,1726241,1339737,1127289,1034181,-,879764,774340,106180,103892,478291,1837438,1960708,1618864,1379754,1299169,1412813,1050621,Upgrade
7,Inventory,2698399,2671068,2756279,2895318,2980337,3320333,3394141,-,3777948,3807395,4093251,3947398,3798280,4495036,3832831,2432043,2288377,1849474,1889103,2030238,Upgrade
8,Prepaid Expenses,2361,19238,30162,46864,48032,28590,31436,-,36570,38089,36298,17145,1648,1470,2143,5088,3694,12279,8546,16261,Upgrade
9,Other Current Assets,2036783,1882279,1970244,1960546,2051935,1738175,1260689,-,1450440,1733947,1646100,1616953,1488530,1047740,1046603,597700,681451,541210,547794,452868,Upgrade
10,Total Current Assets,6285034,6310952,6455060,6700302,6451206,6279752,5848251,-,6311369,6766800,6505922,6791261,6731620,7852319,7193595,5141296,5219394,4172955,4309138,3937816,Upgrade
11,"Property, Plant & Equipment",60586,61070,61662,62258,80335,64518,65886,-,97907,153920,153682,167072,166531,251716,222406,205286,205211,182471,169990,187450,Upgrade
12,Long-Term Investments,86264,327609,517689,517689,517689,487372,487372,-,487372,702243,706415,784846,777722,357515,356853,356853,325528,310601,256201,461247,Upgrade
13,Other Intangible Assets,-,345.49,378.11,410.74,443.36,436.73,476.67,-,556.55,605.78,653.16,165.31,188.97,1612,1717,486.36,384.69,415.62,446.55,477.48,Upgrade
14,Long-Term Deferred Tax Assets,1044,2438,2470,2470,4276,14629,14525,-,12019,16837,21827,14257,13886,8618,8122,5670,5733,5920,6130,6390,Upgrade
15,Other Long-Term Assets,1127091,1101801,1122583,1123904,1083094,1724318,2426144,-,2557807,2645287,2652876,2532062,1888644,1641872,1437677,1828704,1622277,1714731,1708754,2111405,Upgrade
16,Total Assets,7706487,8104882,8460507,8711609,8296949,8571025,8842655,-,9467030,10285692,10041374,10289664,9578592,10113651,9220370,7538296,7378527,6387094,6450660,6704785,Upgrade
17,Accounts Payable,193428,183974,188105,225659,384999,199506,208353,-,366426,217332,184312,208674,215145,256714,264836,274660,505049,317230,311237,313319,Upgrade
18,Accrued Expenses,431396,447023,396706,417218,367504,334173,293995,-,247411,299392,296399,268584,684548,317750,872647,213120,308214,364843,294127,468172,Upgrade
19,Short-Term Debt,222379,1345112,1646652,1751061,835666,1132621,1005435,-,282964,1518580,429753,2766106,547765,1504932,1590893,1596353,404343,190948,276507,305421,Upgrade
20,Current Portion of Long-Term Debt,1713261,-,-,-,992688,-,-,-,1046547,-,2510883,-,1797657,-,-,-,1067827,714074,854992,546187,Upgrade
21,Current Income Taxes Payable,47640,30976,67247,57204,53475,34278,64363,-,46128,67309,48501,38119,52979,76186,63187,146598,104025,95412,156758,140479,Upgrade
22,Current Unearned Revenue,2184,1437,2677,5630,8519,783342,799564,-,15897,11020,10908,12912,14959,12848,17876,33839,13823,32471,31819,6046,Upgrade
23,Other Current Liabilities,1212642,1490631,1663291,1829516,1246481,843201,1026225,-,1826206,905503,457486,516829,203452,583837,556943,384225,154471,234977,344357,353655,Upgrade
24,Total Current Liabilities,3822930,3499153,3964678,4286288,3889332,3327120,3397934,-,3831579,3019137,3938242,3811225,3516506,2752266,3366383,2648795,2557754,1949954,2269797,2133277,Upgrade
25,Long-Term Debt,104985,652033,648143,639310,636999,1536742,1741709,-,1988378,3236116,2371371,2743460,2346976,3391478,1883273,968372,968054,1144495,938767,1146004,Upgrade
26,Long-Term Unearned Revenue,2606,3148,3257,3366,3474,3391,3065,-,3474,3474,3474,3908,3908,4451,4126,4234,4343,3189,4560,4777,Upgrade
27,Long-Term Deferred Tax Liabilities,-,-,-,-,-,5521,5521,-,5050,4703,4605,4314,4157,4041,5756,4093,3990,4129,3759,3527,Upgrade
28,Other Long-Term Liabilities,139444,316444,221677,179288,179376,180038,180397,-,180953,387770,180668,180347,180296,179206,224415,223965,223443,210174,208089,392834,Upgrade
29,Total Liabilities,4069964,4470778,4837755,5108251,4709182,5052811,5328626,-,6009434,6651200,6498361,6743254,6051843,6331443,5483953,3849459,3757584,3311942,3424971,3680419,Upgrade
30,Common Stock,3041686,3041686,3041686,3041686,3041686,3041686,3041686,-,3041686,3041686,3041686,3041686,3041686,3041686,2644946,2644946,2644946,2299955,2299955,1999963,Upgrade
31,Additional Paid-In Capital,60987,60987,60987,60987,60987,60987,60987,-,60987,60987,60987,60987,60987,60987,60987,60987,60987,60987,60987,60987,Upgrade
32,Retained Earnings,334914,331828,312704,294557,277851,210231,206629,-,154289,332009,240367,244514,225101,242254,604338,569956,516430,672496,625462,924836,Upgrade
33,Comprehensive Income & Other,-,1086,1086,1499,1499,1086,1086,-,1086,1086,1086,1086,1086,1241,580.01,580.01,580.01,580.01,-,-,Upgrade
34,Total Common Equity,3437586,3435587,3416463,3398729,3382023,3313990,3310388,3258048,3258048,3435768,3344126,3348273,3328860,3346168,3310851,3276469,3222943,3034018,2986403,2985786,Upgrade
35,Minority Interest,198937,198517,206290,204628,205745,204224,203641,-,199548,198724,198886,198137,197888,436041,425566,412368,398000,41135,39286,38580,Upgrade
36,Shareholders' Equity,3636523,3634104,3622752,3603357,3587767,3518214,3514030,3457596,3457596,3634493,3543013,3546410,3526748,3782209,3736417,3688837,3620943,3075152,3025690,3024365,Upgrade
37,Total Liabilities & Equity,7706487,8104882,8460507,8711609,8296949,8571025,8842655,-,9467030,10285692,10041374,10289664,9578592,10113651,9220370,7538296,7378527,6387094,6450660,6704785,Upgrade
38,Total Debt,2040625,1997145,2294795,2390371,2465353,2669362,2747144,3317889,3317889,4754696,5312008,5509567,4692399,4896410,3474166,2564726,2440224,2049516,2070266,1997612,Upgrade
