,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Revenue,7023,7745,7699,7759,7620,7833,6247,6025,4002,2886
1,Revenue Growth (YoY),-8.78%,-0.18%,1.03%,-0.95%,21.97%,30.02%,56.12%,108.75%,78.55%,46.42%
2,Cost of Revenue,5829,6673,6125,6427,5567,5838,4373,4327,2726,1833
3,Gross Profit,1193,1072,1574,1331,2053,1995,1874,1698,1275,1053
4,"Selling, General & Admin",359.78,506.62,435.9,516.95,428.16,473.38,446.39,375.38,250.05,195.17
5,Other Operating Expenses,-11.15,-63.31,-36.33,-74.98,-28.78,-39.33,-60.86,-46.61,-42.81,-14.59
6,Operating Expenses,348.63,773.8,399.57,870.7,399.38,574.54,405.73,421.52,207.24,180.58
7,Operating Income,844.8,298.19,1174,460.65,1653,1420,1468,1276,1068,872.83
8,Interest Expense,-13.66,-8.54,-11.28,-8.44,-4.24,-5.11,-4.87,-10.18,-14.05,-6.18
9,Interest & Investment Income,30.47,44.14,65.77,73.23,27.44,43.59,31.83,49.19,51.69,53.39
10,Earnings From Equity Investments,19.48,33.69,11.24,26.59,29.81,-1.73,33.27,40.29,21.97,16.82
11,Currency Exchange Gain (Loss),-0.1,5.28,0.1,-2.51,-2.48,-24.77,22.66,0.78,0.26,6.51
12,Other Non Operating Income (Expenses),-,-204.33,-0.31,-37.49,-5.3,13.03,-27.44,-14.38,-6.41,-8.26
13,EBT Excluding Unusual Items,880.99,168.45,1240,512.02,1698,1445,1524,1342,1122,935.1
14,Impairment of Goodwill,-,-427.89,-,-,-,-,-,-,-,-
15,Gain (Loss) on Sale of Investments,-12.45,17.74,17.82,204.92,17.84,90.3,-,4.55,18.9,8.42
16,Gain (Loss) on Sale of Assets,-13.41,43.42,-0.58,-4.34,-0.24,-4.01,19.75,0.29,0.57,0.44
17,Asset Writedown,-2890,41.54,-51.64,282.02,-258.75,0.6,-,-,-,-
18,Other Unusual Items,-,0.19,-,-,-,-,-,-,-,-
19,Pretax Income,-2035,-156.56,1205,994.63,1457,1532,1543,1347,1141,943.97
20,Income Tax Expense,-503,96.21,253.6,209.19,307.83,247.67,262.33,247.13,267.89,220.77
21,Earnings From Continuing Operations,-1532,-252.77,951.51,785.44,1149,1285,1281,1100,873.18,723.2
22,Minority Interest in Earnings,-101.86,-125.3,-112.55,-3.74,-91.59,-118.4,-138.71,-103.09,-115.23,-33.75
23,Net Income,-1634,-378.08,838.95,781.69,1058,1166,1142,996.46,757.95,689.45
24,Net Income to Common,-1634,-378.08,838.95,781.69,1058,1166,1142,996.46,757.95,689.45
25,Net Income Growth,-,-,-20.70%,-32.97%,-7.39%,17.03%,50.71%,44.53%,40.02%,47.09%
26,Shares Outstanding (Basic),1420,1420,1420,1420,1420,1421,1346,1333,1333,1333
27,Shares Outstanding (Diluted),1420,1420,1420,1420,1420,1421,1346,1333,1333,1333
28,Shares Change (YoY),-,-,-0.00%,-0.07%,5.51%,6.58%,0.94%,-,-,0.00%
29,EPS (Basic),-1.15,-0.27,0.59,0.55,0.75,0.82,0.85,0.75,0.57,0.52
30,EPS (Diluted),-1.15,-0.27,0.59,0.55,0.75,0.82,0.85,0.75,0.57,0.52
31,EPS Growth,-,-,-20.70%,-32.92%,-12.22%,9.81%,49.31%,44.53%,40.02%,47.09%
32,Free Cash Flow,-429.48,662.9,120.06,351.94,-1523,1620,941.38,1479,1087,1053
33,Free Cash Flow Per Share,-0.30,0.47,0.08,0.25,-1.07,1.14,0.70,1.11,0.82,0.79
34,Dividend Per Share,0.030,0.060,0.025,-,-,-,-,-,-,-
35,Dividend Growth,20.00%,-,-,-,-,-,-,-,-,-
36,Operating Margin,12.03%,3.85%,15.25%,5.94%,21.70%,18.13%,23.50%,21.18%,26.69%,30.24%
37,Profit Margin,-23.27%,-4.88%,10.90%,10.08%,13.88%,14.89%,18.29%,16.54%,18.94%,23.89%
38,Free Cash Flow Margin,-6.12%,8.56%,1.56%,4.54%,-19.99%,20.68%,15.07%,24.55%,27.17%,36.47%
39,EBITDA,1013,483.63,1339,611,1804,1556,1570,1363,1135,898.83
40,D&A For EBITDA,167.86,185.44,165.29,150.36,150.6,135.52,101.83,86.88,66.87,26
41,EBIT,844.8,298.19,1174,460.65,1653,1420,1468,1276,1068,872.83
42,Advertising Expenses,13.46,-,21.02,-,23.36,-,20.58,-,13.72,-
