,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Market Capitalization,4118,3976,5084,7157,13362,17920,18886,54883,45867,52067,35867
1,Market Cap Growth,-44.44%,-44.44%,-61.96%,-60.06%,-29.25%,-67.35%,-58.82%,5.41%,27.88%,195.39%,153.30%
2,Enterprise Value,1134,-502,876,3736,8719,14319,10334,50141,42116,47334,31097
3,Last Close Price,2.90,2.77,3.47,4.85,9.05,12.13,12.32,35.80,31.34,35.57,24.24
4,PE Ratio,-,-,-,4.09,6.43,6.88,6.67,21.34,22.01,32.79,26.05
5,Forward PE,3.89,2.79,2.45,3.07,4.61,5.52,5.00,16.64,17.93,25.33,21.00
6,PS Ratio,0.26,0.25,0.30,0.43,0.77,0.99,1.09,3.72,3.85,6.89,6.25
7,PB Ratio,0.35,0.29,0.32,0.45,0.84,1.14,1.19,3.76,4.46,6.23,4.93
8,P/TBV Ratio,0.51,0.51,0.53,0.77,1.52,2.23,2.29,6.74,9.17,14.77,7.23
9,P/FCF Ratio,16.42,-,5.89,14.03,-10.09,-,6.01,18.85,15.05,22.18,20.22
10,P/OCF Ratio,8.22,-,4.63,9.91,-12.66,-,5.82,18.38,14.74,21.95,20.04
11,PEG Ratio,0.36,0.36,0.32,0.28,0.37,0.25,0.17,0.53,0.57,0.85,0.59
12,EV/Sales Ratio,0.07,-,0.05,0.22,0.50,0.79,0.60,3.40,3.54,6.26,5.42
13,EV/EBITDA Ratio,0.67,-,0.44,1.77,3.19,3.64,2.69,14.21,14.20,21.21,16.98
14,EV/EBIT Ratio,0.88,-,0.54,2.12,3.65,3.98,2.91,15.19,15.13,22.23,17.68
15,EV/FCF Ratio,4.52,-,1.02,7.33,-6.59,-,3.29,17.23,13.82,20.16,17.53
16,Debt / Equity Ratio,0.04,0.04,0.03,0.02,0.01,0.02,0.01,0.01,0.04,0.05,0.02
17,Debt / FCF Ratio,2.04,-,0.48,0.51,-0.13,-,0.06,0.05,0.14,0.19,0.06
18,Return on Capital Employed (ROCE),8.50%,8.51%,9.81%,10.64%,14.56%,22.08%,21.52%,21.68%,25.73%,24.03%,23.48%
19,Earnings Yield,-52.50%,-54.38%,9.99%,24.47%,15.56%,14.54%,15.00%,4.69%,4.54%,3.05%,3.84%
20,FCF Yield,6.09%,6.31%,16.97%,7.13%,-9.91%,0.63%,16.65%,5.30%,6.64%,4.51%,4.94%
21,Dividend Yield,3.39%,3.49%,2.70%,0.56%,-,-,-,-,-,-,-
22,Buyback Yield / Dilution,-0.00%,-,-,0.00%,0.07%,-5.51%,-6.58%,-0.94%,-,-,-0.00%
23,Total Shareholder Return,3.39%,3.49%,2.70%,0.56%,0.07%,-5.51%,-6.58%,-0.94%,-,-,-0.00%
