,Fiscal Quarter,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,+2 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020",+2 Quarters
0,Other Revenue,0.04,0.02,0.06,0.08,-0,1.2,0.48,-0.68,-0.01,-1.05,Upgrade
1,Revenue,0.04,0.02,0.06,0.08,-0,1.2,0.48,-0.68,-0.01,-1.05,Upgrade
2,Revenue Growth (YoY),-25.00%,-80.72%,-,-93.11%,-,-,-,-,-,-,Upgrade
3,Gross Profit,0.04,0.02,0.06,0.08,-0,1.2,0.48,-0.68,-0.01,-1.05,Upgrade
4,"Selling, General & Admin",3.12,4.62,4.8,5.13,5.2,3.88,3.71,3.57,4.23,4.21,Upgrade
5,Operating Expenses,3.12,4.62,4.8,5.13,5.2,3.88,3.71,3.57,4.23,4.21,Upgrade
6,Operating Income,-3.08,-4.6,-4.74,-5.05,-5.2,-2.68,-3.23,-4.25,-4.24,-5.26,Upgrade
7,Interest Expense,-0.01,-0.01,-0.01,-0.01,-0.01,-0.13,-0.01,-0.01,-0.01,-0.02,Upgrade
8,Currency Exchange Gain (Loss),-,-,-,-0.02,0.04,0,0,-,-0,-0.03,Upgrade
9,EBT Excluding Unusual Items,-3.09,-4.61,-4.75,-5.07,-5.17,-2.81,-3.23,-4.25,-4.26,-5.32,Upgrade
10,Gain (Loss) on Sale of Assets,-,-,-,-0,-,-,-,-,-0,-0,Upgrade
11,Other Unusual Items,-,-,-,0.01,0.07,-,-,-,0.14,-,Upgrade
12,Pretax Income,-3.09,-4.61,-4.75,-5.07,-5.11,-2.81,-3.23,-4.25,-4.13,-5.32,Upgrade
13,Net Income,-3.09,-4.61,-4.75,-5.07,-5.11,-2.81,-3.23,-4.25,-4.13,-5.32,Upgrade
14,Net Income to Common,-3.09,-4.61,-4.75,-5.07,-5.11,-2.81,-3.23,-4.25,-4.13,-5.32,Upgrade
15,Shares Outstanding (Basic),237,237,237,237,237,222,173,173,173,173,Upgrade
16,Shares Outstanding (Diluted),237,237,237,237,237,222,173,173,173,173,Upgrade
17,Shares Change (YoY),-,-,-,6.86%,37.31%,28.50%,-,-,-,-,Upgrade
18,EPS (Basic),-0.01,-0.02,-0.02,-0.02,-0.02,-0.01,-0.02,-0.02,-0.02,-0.03,Upgrade
19,EPS (Diluted),-0.01,-0.02,-0.02,-0.02,-0.02,-0.01,-0.02,-0.02,-0.02,-0.03,Upgrade
20,Free Cash Flow,-8.13,-3.65,0.1,-11.7,-6.88,-2.18,-1.06,-2.44,-3.25,-3.56,Upgrade
21,Free Cash Flow Per Share,-0.03,-0.02,0.00,-0.05,-0.03,-0.01,-0.01,-0.01,-0.02,-0.02,Upgrade
22,Operating Margin,-7338.10%,-28775.00%,-8469.64%,-6083.13%,-,-222.26%,-666.53%,-,-,-,Upgrade
23,Profit Margin,-7352.38%,-28806.25%,-8480.36%,-6103.61%,-,-232.97%,-667.36%,-,-,-,Upgrade
24,Free Cash Flow Margin,-19366.67%,-22787.50%,176.79%,-14098.80%,-,-181.15%,-219.83%,-,-,-,Upgrade
25,EBITDA,-2.75,-4.44,-4.24,-4.72,-5.2,-2.67,-3.22,-4.24,-4.23,-5.25,Upgrade
26,D&A For EBITDA,0.33,0.17,0.5,0.33,0,0.01,0.01,0.01,0.01,0.01,Upgrade
27,EBIT,-3.08,-4.6,-4.74,-5.05,-5.2,-2.68,-3.23,-4.25,-4.24,-5.26,Upgrade
