,Fiscal Quarter,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,+2 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020",+2 Quarters
0,Cash & Equivalents,9.93,18.06,21.69,21.57,28.31,40.09,0.71,1.33,0.58,4.11,Upgrade
1,Short-Term Investments,0.2,0.2,0.2,0.21,0.14,0.14,0.14,0.19,0.19,0.19,Upgrade
2,Trading Asset Securities,5.01,-,-,6.61,4.94,-,-,0.43,1.36,1.37,Upgrade
3,Cash & Short-Term Investments,15.14,18.26,21.89,28.38,33.39,40.23,0.85,1.95,2.13,5.67,Upgrade
4,Cash Growth,-30.83%,-35.68%,-34.46%,-29.45%,3814.77%,1964.29%,-59.99%,-65.60%,-79.90%,-63.48%,Upgrade
5,Prepaid Expenses,0.58,0.58,0.47,0.53,0.4,0.31,0.23,0.25,0.13,0.27,Upgrade
6,Total Current Assets,15.72,18.84,22.36,28.92,33.79,40.54,1.09,2.2,2.27,5.93,Upgrade
7,"Property, Plant & Equipment",-,-,0.17,0.67,0,0.01,0.01,0.1,0.39,0.71,Upgrade
8,Total Assets,15.72,18.84,22.53,29.59,33.79,40.55,1.1,2.3,2.65,6.64,Upgrade
9,Accrued Expenses,1.87,1.91,1,3.31,2.46,4.11,3.55,1.97,1.26,0.83,Upgrade
10,Short-Term Debt,4.04,4.03,4.03,4.02,4.01,4.01,-,3.5,-,-,Upgrade
11,Current Portion of Leases,-,-,-,-,-,-,-,0.05,0.36,0.6,Upgrade
12,Total Current Liabilities,5.91,5.94,5.02,7.33,6.47,8.12,3.55,5.52,1.62,1.43,Upgrade
13,Long-Term Debt,-,-,-,-,-,-,4,-,-,-,Upgrade
14,Long-Term Leases,-,-,-,-,-,-,-,-,-,0.05,Upgrade
15,Total Liabilities,5.91,5.94,5.02,7.33,6.47,8.12,7.55,5.52,1.62,1.49,Upgrade
16,Common Stock,23.73,23.73,23.73,23.73,23.73,23.73,17.28,17.28,17.28,17.28,Upgrade
17,Additional Paid-In Capital,73.03,73.03,73.03,73.03,73.03,73.03,37.79,37.79,37.79,37.79,Upgrade
18,Retained Earnings,-86.94,-83.85,-79.25,-74.5,-69.43,-64.32,-61.52,-58.29,-54.04,-49.91,Upgrade
19,Shareholders' Equity,9.81,12.9,17.51,22.26,27.32,32.43,-6.45,-3.22,1.03,5.16,Upgrade
20,Total Liabilities & Equity,15.72,18.84,22.53,29.59,33.79,40.55,1.1,2.3,2.65,6.64,Upgrade
21,Total Debt,4.04,4.03,4.03,4.02,4.01,4.01,4,3.55,0.36,0.65,Upgrade
22,Net Cash (Debt),11.1,14.23,17.86,24.36,29.38,36.22,-3.15,-1.6,1.77,5.01,Upgrade
23,Net Cash Growth,-37.84%,-41.60%,-39.20%,-32.74%,-,-,-,-,-81.66%,-67.68%,Upgrade
24,Net Cash Per Share,0.05,0.06,0.08,0.10,0.12,0.16,-0.02,-0.01,0.01,0.03,Upgrade
25,Filing Date Shares Outstanding,237.27,237.27,237.27,237.27,237.27,237.27,172.8,172.8,172.8,172.8,Upgrade
26,Total Common Shares Outstanding,237.27,237.27,237.27,237.27,237.27,237.27,172.8,172.8,172.8,172.8,Upgrade
27,Working Capital,9.81,12.9,17.34,21.59,27.32,32.42,-2.46,-3.32,0.64,4.5,Upgrade
28,Book Value Per Share,0.04,0.05,0.07,0.09,0.12,0.14,-0.04,-0.02,0.01,0.03,Upgrade
29,Tangible Book Value,9.81,12.9,17.51,22.26,27.32,32.43,-6.45,-3.22,1.03,5.16,Upgrade
30,Tangible Book Value Per Share,0.04,0.05,0.07,0.09,0.12,0.14,-0.04,-0.02,0.01,0.03,Upgrade
31,Machinery,-,0.1,-,0.1,-,0.08,-,0.08,-,0.09,Upgrade
32,Leasehold Improvements,-,0.98,-,0.98,-,-,-,-,-,-,Upgrade
