,Fiscal Quarter,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,+2 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020",+2 Quarters
0,Revenue,192.62,188.41,175.62,167.13,193.17,143.86,309.27,305.94,172.37,155.69,Upgrade
1,Revenue Growth (YoY),9.68%,12.73%,-9.09%,16.17%,-37.54%,-52.98%,79.42%,96.51%,-27.00%,-24.92%,Upgrade
2,Cost of Revenue,151.42,153.53,155.12,181.05,159.32,150.02,240.39,176.4,134.21,139.01,Upgrade
3,Gross Profit,41.2,34.88,20.5,-13.92,33.86,-6.16,68.89,129.53,38.17,16.68,Upgrade
4,"Selling, General & Admin",45.34,44.22,50.86,29.78,195.16,143.5,51.53,54.05,45.86,74.07,Upgrade
5,Research & Development,4.69,9.27,5.64,232.37,30.2,7.15,4.52,4.97,5.83,12.07,Upgrade
6,Operating Expenses,34.99,66.39,57.41,335.99,267.14,234.52,60.63,52.2,51.7,104.11,Upgrade
7,Operating Income,6.22,-31.51,-36.91,-349.91,-233.29,-240.68,8.26,77.33,-13.53,-87.43,Upgrade
8,Interest Expense,-45.76,-46.21,-47.79,-45.1,-35.56,-56.37,-24.27,-43.65,-45.01,-45.31,Upgrade
9,Interest & Investment Income,-,0.06,-,0.05,-,0.01,-,0.11,-,1.75,Upgrade
10,Earnings From Equity Investments,-0.01,0.15,-0.01,-180.95,-4.73,-169.78,38.5,-11.52,29.01,-0.3,Upgrade
11,Currency Exchange Gain (Loss),0.02,-0.06,0.29,0.12,0.51,0.81,0.24,0.39,0.34,-0.7,Upgrade
12,Other Non Operating Income (Expenses),-0.06,-1.7,0.93,-168.88,3.1,-455.45,3.5,-3.49,7.31,10.64,Upgrade
13,EBT Excluding Unusual Items,-39.6,-79.28,-83.48,-744.66,-269.97,-921.46,26.22,19.17,-21.89,-121.34,Upgrade
14,Gain (Loss) on Sale of Investments,-,-0.03,-,-0.57,0,-2.16,-,-6.87,44.55,0.07,Upgrade
15,Gain (Loss) on Sale of Assets,-3.28,-9.72,-1.9,-1.43,-0.28,-1.34,0.87,20.75,-2.51,212.02,Upgrade
16,Asset Writedown,-,-13.52,-,-58.8,-,-186.21,-,-,-,-,Upgrade
17,Legal Settlements,-,1.38,-,-,-,-,-,-,-,-,Upgrade
18,Other Unusual Items,46.37,0.31,-,18.63,-,4.92,-,-1.25,-,-,Upgrade
19,Pretax Income,3.5,-100.86,-85.38,-786.83,-270.25,-1106,27.1,31.8,20.16,90.75,Upgrade
20,Income Tax Expense,0.18,-12.13,-3.8,-24.71,0.77,-30.55,11.87,-20.73,1.71,3.59,Upgrade
21,Earnings From Continuing Operations,3.32,-88.73,-81.58,-762.12,-271.02,-1076,15.22,52.53,18.45,87.16,Upgrade
22,Minority Interest in Earnings,-5.2,-1.37,1,0.31,-0.74,6.13,4.15,5.03,7.08,-6.78,Upgrade
23,Net Income,-1.89,-90.1,-80.58,-761.81,-271.76,-1070,19.38,57.56,25.53,80.37,Upgrade
24,Net Income to Common,-1.89,-90.1,-80.58,-761.81,-271.76,-1070,19.38,57.56,25.53,80.37,Upgrade
25,Net Income Growth,-,-,-,-,-,-,-24.09%,-28.38%,2.72%,2593.47%,Upgrade
26,Shares Outstanding (Basic),1182,1182,1182,1182,1182,1084,983,966,944,920,Upgrade
27,Shares Outstanding (Diluted),1182,1182,1182,1182,1182,1084,983,966,944,920,Upgrade
28,Shares Change (YoY),-,-,-,9.03%,20.23%,12.21%,4.11%,5.02%,2.64%,-,Upgrade
29,EPS (Basic),-0.00,-0.08,-0.07,-0.64,-0.23,-0.99,0.02,0.06,0.03,0.09,Upgrade
30,EPS (Diluted),-0.00,-0.08,-0.07,-0.64,-0.23,-0.99,0.02,0.06,0.03,0.08,Upgrade
31,EPS Growth,-,-,-,-,-,-,-27.09%,-28.22%,0.08%,-,Upgrade
32,Free Cash Flow,37.32,65.75,22.1,-143.97,-114.13,-55.27,-14.1,90.92,14.83,42.98,Upgrade
33,Free Cash Flow Per Share,0.03,0.06,0.02,-0.12,-0.10,-0.05,-0.01,0.09,0.02,0.05,Upgrade
34,Operating Margin,3.23%,-16.72%,-21.02%,-209.36%,-120.77%,-167.30%,2.67%,25.28%,-7.85%,-56.16%,Upgrade
35,Profit Margin,-0.98%,-47.82%,-45.88%,-455.82%,-140.68%,-743.46%,6.26%,18.81%,14.81%,51.62%,Upgrade
36,Free Cash Flow Margin,19.37%,34.89%,12.58%,-86.15%,-59.08%,-38.42%,-4.56%,29.72%,8.60%,27.60%,Upgrade
37,EBITDA,19.46,-14.43,-13.55,-322.1,-191.05,-185.03,46.9,96.46,30.34,-60.18,Upgrade
38,D&A For EBITDA,13.24,17.08,23.36,27.81,42.24,55.65,38.64,19.13,43.86,27.25,Upgrade
39,EBIT,6.22,-31.51,-36.91,-349.91,-233.29,-240.68,8.26,77.33,-13.53,-87.43,Upgrade
