,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,28954,26208,20966,22994,26770,30202,41371,54350,39499,24001,29762,Upgrade
1,Market Cap Growth,13.98%,13.98%,-21.68%,-23.86%,-35.29%,-44.43%,4.74%,126.45%,32.71%,8.80%,49.54%,Upgrade
2,Enterprise Value,29924,26976,22565,23553,25531,29627,42836,49726,37040,23290,32311,Upgrade
3,Last Close Price,9.28,8.26,6.53,7.09,8.03,8.90,11.16,14.33,10.12,5.23,5.91,Upgrade
4,PE Ratio,23.87,21.61,23.11,45.49,14.02,5.75,6.10,10.02,14.09,11.69,12.39,Upgrade
5,Forward PE,16.73,15.83,9.54,9.15,6.53,4.94,6.73,7.89,13.35,10.14,9.38,Upgrade
6,PS Ratio,1.68,1.52,1.25,1.33,1.20,1.08,1.44,2.23,2.28,1.37,1.62,Upgrade
7,PB Ratio,1.90,1.72,1.40,1.64,1.78,1.84,2.17,3.32,2.75,1.40,1.59,Upgrade
8,P/TBV Ratio,1.72,1.72,1.40,1.64,1.78,1.84,2.17,3.32,2.76,1.41,1.59,Upgrade
9,P/FCF Ratio,28.30,25.62,94.05,-,6.89,6.56,9.41,20.22,24.94,14.71,18.41,Upgrade
10,P/OCF Ratio,16.14,16.14,25.45,-,4.47,4.58,6.48,16.07,17.34,8.95,11.15,Upgrade
11,PEG Ratio,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,Upgrade
12,EV/Sales Ratio,1.73,1.56,1.35,1.36,1.14,1.06,1.49,2.04,2.14,1.33,1.76,Upgrade
13,EV/EBITDA Ratio,10.76,9.75,9.62,12.29,6.04,3.62,4.73,7.00,8.86,6.38,8.30,Upgrade
14,EV/EBIT Ratio,15.85,14.29,15.47,22.13,7.41,3.99,5.13,7.69,10.29,7.61,9.78,Upgrade
15,EV/FCF Ratio,29.25,26.37,101.22,-,6.57,6.44,9.75,18.50,23.39,14.28,19.98,Upgrade
16,Debt / Equity Ratio,0.35,0.35,0.30,0.41,0.29,0.20,0.14,0.29,0.08,0.10,0.16,Upgrade
17,Debt / FCF Ratio,5.21,5.21,19.97,-,1.13,0.72,0.62,1.74,0.73,1.08,1.82,Upgrade
18,Return on Capital Employed (ROCE),10.65%,10.64%,8.12%,5.88%,17.59%,42.83%,41.62%,37.73%,24.50%,17.13%,16.13%,Upgrade
19,Earnings Yield,4.19%,4.63%,4.33%,2.20%,7.13%,17.39%,16.39%,9.98%,7.10%,8.55%,8.07%,Upgrade
20,FCF Yield,3.53%,3.90%,1.06%,3.96%,14.51%,15.23%,10.62%,4.95%,4.01%,6.80%,5.43%,Upgrade
21,Dividend Yield,2.54%,2.66%,2.45%,3.67%,4.36%,15.17%,13.45%,4.53%,4.45%,7.65%,6.76%,Upgrade
22,Buyback Yield / Dilution,-,-,0.00%,-,-0.00%,-0.49%,-1.27%,-0.77%,-,-,Upgrade,
23,Total Shareholder Return,2.54%,2.66%,2.45%,3.67%,4.36%,15.17%,12.95%,3.27%,3.68%,7.65%,6.76%,Upgrade
