,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Revenue,29.4,37.31,44.97,40.74,31.54,76.84,86.05,107.06,77.32,180.66
1,Revenue Growth (YoY),-34.61%,-8.42%,42.56%,-46.98%,-63.35%,-28.23%,11.29%,-40.74%,-67.50%,-40.77%
2,Cost of Revenue,27.8,36.67,38.76,43.32,34.66,59.36,76.84,94.07,87.98,184.8
3,Gross Profit,1.61,0.63,6.21,-2.58,-3.12,17.47,9.21,12.99,-10.66,-4.14
4,"Selling, General & Admin",0.15,0.06,0.17,0.28,0.32,0.74,0.53,2.44,1.13,4.09
5,Other Operating Expenses,2.98,2.27,3.19,6.43,3.78,3.84,5.47,3.4,3.82,9.05
6,Operating Expenses,6.04,10.3,6.58,10.14,10.55,16.95,23.44,25.9,41.21,49.05
7,Operating Income,-4.43,-9.67,-0.38,-12.72,-13.66,0.52,-14.24,-12.92,-51.87,-53.19
8,Interest Expense,-1.19,-1.98,-1.89,-1.95,-1.03,-1.62,-1.98,-2.64,-3.97,-8.91
9,Interest & Investment Income,-,0.02,-,0.02,-,0.01,-,0.01,-,0.16
10,EBT Excluding Unusual Items,-5.62,-11.63,-2.26,-14.64,-14.69,-1.09,-16.22,-15.54,-55.84,-61.93
11,Gain (Loss) on Sale of Assets,-,0.14,-,0.17,-,0.21,-,1.93,-2.64,-4.76
12,Asset Writedown,-,-6.75,-0.09,-10.27,-,-21.79,-,-8.1,-5.66,3.18
13,Other Unusual Items,-,6.02,-,1.03,-,4.13,1.59,5.1,11.74,2.76
14,Pretax Income,-5.62,-12.22,-2.35,-23.71,-14.69,-18.55,-14.63,-16.6,-52.4,-60.75
15,Income Tax Expense,-,-,-0.03,24.3,-0.01,0.03,1.04,0.34,0.38,12.01
16,Earnings From Continuing Operations,-5.62,-12.22,-2.33,-48.01,-14.68,-18.58,-15.66,-16.94,-52.77,-72.76
17,Minority Interest in Earnings,-,0.14,0.05,0.26,0.13,0.17,0.12,0.35,0.31,0.45
18,Net Income,-5.62,-12.08,-2.27,-47.75,-14.55,-18.41,-15.54,-16.59,-52.47,-72.31
19,Net Income to Common,-5.62,-12.08,-2.27,-47.75,-14.55,-18.41,-15.54,-16.59,-52.47,-72.31
20,Shares Outstanding (Basic),107,102,99,91,70,67,57,34,32,29
21,Shares Outstanding (Diluted),107,102,99,91,70,67,57,34,32,29
22,Shares Change (YoY),8.02%,11.56%,41.88%,37.11%,23.19%,94.77%,78.03%,16.46%,23.67%,13.91%
23,EPS (Basic),-0.05,-0.12,-0.02,-0.52,-0.21,-0.28,-0.27,-0.48,-1.65,-2.46
24,EPS (Diluted),-0.05,-0.12,-0.02,-0.52,-0.21,-0.28,-0.27,-0.49,-1.65,-2.58
25,Free Cash Flow,-2.59,-2.39,11.48,-5.87,9.89,0.26,-7.78,-6.72,19.32,17.8
26,Free Cash Flow Per Share,-0.02,-0.02,0.12,-0.06,0.14,0.00,-0.14,-0.20,0.61,0.61
27,Operating Margin,-15.07%,-25.91%,-0.83%,-31.21%,-43.31%,0.68%,-16.55%,-12.06%,-67.09%,-29.44%
28,Profit Margin,-19.10%,-32.39%,-5.05%,-117.22%,-46.14%,-23.96%,-18.06%,-15.50%,-67.86%,-40.02%
29,Free Cash Flow Margin,-8.81%,-6.39%,25.52%,-14.41%,31.37%,0.33%,-9.04%,-6.27%,24.98%,9.85%
30,EBITDA,-4.41,-9.43,-0.03,-13.85,-11.36,4.85,-10.98,-10.39,-40.77,-58.22
31,D&A For EBITDA,0.02,0.24,0.34,-1.14,2.3,4.33,3.25,2.52,11.11,-5.03
32,EBIT,-4.43,-9.67,-0.38,-12.72,-13.66,0.52,-14.24,-12.92,-51.87,-53.19
