,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+20 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+20 Quarters
0,Cash & Equivalents,163718,860529,580960,214931,229105,264609,260888,321666,333840,650155,271051,285690,250042,476305,168382,44619,135405,221629,36695,44529,Upgrade
1,Short-Term Investments,245195,239996,233228,233228,233228,222572,247469,177850,490780,45605,6575,5775,5886,-,-,-,-,-,12167,20000,Upgrade
2,Accounts Receivable,414936,392539,420362,705337,473193,424790,335199,410783,358743,428333,339776,386853,313777,275293,254225,305567,321099,271463,250612,212476,Upgrade
3,Other Receivables,48854,53267,35115,36547,61978,111816,27153,21566,12914,46888,43483,113267,109132,53493,97683,189517,91467,92768,93153,165349,Upgrade
4,Inventory,118823,125784,126714,129484,126615,154391,153916,153799,155076,153143,155463,154115,146324,149719,867558,152336,151973,217380,258660,318460,Upgrade
5,Prepaid Expenses,21465,18901,24970,8282,10893,18440,13241,14652,9580,15083,17867,21432,9967,8085,7301,8422,7107,8384,7647,7133,Upgrade
6,Loans Receivable Current,242320,234320,229320,224320,229320,62420,244747,249747,256147,204426,235926,223176,253176,219176,176176,140000,144200,242290,185290,193242,Upgrade
7,Other Current Assets,126401,134440,155521,138726,94153,259035,104142,175906,501337,384778,279840,342452,227947,685152,640344,710524,928024,356808,340393,209118,Upgrade
8,Total Current Assets,1381712,2059776,1806190,1690854,1458484,1518074,1386756,1525969,2118417,1928410,1349981,1532760,1316250,1867223,2211669,1550984,1779276,1410721,1184616,1170307,Upgrade
9,"Property, Plant & Equipment",13542000,13722229,13995150,14208615,14401493,14543867,14708610,14776336,14813235,14053743,11137776,10884443,10972424,10516834,7438010,6050650,5899464,5597368,5511957,5445459,Upgrade
10,Goodwill,-,-,-,-,-,-,-,-,768.03,1213,1658,2103,2549,2994,3439,3884,4329,4778,5228,5678,Upgrade
11,Other Intangible Assets,21421,22317,23292,24245,25198,26154,27011,27967,28925,24832,24096,24813,21182,14749,15391,16066,16746,17388,18380,19495,Upgrade
12,Long-Term Investments,173517,160768,170617,167596,168150,156976,165384,118025,112950,101645,108657,103352,100122,87417,-,-,-,-,-,-,Upgrade
13,Long-Term Loans Receivable,-,5000,10000,15000,20000,25000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
14,Long-Term Deferred Tax Assets,-,-,5384,9481,8480,13310,18492,17982,13306,9765,11384,9883,8365,4555,5700,6415,6994,6877,7621,6213,Upgrade
15,Other Long-Term Assets,53714,55360,53072,37066,50565,52226,23244,31734,30553,37385,39100,42138,51786,66072,61122,56416,66298,51622,54452,37528,Upgrade
16,Total Assets,15172364,16025449,16063705,16152858,16132371,16335607,16329496,16498013,17118154,16156994,12672652,12599491,12472678,12559844,9735331,7684415,7773108,7088753,6782255,6684681,Upgrade
17,Accounts Payable,32284,90323,78851,115159,74936,91914,99188,724885,1224607,2788232,953704,243235,314712,2344668,1229793,334803,375696,108977,97996,61063,Upgrade
18,Accrued Expenses,114995,154754,116185,185208,140896,157548,156298,162434,162812,114417,73771,153582,107742,123802,68561,61215,90309,96892,61205,47818,Upgrade
19,Short-Term Debt,38220,40160,3351,86405,115676,419948,369431,375614,263278,237093,164012,137470,83112,203108,129143,172811,84478,434123,422955,298901,Upgrade
20,Current Portion of Long-Term Debt,545903,929114,1307215,1285095,1294741,764168,322129,238029,395614,387765,435861,317258,320484,253442,287637,497073,513878,474756,483254,221351,Upgrade
21,Current Unearned Revenue,93.19,135.51,164.36,170.48,117.51,193.09,263.12,333.15,260.18,223.57,178.78,195.36,211.94,195.78,212.36,228.94,245.51,230.42,244.19,17.35,Upgrade
22,Current Portion of Leases,12825,4096,4096,-,4096,4096,4096,4096,4096,4096,4096,3712,4096,2944,3328,3712,2529,993.25,993.25,-,Upgrade
23,Current Income Taxes Payable,29452,28449,20416,10011,35936,24958,12689,6623,7623,36521,18573,12051,29270,11933,9585,5258,9379,4435,2238,1147,Upgrade
24,Other Current Liabilities,11388,31175,32868,10678,12766,45032,40428,15914,12312,19020,84506,13923,18149,34108,13691,12488,24546,29346,34795,95847,Upgrade
25,Total Current Liabilities,785160,1278206,1563146,1692726,1679164,1507857,1004523,1527927,2070603,3587368,1734701,881426,877776,2974201,1741950,1087590,1101061,1149753,1103679,726144,Upgrade
26,Long-Term Debt,8563906,8910772,8624340,8564548,8676280,9001177,9459787,9082886,9254285,7140923,6606002,6642200,6681233,6029249,4569891,3239582,3188982,3171793,2973813,3295145,Upgrade
27,Long-Term Leases,32173,2644,3668,-,5716,6740,7764,8788,9812,10836,11860,13267,13908,16083,16723,17363,11605,5711,5960,-,Upgrade
28,Long-Term Unearned Revenue,277.27,288.83,291.14,338.91,423.04,266.26,268.57,270.89,273.2,295.96,32.37,34.68,36.99,39.3,41.61,43.93,46.24,-,-,-,Upgrade
29,Long-Term Deferred Tax Liabilities,25605,9334,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
30,Other Long-Term Liabilities,1946,1960,1956,2008,3466,146275,145524,145096,153446,523237,381465,1154743,1162032,3415,3443,3471,3498,3650,3824,4013,Upgrade
31,Total Liabilities,9409067,10203205,10193402,10259620,10365049,10662315,10617867,10764968,11488419,11262660,8734060,8691671,8734985,9022988,6332049,4348050,4305192,4330908,4087276,4025302,Upgrade
32,"Preferred Stock, Redeemable",642000,642000,642000,642000,642000,642000,642000,642000,642000,-,-,-,-,-,-,-,-,-,-,-,Upgrade
33,Common Stock,3583084,3583084,3412494,3412494,3412494,3412494,3219369,3219369,3219369,3219369,3219369,3037155,3037155,3037155,2711752,2711752,2711752,2202209,2038917,2038917,Upgrade
34,Additional Paid-In Capital,20700,20700,20700,20700,20700,20700,20730,20730,25866,37606,37606,37853,37853,37853,38179,38206,38206,38673,38673,38673,Upgrade
35,Retained Earnings,178063,168396,361756,364189,274862,250740,441781,462028,390455,395760,280360,440386,302568,246835,378621,318824,307296,253063,364147,313029,Upgrade
36,Total Common Equity,3781847,3772180,3794950,3797383,3708056,3683934,3681880,3702127,3635690,3652734,3537334,3515394,3377576,3321843,3128552,3068782,3057254,2493945,2441737,2390618,Upgrade
37,Minority Interest,1339449,1408064,1433353,1453854,1417266,1347358,1387749,1388918,1352046,1241600,401258,392426,360117,215013,274730,267583,410662,263900,253242,268760,Upgrade
38,Shareholders' Equity,5763296,5822244,5870302,5893238,5767322,5673292,5711629,5733045,5629735,4894334,3938592,3907820,3737693,3536856,3403282,3336365,3467916,2757845,2694979,2659379,Upgrade
39,Total Liabilities & Equity,15172364,16025449,16063705,16152858,16132371,16335607,16329496,16498013,17118154,16156994,12672652,12599491,12472678,12559844,9735331,7684415,7773108,7088753,6782255,6684681,Upgrade
40,Total Debt,9193026,9886787,9942671,9936047,10096509,10196129,10163208,9709412,9927085,7780713,7221830,7113908,7102831,6504827,5006722,3930542,3801472,4087378,3886974,3815397,Upgrade
41,Net Cash (Debt),-8784113,-8786262,-9128483,-9487889,-9634176,-9708948,-9654851,-9209896,-9102465,-7084952,-6944204,-6822443,-6846904,-6028522,-4838340,-3885923,-3666067,-3865749,-3838112,-3750868,Upgrade
42,Net Cash Per Share,-14716.23,-24793.24,-20876.64,-33491.08,-16511.43,-64017.84,-14918.59,-33356.35,-25763.64,-19324.18,-17472.18,-21599.53,-17592.73,-17219.24,-13866.13,-10193.56,-10806.87,-13812.76,-8432.22,-15143.97,Upgrade
43,Filing Date Shares Outstanding,596.9,358.31,358.31,358.31,358.31,358.31,358.32,358.32,358.32,358.32,358.32,358.32,358.32,358.32,332.72,332.72,332.72,270.2,270.18,270.18,Upgrade
44,Total Common Shares Outstanding,596.9,358.31,358.31,358.31,358.31,358.31,358.32,358.32,358.32,358.32,358.32,358.32,358.32,358.32,332.72,332.72,332.72,270.2,270.18,270.18,Upgrade
45,Working Capital,596552,781570,243043,-1872,-220680,10217,382233,-1959,47814,-1658958,-384720,651333,438474,-1106978,469719,463394,678215,260968,80937,444163,Upgrade
46,Book Value Per Share,6335.82,10527.75,10591.19,10597.98,10348.68,10281.36,10275.52,10332.02,10146.61,10194.18,9872.11,9810.83,9426.21,9270.67,9402.84,9223.20,9188.55,9229.84,9037.35,8848.15,Upgrade
47,Tangible Book Value,3760426,3749863,3771658,3773138,3682858,3657779,3654870,3674160,3605996,3626689,3511580,3488477,3353845,3304100,3109723,3048832,3036179,2471779,2418128,2365445,Upgrade
48,Tangible Book Value Per Share,6299.93,10465.46,10526.19,10530.32,10278.36,10208.37,10200.14,10253.97,10063.74,10121.49,9800.24,9735.72,9359.98,9221.15,9346.25,9163.24,9125.21,9147.80,8949.97,8754.98,Upgrade
49,Buildings,3956864,3955034,3955034,3945253,3945253,3951647,3907178,2939256,1982752,2991284,2989584,2996650,2986907,1829031,1830537,1808303,1810644,1781331,1725157,1722310,Upgrade
50,Machinery,12766123,12749050,12808048,12844685,12806019,12789081,12788907,9020897,9990706,8726629,8726396,8697357,8698102,3986759,4017855,4575816,4577757,4316436,4280865,4253403,Upgrade
51,Construction In Progress,268370,270039,285181,324927,358894,319251,350545,4998267,4876666,3957502,955411,563726,499097,5468836,2282986,808598,541417,323067,381808,289208,Upgrade
