,Fiscal Quarter,Current,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+20 Quarters
,Period Ending,"Mar '25 Mar 11, 2025","Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+20 Quarters
0,Market Capitalization,4855078,4299700,4174293,4777492,4521555,4385055,5425865,5279765,4523213,5150990,5859252,7887454,8048461,7122129,5557994,4691331,5423504,5369269,3501228,4485617,4077834,Upgrade
1,Market Cap Growth,-1.95%,-1.95%,-23.07%,-9.51%,-0.04%,-14.87%,-7.40%,-33.06%,-43.80%,-27.68%,5.42%,68.13%,48.40%,32.65%,58.74%,4.59%,33.00%,-2.47%,-37.33%,-,-,Upgrade
2,Enterprise Value,15620641,15136026,15378128,16361234,16214996,16083361,17110465,16520580,15608756,13477543,13204714,15102323,15255593,13365664,10671064,8844837,9500232,9498917,7592582,8505245,8116468,Upgrade
3,PE Ratio,79.34,38.84,-,42.42,38.13,-,64.46,26.94,23.95,18.17,15.65,26.13,23.94,27.16,23.92,20.14,22.95,22.68,15.57,20.34,16.51,Upgrade
4,PS Ratio,2.04,1.85,1.78,2.02,1.92,2.03,2.60,2.58,2.18,2.46,2.87,4.31,4.89,5.16,3.77,3.10,3.63,3.60,2.67,3.58,3.16,Upgrade
5,PB Ratio,2.14,0.75,0.72,0.81,0.77,0.76,0.96,0.92,0.79,0.91,1.20,2.00,2.06,1.91,1.57,1.38,1.63,1.55,1.27,1.66,1.53,Upgrade
6,P/FCF Ratio,6.41,5.67,4.67,9.20,-16.73,-8.48,-,-,-,-,-,-,-,-,-,-,-,-,-12.51,-7.98,-2.42,Upgrade
7,P/OCF Ratio,4.89,4.89,3.29,7.91,6.25,4.12,-,5.09,5.28,10.39,-,2.82,3.07,2.80,2.25,20.84,14.83,-,11.47,-64.94,-21.92,Upgrade
8,EV/Sales Ratio,6.72,6.51,6.58,6.93,6.89,7.43,8.18,8.07,7.53,6.44,6.47,8.24,9.27,9.68,7.25,5.85,6.36,6.36,5.78,6.80,6.29,Upgrade
9,EV/EBITDA Ratio,8.95,8.70,8.72,8.99,8.94,9.70,10.71,11.24,10.85,8.97,8.90,10.77,11.69,12.52,10.49,8.68,9.50,9.51,7.78,9.02,8.68,Upgrade
10,EV/EBIT Ratio,16.56,16.14,15.92,15.94,15.22,16.73,18.39,19.68,19.43,15.84,15.42,17.90,18.63,20.47,16.34,13.50,14.86,14.74,12.13,14.21,13.25,Upgrade
11,EV/FCF Ratio,20.61,19.97,17.20,31.51,-60.01,-31.11,-,-,-,-,-,-,-,-,-,-,-,-,-27.14,-15.12,-4.82,Upgrade
12,Debt / Equity Ratio,1.60,1.60,1.70,1.69,1.69,1.75,1.80,1.78,1.69,1.76,1.59,1.83,1.82,1.90,1.84,1.47,1.18,1.10,1.48,1.44,1.43,Upgrade
13,Debt / EBITDA Ratio,5.29,6.12,6.11,6.42,4.34,6.31,5.53,6.69,5.82,7.31,5.84,5.18,3.70,5.55,6.45,4.97,4.04,3.52,4.03,4.16,3.94,Upgrade
14,Debt / FCF Ratio,12.13,12.13,11.06,19.15,-36.77,-19.53,-,-,-,-,-,-,-,-,-,-,-,-,-14.61,-6.91,-2.26,Upgrade
15,Quick Ratio,1.11,1.11,1.21,0.81,0.70,0.59,0.68,0.87,0.61,0.58,0.33,0.38,0.90,0.77,0.27,0.30,0.50,0.50,0.51,0.36,0.61,Upgrade
16,Current Ratio,1.76,1.76,1.61,1.16,1.00,0.87,1.01,1.38,1.00,1.02,0.54,0.78,1.74,1.50,0.63,1.27,1.43,1.62,1.23,1.07,1.61,Upgrade
17,Asset Turnover,0.14,0.14,0.12,0.18,0.14,0.14,0.12,0.13,0.12,0.14,0.16,0.18,0.14,0.11,0.15,0.16,0.29,0.20,0.18,0.18,Upgrade,
18,Return on Equity (ROE),0.85%,-3.27%,0.08%,8.66%,2.23%,0.02%,0.52%,7.30%,1.62%,12.36%,3.99%,18.17%,12.59%,7.03%,8.71%,9.01%,11.48%,9.40%,9.75%,11.65%,Upgrade,
19,Return on Assets (ROA),2.82%,3.18%,2.85%,5.79%,3.15%,4.05%,3.39%,4.02%,2.61%,3.01%,3.69%,6.33%,3.57%,3.61%,4.64%,4.90%,6.03%,5.88%,5.41%,5.83%,Upgrade,
