,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+20 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+20 Quarters
0,Cash & Equivalents,475862,404104,501398,530958,447184,430316,450383,336556,556775,689332,643525,802927,1073681,735224,547287,645987,460732,477112,308296,320031,Upgrade
1,Short-Term Investments,496928,465741,262966,298943,325577,394812,376417,242962,336732,449757,499592,275293,322507,242120,157255,185849,175189,147189,242065,67479,Upgrade
2,Trading Asset Securities,228900,225438,217794,210096,211306,211072,217526,221466,214416,185861,178826,178620,79647,79270,107557,59749,59649,56829,52949,49766,Upgrade
3,Cash & Short-Term Investments,1201689,1095283,982158,1039997,984067,1036200,1044327,800984,1107923,1324950,1321943,1256840,1475835,1056613,812099,891586,695570,681130,603310,437276,Upgrade
4,Cash Growth,22.11%,5.70%,-5.95%,29.84%,-11.18%,-21.79%,-21.00%,-36.27%,-24.93%,25.40%,62.78%,40.97%,112.18%,55.13%,34.61%,103.90%,44.06%,64.23%,62.03%,20.56%,Upgrade
5,Accounts Receivable,295937,338182,317262,476657,363777,253965,236081,317671,270230,352002,366137,673510,738516,478609,515397,437064,368917,390979,434610,282668,Upgrade
6,Other Receivables,346471,241653,257506,254280,40837,65181,59078,573596,48277,341751,19130,420256,55244,557903,247457,265798,57301,194727,191289,167173,Upgrade
7,Receivables,642408,579835,574768,835138,449814,363347,339360,1012267,318507,701754,385267,1163767,793760,1036512,778854,702862,426219,585706,622899,446841,Upgrade
8,Inventory,15464,9415,11721,8547,13012,7604,15848,9431,15395,9028,18996,18842,10231,44850,55231,10234,5298,5419,5488,5394,Upgrade
9,Prepaid Expenses,26552,13257,17404,18828,18656,13742,16465,17445,12498,10534,12629,12180,14812,10230,12207,11138,10604,8132,9282,7174,Upgrade
10,Other Current Assets,164891,160368,161932,148830,351371,275044,377886,108081,290028,111672,317422,112266,135814,33167,53309,28405,184284,24671,61746,58518,Upgrade
11,Total Current Assets,2051004,1858157,1747983,2051339,1816920,1695937,1793885,1948208,1744350,2157937,2056258,2563894,2430452,2181372,1711700,1644225,1321976,1305059,1302724,955205,Upgrade
12,"Property, Plant & Equipment",3816301,3257328,3339215,3250452,3202287,1789931,1601075,1319361,1201716,1155712,1117628,1070664,1103382,1061138,1072638,1021274,1045274,1008662,992953,967644,Upgrade
13,Long-Term Investments,1806753,1759554,1726728,1749736,1734712,2343302,2344532,2480266,2357605,2161447,2209239,2057749,1975816,1201390,1339401,1364514,1371651,1307308,1272232,1187889,Upgrade
14,Goodwill,163644,385820,504286,408564,419936,29658,31233,34623,34385,35960,37536,39112,40687,27689,30331,31551,32771,34758,35212,35979,Upgrade
15,Other Intangible Assets,83360,26685,26811,28557,27408,18090,18430,19953,17836,143433,143671,51187,89843,51609,37061,36978,37298,3869,4399,4930,Upgrade
16,Long-Term Deferred Tax Assets,37753,29608,29658,21841,21841,23542,18085,9906,9906,-,-,-,-,-,-,-,-,-,-,-,Upgrade
17,Other Long-Term Assets,525117,502961,325265,327552,290136,194961,197124,198393,204805,93059,96245,188491,93903,100760,49595,104578,110615,160768,163376,174692,Upgrade
18,Total Assets,8483931,7820113,7699946,7838042,7513242,6095420,6004365,6010710,5570603,5747548,5660576,5971097,5734084,4623958,4240727,4203119,3919585,3820425,3773897,3329338,Upgrade
19,Accounts Payable,209411,250549,254069,340444,201771,122637,120631,222409,127174,176143,191315,561019,424266,377092,423274,944529,332904,236300,525015,337315,Upgrade
20,Accrued Expenses,89360,95253,82652,71512,118918,133524,141630,105571,154111,132681,148075,97216,143508,114027,86045,78505,79561,121711,74447,78247,Upgrade
21,Short-Term Debt,611127,494493,406143,454899,154935,436735,276725,317946,179083,432881,293453,244622,469039,249578,367999,319887,195532,221517,234683,182459,Upgrade
22,Current Portion of Long-Term Debt,-,-,-,-,265662,68060,107356,-,99540,-,116793,-,240575,-,-,-,107029,-,-,-,Upgrade
23,Current Portion of Leases,-,-,-,-,-,-,-,-,-,-,2731,-,7148,-,-,-,7534,-,-,-,Upgrade
24,Current Income Taxes Payable,81859,72481,52578,32868,46706,29831,17667,20119,79825,77644,45150,34752,21872,96511,85325,27276,12286,48535,35721,19263,Upgrade
25,Current Unearned Revenue,4328,3240,3799,2132,2678,1131,1559,1423,1192,728.87,550.83,314412,535.95,385.87,409.78,138.46,665.36,821.4,1016,2387,Upgrade
26,Other Current Liabilities,260953,263188,209869,250451,158056,169590,163621,519394,217862,420371,369549,342457,336265,389984,343238,2116,287584,205619,724.63,1457,Upgrade
27,Total Current Liabilities,1257038,1179204,1009110,1152307,948725,961508,829189,1186862,858786,1240449,1167616,1594478,1643209,1227578,1306291,1372451,1023096,834503,871607,621128,Upgrade
28,Long-Term Debt,1838556,1819180,-,1865473,1778226,814003,910794,566552,545536,464492,572634,596658,582341,788945,566200,541765,525536,663394,722575,692594,Upgrade
29,Long-Term Leases,-,-,1858205,-,-,-,-,-,-,-,-,-,923.34,-,-,-,8071,-,-,-,Upgrade
30,Long-Term Deferred Tax Liabilities,154445,-,-,-,-,4120,-,-,-,8.86,8.86,-,-,-,-,-,-,-,-,-,Upgrade
31,Other Long-Term Liabilities,20078,21369,19374,16948,17640,17588,20900,20622,18696,20452,18323,19327,17694,19827,24758,18673,16372,17538,17744,18236,Upgrade
32,Total Liabilities,3270116,3019752,2886688,3034729,2744590,1797218,1760883,1774036,1423018,1725401,1758582,2210463,2244168,2036350,1897249,1932889,1573075,1515436,1611926,1331959,Upgrade
33,Common Stock,1693480,1693480,1582705,1582705,1582705,1217498,1217498,1217498,1058715,1058715,1058715,1058715,1058715,814429,814429,708222,708222,631104,724462,548808,Upgrade
34,Additional Paid-In Capital,557923,557923,557923,557923,557923,557923,557923,558316,716706,716621,716706,717314,716706,350891,350498,350596,350320,286365,287234,287234,Upgrade
35,Retained Earnings,1753223,1644092,1774512,1730585,1692925,2052774,1997546,1982517,1929993,1811810,1730951,1568194,1330410,1103920,943960,977335,1052330,1020255,926128,942627,Upgrade
36,Treasury Stock,-189.99,-189.99,-189.99,-189.99,-189.99,-189.99,-189.99,-189.99,-189.99,-189.99,-189.99,-191.32,-189.99,-191.32,-191.32,-191.41,-189.99,-190.89,-190.3,-190.3,Upgrade
37,Comprehensive Income & Other,58798,58798,51909,51909,51909,47762,47762,72846,47701,32999,10365,9959,-,2473,-,-,-,134195,-,-,Upgrade
38,Total Common Equity,4063233,3954103,3966860,3922932,3885272,3875767,3820539,3830987,3752926,3619955,3516547,3353992,3105642,2271522,2108696,2035962,2110682,2071728,1937633,1778478,Upgrade
39,Minority Interest,1150582,846258,846398,880381,883379,422435,422942,405686,394660,402192,385447,406642,384274,316086,234782,234268,235828,233262,224338,218901,Upgrade
40,Shareholders' Equity,5213815,4800361,4813258,4803314,4768651,4298202,4243482,4236673,4147586,4022147,3901995,3760633,3489916,2587608,2343478,2270230,2346510,2304989,2161971,1997379,Upgrade
41,Total Liabilities & Equity,8483931,7820113,7699946,7838042,7513242,6095420,6004365,6010710,5570603,5747548,5660576,5971097,5734084,4623958,4240727,4203119,3919585,3820425,3773897,3329338,Upgrade
