,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+20 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+20 Quarters
0,Revenue,903271,905722,821420,690578,738278,664101,525620,461820,713440,594281,666731,1673636,2320583,1556648,1419407,1084628,1127717,961343,790780,538501,Upgrade
1,Revenue Growth (YoY),22.35%,36.38%,56.28%,49.53%,3.48%,11.75%,-21.16%,-72.41%,-69.26%,-61.82%,-53.03%,54.30%,105.78%,61.92%,79.49%,101.42%,97.59%,64.06%,22.24%,0.38%,Upgrade
2,Cost of Revenue,765609,738186,693345,575875,615235,550069,430808,383047,527616,493315,550342,1526872,2133587,1426879,1302478,972065,1056276,876565,716542,462085,Upgrade
3,Gross Profit,137661,167536,128075,114703,123042,114032,94811,78773,185824,100966,116389,146763,186995,129769,116929,112564,71441,84778,74237,76417,Upgrade
4,"Selling, General & Admin",81845,72491,77615,70678,55468,58683,65624,41110,59926,39514,55331,48886,101257,33616,43259,36680,34451,27062,21423,27683,Upgrade
5,Operating Expenses,81845,72491,77615,70678,55468,58683,65624,41110,59926,39514,55331,48886,101257,33616,43259,36680,34451,27062,21423,27683,Upgrade
6,Operating Income,55816,95045,50460,44025,67574,55349,29187,37663,125898,61451,61058,97877,85739,96153,73670,75884,36990,57716,52815,48734,Upgrade
7,Interest Expense,-32807,-37348,-35190,-39461,-49744,-26459,-8462,-21567,-107657,-6858,-35634,-20371,-63150,-1066,-13088,-13204,-15587,-8699,-16443,-16059,Upgrade
8,Interest & Investment Income,13305,8062,17104,12722,-,34918,19947,-,-,17492,-,41543,-,24914,11797,8818,4867,5748,15760,5771,Upgrade
9,Earnings From Equity Investments,54953,38760,22223,17218,18304,-3305,1905,23478,35132,68008,90462,160181,234583,32797,60608,44127,50811,44420,47468,28136,Upgrade
10,Currency Exchange Gain (Loss),-,-,875.14,4283,3260,-,-9686,11220,13154,-,20962,-,33287,-,6994,-,1884,-,-,-,Upgrade
