,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Jan '22 Jan 1, 2022","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Cash & Equivalents,678.29,578.89,569.25,580.51,564.1,611.1,551.05,481.98,455.23,444.07,466.61,377.49,459.81,626.36,555.35,653.33,665.27,748.95,763.85,576.19,Upgrade
1,Short-Term Investments,-,-,-,33.24,-,-,-,-,-,-,-,-,-,-,-,-,-,100,-,127,Upgrade
2,Trading Asset Securities,51.05,31.06,50.07,0.07,52.26,50.65,20.58,20.42,19.97,30.08,0.09,36.77,-,-,-,-,3,3,3,3,Upgrade
3,Cash & Short-Term Investments,729.34,609.95,619.32,613.82,616.36,661.74,571.63,502.39,475.2,474.15,466.7,414.27,459.81,626.36,555.35,653.33,668.27,851.95,766.85,706.19,Upgrade
4,Cash Growth,18.33%,-7.83%,8.34%,22.18%,29.71%,39.56%,22.48%,21.27%,3.35%,-24.30%,-15.96%,-36.59%,-31.19%,-26.48%,-27.58%,-7.49%,88.61%,37.07%,45.88%,1.79%,Upgrade
5,Accounts Receivable,1092,1130,1000,1468,1163,1283,1176,1552,1230,1071,996.59,1363,1026,1080,1141,1325,1149,1055,679.33,1192,Upgrade
6,Other Receivables,75.49,73.13,70.4,65.2,63.26,59.51,57.97,53.09,53.81,88.52,117.79,83.33,72.85,63.8,59.6,54.3,43.93,120.31,27.62,27.11,Upgrade
7,Receivables,1167,1203,1071,1534,1226,1342,1234,1606,1283,1160,1114,1447,1099,1143,1201,1379,1193,1175,706.94,1219,Upgrade
8,Inventory,1095,1153,1215,955.34,1168,1150,1162,1028,1154,1028,977.57,792.25,903.13,866.65,786.32,615.26,778.88,741.31,808.99,695.22,Upgrade
9,Prepaid Expenses,-,0.46,-,1.14,-,0.56,-,3.43,-,9.17,-,1.62,-,1.77,-,15.53,-,1.81,-,2.23,Upgrade
10,Other Current Assets,271.57,275.14,338.56,326.48,340.24,229.47,253.36,227.14,315.67,326.72,374.08,394.45,260,227.92,315.2,202.1,282.2,215.81,450.11,160.74,Upgrade
11,Total Current Assets,3264,3242,3243,3430,3351,3384,3220,3367,3228,2997,2933,3049,2721,2866,2858,2866,2922,2986,2733,2783,Upgrade
12,"Property, Plant & Equipment",882.71,865.09,841.77,846.18,771.93,773.15,785.44,786.22,751.83,742.18,751.16,759.37,769.29,737.37,679.96,683.64,634.87,620.5,613.4,617.67,Upgrade
13,Long-Term Investments,328,362.3,387.51,385.45,363.7,372.03,347.32,363.95,289.09,284.82,297.15,273.27,229.79,219.08,215.49,195.54,175.35,124.95,208.28,270.56,Upgrade
14,Goodwill,44.23,44.23,44.23,44.23,48.27,48.27,48.27,48.27,45.67,6.72,6.72,6.72,6.72,6.72,6.72,6.72,6.72,6.72,6.72,6.72,Upgrade
