,Fiscal Quarter,Q4 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,Q3 2019,+20 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019","Sep '19 Sep 30, 2019",+20 Quarters
0,Revenue,25028,40522,42333,43841,43810,28641,38051,42826,58528,38264,40932,43333,49789,40786,37805,44769,71681,34708,41568,36667,Upgrade
1,Revenue Growth (YoY),-42.87%,41.49%,11.25%,2.37%,-25.15%,-25.15%,-7.04%,-1.17%,17.55%,-6.18%,8.27%,-3.21%,-30.54%,17.51%,-9.05%,22.09%,28.70%,-7.06%,-15.35%,-4.07%,Upgrade
2,"Selling, General & Admin",-,2614,2596,2491,2739,2116,2770,1832,2313,2337,2420,2203,1891,2011,2507,2858,1987,2377,1515,2011,Upgrade
3,Other Operating Expenses,-,21972,24287,22895,20093,17402,25107,28271,24812,20410,24029,28022,23064,20391,29925,30213,40902,17123,19721,22184,Upgrade
4,Total Operating Expenses,-,24586,26883,25386,22832,19519,27877,30103,27125,22748,26448,30225,24955,22403,32432,33071,42889,19500,21236,24195,Upgrade
5,Operating Income,25028,15936,15450,18455,20978,9122,10174,12723,31403,15516,14484,13108,24834,18383,5373,11698,28792,15208,20332,12472,Upgrade
6,Interest Expense,-,-26.68,-92.14,-,-,-,-,-,-,-,-,-148.14,-280.49,-432.99,-685.35,-1028,-1401,-1794,-1907,-2257,Upgrade
7,Interest Income,1611,827.31,913.25,1083,1130,970.15,947.49,572.52,487.07,6.36,816.94,46.5,726.86,387.94,987.91,139.96,109.3,139.33,286.01,278.89,Upgrade
8,Net Interest Expense,1611,800.63,821.11,1083,1130,970.15,947.49,572.52,487.07,6.36,816.94,-101.64,446.37,-45.04,302.56,-888.53,-1292,-1654,-1621,-1978,Upgrade
9,Other Non-Operating Income (Expenses),-17501,-0,7.21,-250.06,-58.11,-29.4,-9.7,-232.3,-5.65,-0.08,-137.04,-,-630.38,-292.75,4751,-31.01,2388,-85.86,-5134,4.18,Upgrade
10,EBT Excluding Unusual Items,9138,16737,16278,19288,22050,10063,11112,13064,31885,15523,15163,13007,24650,18046,10427,10778,29888,13467,13576,10498,Upgrade
11,Pretax Income,9138,16737,16278,19288,22050,10063,11112,13064,31885,15523,15163,13007,24650,18046,10427,10778,29888,13467,13576,10498,Upgrade
12,Income Tax Expense,1832,3347,3256,3858,4492,2016,2151,2626,6412,3120,3009,2650,5101,3735,-2960,2214,6436,2708,1344,1799,Upgrade
13,Earnings From Continuing Ops.,7307,13390,13022,15430,17558,8046,8961,10437,25473,12403,12155,10357,19550,14310,13387,8564,23453,10760,12232,8700,Upgrade
14,Minority Interest in Earnings,-,-21.22,7.23,-73.81,-107.17,-44.28,-39.5,-39.5,-23.87,3.79,-68.81,55.14,-88.18,-2.32,-188.83,57.5,110.56,17.33,-2941,19.88,Upgrade
