,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,429,594,479,858,660,941,908,1056,1106,1056,1155,Upgrade
1,Market Cap Growth,-30.77%,-30.77%,-27.50%,-8.77%,-27.27%,-10.94%,-17.91%,0%,-4.29%,-17.95%,-1.41%,Upgrade
2,Enterprise Value,-147,22,-90,298,86,252,197,346,441,356,386,Upgrade
3,Last Close Price,0.26,0.36,0.29,0.52,0.40,0.57,0.55,0.64,0.67,0.64,0.70,Upgrade
4,PE Ratio,-,-,-,-,-,-,-,11.76,93.08,-,25.01,Upgrade
5,Forward PE,-,21.36,21.36,21.36,21.36,21.36,21.36,21.36,21.36,21.36,21.36,Upgrade
6,PS Ratio,3.90,5.74,4.18,7.95,7.00,9.51,8.29,10.52,10.54,8.70,8.76,Upgrade
7,PB Ratio,0.42,0.58,0.45,0.79,0.58,0.80,0.75,0.86,0.94,1.16,1.19,Upgrade
8,P/TBV Ratio,0.58,0.58,0.45,0.79,0.58,0.80,0.75,0.86,0.94,1.16,1.19,Upgrade
9,P/FCF Ratio,23.26,32.20,-,-,20.49,-,-,27.61,20.80,46.81,53.19,Upgrade
10,P/OCF Ratio,30.89,30.89,-,-,20.19,-,-,19.88,16.25,41.96,47.49,Upgrade
11,EV/Sales Ratio,0.20,0.21,-,2.76,0.91,2.55,1.80,3.45,4.20,2.93,2.93,Upgrade
12,EV/FCF Ratio,-7.99,1.18,-,-,2.65,-,-,9.05,8.29,15.79,17.78,Upgrade
13,Debt / Equity Ratio,0.01,0.01,0.01,0.02,0.02,0.03,0.02,0.02,0.03,0.04,0.05,Upgrade
14,Debt / FCF Ratio,0.36,0.36,-,-,0.76,-,-,0.66,0.65,1.73,2.42,Upgrade
15,Earnings Yield,-5.92%,-4.27%,-4.13%,-5.61%,-22.82%,-15.88%,-2.34%,8.50%,1.07%,-5.72%,4.00%,Upgrade
16,FCF Yield,4.30%,3.11%,-0.54%,4.05%,4.88%,-2.38%,-1.83%,3.62%,4.81%,2.14%,1.88%,Upgrade
