,Fiscal Quarter,Current,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020",+2 Quarters
0,Market Capitalization,2522,2053,2053,1583,1994,1906,2932,4985,5277,5629,3944,Upgrade
1,Market Cap Growth,29.63%,29.63%,2.94%,-16.92%,-32.00%,-61.76%,-44.43%,-11.44%,33.80%,13.84%,-41.23%,Upgrade
2,Enterprise Value,-2115,-2051,-2190,-2892,-2187,-2536,-2696,-1140,-716,32,1516,Upgrade
3,Last Close Price,0.43,0.33,0.33,0.25,0.30,0.28,0.43,0.73,0.72,0.72,0.49,Upgrade
4,PE Ratio,-,-19.99,-,-,15.17,-,-,-,-,4.42,-,Upgrade
5,Forward PE,-,8.81,8.81,8.81,8.81,8.81,8.81,8.81,8.81,8.81,8.81,Upgrade
6,PS Ratio,1.33,1.08,1.09,0.88,1.04,2.22,-,4.84,-,6.05,-,Upgrade
7,PB Ratio,0.25,0.20,0.21,0.16,0.18,0.18,0.25,0.40,0.39,0.43,0.34,Upgrade
8,P/TBV Ratio,0.21,0.21,0.21,0.16,0.18,0.19,0.26,0.40,0.39,0.44,0.35,Upgrade
9,P/FCF Ratio,-,-,13.14,8.27,57.63,-,-,-,-,-,-,Upgrade
10,P/OCF Ratio,45.40,-,9.52,6.38,17.17,77.50,-,-,-,-,-,Upgrade
11,PEG Ratio,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,Upgrade
12,EV/Sales Ratio,-,-,-,-,-,-,-,-,-,0.03,-,Upgrade
13,EV/EBITDA Ratio,-,-,-,-,-,-,-,-,-,0.02,-,Upgrade
14,EV/EBIT Ratio,-,-,-,-,-,-,-,-,-,0.02,-,Upgrade
15,EV/FCF Ratio,108.22,-,-,-,-,-,-,-,-,-,-,Upgrade
16,Debt / Equity Ratio,0.01,0.01,0.00,0.01,0.01,0.01,0.02,0.01,0.02,0.03,0.03,Upgrade
17,Debt / FCF Ratio,-,-,0.27,0.30,1.90,-,-,-,-,-,-,Upgrade
18,Return on Capital Employed (ROCE),-,-3.04%,-,-,0.25%,-,-,-,-,10.77%,-,Upgrade
19,Earnings Yield,-4.07%,-5.00%,-33.76%,3.48%,6.59%,-20.03%,-,-18.13%,-,22.63%,-,Upgrade
20,FCF Yield,-0.78%,-0.95%,7.61%,12.10%,1.74%,-1.10%,-,-4.55%,-,-1.26%,-,Upgrade
21,Dividend Yield,6.60%,2.32%,-,-,1.85%,-,-,-,-,9.04%,-,Upgrade
22,Buyback Yield / Dilution,-0.00%,-,-,-,-0.01%,-,-0.01%,-,0.00%,-,Upgrade,
23,Total Shareholder Return,6.60%,2.32%,-,-,1.85%,-0.01%,-,-0.01%,-,9.04%,-,Upgrade
