,Fiscal Quarter,Current,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+4 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+4 Quarters
0,Market Capitalization,2111,1877,1568,1395,1565,1947,1740,1632,1732,1573,1508,1759,2000,2147,2057,2250,2088,2413,-,-,-,Upgrade
1,Market Cap Growth,-3.59%,-3.59%,-9.88%,-14.50%,-9.59%,23.73%,15.33%,-7.24%,-13.44%,-26.72%,-26.66%,-21.81%,-4.20%,-11.04%,-,-,-,-,-,-,-,Upgrade
2,Enterprise Value,2154,1919,1222,1347,1250,1631,1334,1281,1258,1099,937,1120,1380,1526,1442,1625,1920,2245,-,-,-,Upgrade
3,Last Close Price,18.99,16.88,14.04,12.23,13.03,16.21,14.48,13.64,14.13,12.84,12.31,14.12,16.06,17.23,16.51,18.06,16.58,19.16,-,-,-,Upgrade
4,PE Ratio,24.99,22.02,17.79,17.37,22.82,37.67,60.73,162.83,128.30,73.27,29.44,25.27,23.20,22.86,23.47,24.79,23.89,30.80,-,-,-,Upgrade
5,Forward PE,-,25.23,25.23,25.23,25.23,25.23,25.23,25.23,25.23,25.23,25.23,25.23,25.23,25.23,25.23,24.35,22.60,27.08,-,-,-,Upgrade
6,PS Ratio,3.56,3.14,2.62,2.39,2.85,3.75,3.58,3.77,4.32,4.00,3.47,3.95,4.21,4.35,4.52,5.03,4.76,5.91,-,-,-,Upgrade
7,PB Ratio,2.49,2.21,1.85,1.70,1.88,2.24,2.06,1.97,2.10,1.86,1.75,2.05,2.32,2.49,2.47,2.77,2.58,3.05,-,-,-,Upgrade
8,P/TBV Ratio,2.37,2.37,1.98,1.83,2.03,2.41,2.08,2.00,2.13,1.89,1.77,2.08,2.35,2.52,2.50,2.81,2.61,3.09,-,-,-,Upgrade
9,P/FCF Ratio,-,-,-,33.84,-,-66.17,-30.85,-24.64,-,98.01,-,49.60,-,37.91,35.72,34.21,22.76,27.52,-,-,-,Upgrade
10,P/OCF Ratio,-,-,-,31.10,-,61.54,1281.93,-539.92,-,80.65,-,39.95,-,31.67,31.01,30.19,21.38,25.87,-,-,-,Upgrade
11,EV/Sales Ratio,3.60,3.21,2.04,2.31,2.28,3.14,2.75,2.96,3.14,2.79,2.16,2.51,2.91,3.09,3.17,3.63,4.38,5.50,-,-,-,Upgrade
12,EV/EBITDA Ratio,20.66,18.43,14.84,18.02,20.82,40.09,67.86,-904.50,-,-,21.89,18.29,17.96,17.10,17.41,17.72,19.92,25.65,-,-,-,Upgrade
13,EV/EBIT Ratio,22.24,19.82,16.29,19.96,23.75,48.88,107.49,-,-,-,26.57,20.88,19.83,18.62,19.11,19.26,21.59,28.03,-,-,-,Upgrade
14,EV/FCF Ratio,-,-,-,32.66,-,-55.44,-23.67,-19.35,-,68.49,-,31.58,-,26.95,25.04,24.71,20.93,25.60,-,-,-,Upgrade
15,Debt / Equity Ratio,0.77,0.77,0.77,0.76,0.78,0.67,0.64,0.50,0.44,0.31,0.21,0.01,0.01,0.01,0.01,0.01,-,-,-,-,-,Upgrade
16,Debt / EBITDA Ratio,6.25,4.10,5.04,9.34,9.66,7.07,5.51,52.02,-,-,12.37,0.21,0.15,0.06,0.06,0.05,-,-,-,-,-,Upgrade
