,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+20 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+20 Quarters
0,Revenue,703736,717301,726401,729505,726208,717633,678957,677761,724281,729616,701699,659545,706475,550928,656576,699024,682986,649600,689193,880414,Upgrade
1,Revenue Growth (YoY),-3.09%,-0.05%,6.99%,7.63%,0.27%,-1.64%,-3.24%,2.76%,2.52%,32.43%,6.87%,-5.65%,3.44%,-15.19%,-4.73%,-20.60%,1.36%,-1.16%,10.61%,53.82%,Upgrade
2,Cost of Revenue,566572,557291,566712,570002,597723,552297,513609,524207,571040,562221,535825,506079,565357,442530,517299,554804,542681,514290,532543,573387,Upgrade
3,Gross Profit,137164,160010,159689,159504,128485,165335,165348,153555,153241,167395,165874,153466,141118,108398,139278,144220,140305,135310,156650,307027,Upgrade
4,"Selling, General & Admin",59665,99976,103894,105864,67433,102637,98303,100450,93542,101811,109981,99911,61109,83258,89146,88651,49301,76134,92056,227048,Upgrade
5,Operating Expenses,59665,99976,103894,105864,67433,102637,98303,100450,93542,101811,109981,99911,61109,83258,89146,88651,49301,76134,92056,227048,Upgrade
6,Operating Income,77499,60034,55795,53639,61053,62698,67045,53105,59699,65585,55894,53555,80009,25140,50132,55569,91004,59176,64594,79979,Upgrade
7,Interest Expense,-970.41,-1885,-1603,-959.86,-970.41,-1152,-916.52,-949.32,-970.41,-970.41,-959.86,-949.32,-972.88,-1042,-1063,-1045,-959.86,-970.41,-959.86,-959.86,Upgrade
8,Interest & Investment Income,5505,3971,-,2559,2775,3694,-,3108,2108,1666,26205,598.61,467.36,1206,935.68,13.2,682.34,1784,2430,990.98,Upgrade
9,Currency Exchange Gain (Loss),-,-,2970,-,1004,-,3262,-,210.01,-,-,1706,858.46,-,-,711.83,356.02,-,-,260.86,Upgrade
10,Other Non Operating Income (Expenses),78.53,-79.48,178.15,-191.81,-41.3,77.47,-7720,133.11,-63.2,-40.48,-103.26,11.19,9.65,-110.9,8.22,-54.69,2147,-150.51,-4274,-175.07,Upgrade
