,Fiscal Quarter,Current,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+20 Quarters
,Period Ending,"Mar '25 Mar 11, 2025","Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+20 Quarters
0,Market Capitalization,2073600,2170800,2300400,2352240,2219400,1668600,1603800,1458000,1360800,1330020,1427220,1373760,1645920,1629720,1843560,1837080,1989360,1749600,1911600,1749600,1344600,Upgrade
1,Market Cap Growth,30.10%,30.10%,43.43%,61.33%,63.10%,25.46%,12.37%,6.13%,-17.32%,-18.39%,-22.58%,-25.22%,-17.26%,-6.85%,-3.56%,5.00%,47.95%,25.58%,42.86%,25.58%,-7.57%,Upgrade
2,Enterprise Value,1755323,1871863,2030098,2172792,2004795,1392777,1438700,1317692,1221930,1188202,1345927,1330868,1559943,1653091,1886680,1869370,2030346,1643933,1802870,1670136,1271759,Upgrade
3,Last Close Price,32000.00,33500.00,34982.51,35770.85,32874.09,24715.55,23298.89,21180.81,18939.00,17849.53,19154.00,18436.54,20679.12,20475.59,23162.24,23080.83,24566.08,21605.34,22395.28,20308.29,15476.14,Upgrade
4,PE Ratio,11.46,10.77,13.86,13.95,13.03,9.78,9.71,8.79,7.24,7.09,6.71,7.64,10.95,10.84,12.20,10.27,10.65,8.46,10.12,9.25,7.22,Upgrade
5,PS Ratio,0.80,0.75,0.79,0.81,0.78,0.60,0.57,0.52,0.48,0.47,0.51,0.52,0.64,0.62,0.71,0.68,0.73,0.60,0.66,0.60,0.47,Upgrade
6,PB Ratio,2.21,2.32,2.54,2.74,2.48,1.89,1.91,1.85,1.61,1.61,1.78,1.84,2.08,2.18,2.69,2.76,2.92,2.74,2.88,2.84,2.17,Upgrade
7,P/TBV Ratio,2.41,2.41,2.65,2.87,2.60,1.98,2.00,1.95,1.69,1.69,1.88,1.94,2.19,2.30,2.86,2.94,3.11,2.94,3.08,3.05,2.34,Upgrade
8,P/FCF Ratio,10.81,11.31,20.58,18.15,-,-,6.69,5.06,6.34,-,6.04,13.95,-,10.26,-8098.89,-224.32,141.16,-,39.06,19.92,12.31,Upgrade
9,P/OCF Ratio,8.34,8.34,12.79,11.99,11.57,-,5.18,4.15,4.98,8.08,5.21,10.28,-,7.65,32.37,21.69,17.21,-,11.92,10.40,8.11,Upgrade
10,EV/Sales Ratio,0.61,0.65,0.70,0.75,0.70,0.50,0.51,0.47,0.43,0.42,0.48,0.51,0.61,0.63,0.73,0.70,0.75,0.57,0.62,0.58,0.45,Upgrade
11,EV/EBITDA Ratio,5.76,6.14,7.04,7.46,6.63,4.63,4.82,4.40,4.26,4.15,4.39,5.01,5.99,6.30,6.94,6.14,6.41,4.86,5.95,5.58,4.41,Upgrade
12,EV/EBIT Ratio,7.11,7.58,8.81,9.32,8.20,5.71,5.93,5.37,5.22,5.06,5.28,6.20,7.47,7.84,8.50,7.31,7.51,5.58,6.89,6.39,5.04,Upgrade
13,EV/FCF Ratio,9.15,9.76,18.17,16.76,-,-,6.00,4.58,5.69,-,5.69,13.52,-,10.41,-8288.32,-228.27,144.06,-,36.84,19.01,11.64,Upgrade
14,Debt / Equity Ratio,0.06,0.06,0.06,0.06,0.06,0.06,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.10,0.11,0.08,0.09,0.08,0.09,0.09,Upgrade
15,Debt / EBITDA Ratio,0.18,0.15,0.19,0.20,0.20,0.18,0.18,0.17,0.21,0.19,0.18,0.20,0.21,0.15,0.44,0.28,0.20,0.13,0.19,0.18,0.15,Upgrade
16,Debt / FCF Ratio,0.29,0.29,0.49,0.42,-,-,0.23,0.19,0.26,-,0.23,0.56,-,0.35,-296.10,-8.63,3.90,-,1.12,0.63,0.50,Upgrade
17,Asset Turnover,2.06,2.15,2.23,2.27,2.24,2.30,2.27,2.23,2.38,2.40,2.32,2.25,2.54,2.06,2.46,2.70,2.63,2.41,2.52,3.54,Upgrade,
18,Inventory Turnover,9.58,9.87,9.37,9.30,9.48,10.41,9.41,8.26,8.00,8.80,7.86,6.52,6.36,7.44,5.87,6.83,7.69,8.24,8.12,9.69,12.63,Upgrade
19,Quick Ratio,1.29,1.29,1.26,1.08,1.23,1.17,1.14,0.92,1.09,0.96,1.05,0.70,0.76,0.69,0.51,0.48,0.52,0.51,0.71,0.77,1.02,Upgrade
20,Current Ratio,2.04,2.04,2.05,1.85,2.17,1.98,1.89,1.82,2.14,1.91,1.93,1.63,1.90,1.70,1.61,1.52,1.61,1.50,1.60,1.57,1.68,Upgrade
21,Return on Equity (ROE),26.88%,22.49%,20.95%,19.83%,21.28%,25.64%,23.38%,21.21%,20.91%,27.35%,36.12%,22.87%,35.14%,11.93%,23.75%,26.78%,43.13%,29.89%,31.04%,43.65%,Upgrade,
22,Return on Assets (ROA),14.15%,11.22%,10.72%,10.41%,11.75%,12.58%,14.00%,10.94%,12.27%,13.48%,11.57%,11.40%,17.95%,5.87%,11.75%,13.42%,21.92%,13.72%,14.75%,20.11%,Upgrade,
23,Return on Capital (ROIC),19.83%,16.01%,14.98%,14.22%,16.66%,18.03%,19.24%,14.91%,17.16%,19.75%,16.92%,16.21%,25.68%,8.44%,17.01%,19.44%,32.23%,21.27%,24.00%,31.13%,Upgrade,
24,Return on Capital Employed (ROCE),26.12%,26.12%,25.19%,26.93%,27.09%,27.39%,28.60%,30.86%,27.55%,28.13%,31.54%,28.39%,26.07%,27.84%,31.94%,37.98%,39.21%,45.67%,38.91%,38.44%,37.07%,Upgrade
25,Earnings Yield,9.72%,9.28%,8.06%,7.99%,8.55%,11.39%,11.65%,12.87%,15.40%,15.73%,16.10%,14.33%,10.16%,10.27%,9.47%,11.01%,10.57%,13.15%,10.83%,11.85%,15.20%,Upgrade
26,FCF Yield,9.25%,8.84%,4.86%,5.51%,5.73%,10.81%,14.95%,19.75%,15.78%,9.22%,16.56%,7.17%,6.46%,9.75%,-0.01%,-0.45%,0.71%,0.64%,2.56%,5.02%,8.12%,Upgrade
27,Dividend Yield,4.69%,-,-,-,-,-,6.44%,-,-,9.80%,-,4.07%,-,-,-,-,-,9.26%,-,9.85%,-,Upgrade
28,Payout Ratio,48.23%,-,130.56%,-,73.57%,-,-,135.84%,109.66%,-,183.42%,-,-,-,-,80.98%,-,138.46%,33.84%,33.78%,-,Upgrade
29,Buyback Yield / Dilution,-11.34%,-57.90%,-1.13%,-1.24%,-0.85%,38.96%,-0.18%,-3.10%,0.05%,-5.41%,9.20%,4.09%,-0.00%,1.54%,-8.80%,-0.74%,-4.04%,1.56%,-2.34%,-1.82%,2.99%,Upgrade
30,Total Shareholder Return,-6.65%,-57.90%,-1.13%,-1.24%,-0.85%,38.96%,6.26%,-3.10%,0.05%,4.39%,9.20%,8.16%,-0.00%,1.54%,-8.80%,-0.74%,-4.04%,10.81%,-2.34%,8.03%,2.99%,Upgrade
