,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+20 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+20 Quarters
0,Cash & Equivalents,373277,353937,325277,234428,269585,330823,220100,195308,193850,196818,136293,97892,140952,44031,27593,22710,13994,160667,148730,134464,Upgrade
1,Short-Term Investments,-,-,25,20,20,-,-,-,20,-,-,-,25,-,-,-,20,-,15000,-,Upgrade
2,Cash & Short-Term Investments,373277,353937,325302,234448,269605,330823,220100,195308,193870,196818,136293,97892,140977,44031,27593,22710,14014,160667,163730,134464,Upgrade
3,Cash Growth,38.45%,6.99%,47.80%,20.04%,39.07%,68.09%,61.49%,99.51%,37.52%,347.00%,393.94%,331.05%,905.96%,-72.60%,-83.15%,-83.11%,-89.04%,-26.57%,-1.46%,35.48%,Upgrade
4,Accounts Receivable,203195,174623,175044,205765,207122,168204,147812,173492,184972,208747,192529,190138,139519,140899,164487,163998,173711,114516,157716,283279,Upgrade
5,Other Receivables,4470,8494,4079,10958,7805,4566,3653,4500,4130,4320,5490,3465,3616,643.15,4054,1243,528.41,558.34,693.57,1349,Upgrade
6,Receivables,207665,183118,179123,216723,214927,172771,151465,177991,189102,213067,198020,193603,143135,141543,168541,165241,174240,115074,158410,284627,Upgrade
7,Inventory,230964,228437,247511,240069,241124,218083,251450,245942,278488,240732,331432,325671,310691,296992,306359,299161,278308,248688,257953,181811,Upgrade
8,Prepaid Expenses,2132,1598,2285,2308,1754,1702,2101,2960,1807,1591,1698,2523,1560,2896,3026,3161,3242,4668,5596,4427,Upgrade
9,Other Current Assets,104517,106182,111063,102921,97068,114919,112813,114440,98246,103786,113076,103144,101877,104721,110447,94381,87412,88285,70335,83695,Upgrade
10,Total Current Assets,918555,873271,865285,796469,824478,838298,737929,736641,761512,755994,780519,722834,698241,590182,615967,584655,557215,617381,656024,689025,Upgrade
11,"Property, Plant & Equipment",379666,369757,368778,373305,380716,351191,360486,355686,368733,343159,352965,359643,369167,369894,363718,367024,359072,338966,339981,300849,Upgrade
12,Long-Term Investments,55000,55000,55000,55000,55000,55000,55000,55000,55000,55000,55000,55000,55000,55000,55000,55000,55000,55000,55000,55000,Upgrade
13,Other Intangible Assets,37840,38149,38457,38765,39073,39381,39689,39998,40228,40534,40839,41145,41450,41756,42061,42367,42672,42978,43283,43541,Upgrade
14,Long-Term Deferred Tax Assets,2770,2179,2179,2179,2179,3656,3656,3656,3550,2386,2386,2386,2386,2250,2250,2250,2250,2341,2341,2341,Upgrade
15,Other Long-Term Assets,2636,2659,3462,4183,4591,3794,3098,2920,3326,2448,2113,1231,1400,1370,1214,1271,1459,1713,1505,1053,Upgrade
16,Total Assets,1396468,1341014,1333160,1269900,1306037,1291320,1199859,1193901,1232349,1199521,1233823,1182238,1167644,1060452,1080210,1052567,1017669,1058379,1098135,1091809,Upgrade
17,Accounts Payable,208701,175720,204259,196365,231039,177167,180381,190141,205495,157220,188708,211937,208073,149987,204767,209001,197149,150947,231343,196300,Upgrade
18,Accrued Expenses,101890,144033,112866,75600,86508,167248,131470,70369,92172,143910,117566,60263,106400,120561,100002,46557,87067,130004,164528,177395,Upgrade
19,Short-Term Debt,55000,55000,55000,55000,55000,55000,55000,55000,55000,55000,55000,55000,55000,67402,70713,55000,55000,55000,-,-,Upgrade
20,Current Income Taxes Payable,20743,23879,11471,11009,21020,27009,24972,11079,32682,23998,11423,12834,14912,15041,21042,11039,17382,11968,11841,16019,Upgrade
21,Other Current Liabilities,64765,27137,83691,29603,22094,16812,12722,16977,12603,10661,105284,41262,25817,12944,9981,41530,15673,38226,10729,21312,Upgrade
22,Total Current Liabilities,451099,425770,467286,367577,415660,443234,404544,343567,397953,390789,477980,381296,410203,365935,406505,363127,372271,386146,418441,411026,Upgrade
23,Long-Term Debt,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,55000,55000,Upgrade
24,Other Long-Term Liabilities,8406,7841,8104,8350,8041,7636,7065,6476,7073,7101,7203,7756,8340,8461,7804,7789,7904,7740,8072,6510,Upgrade
25,Total Liabilities,459505,433611,475390,375927,423701,450870,411609,350043,405026,397890,485184,389051,418543,374396,414309,370917,380175,393885,481513,472536,Upgrade
26,Common Stock,648000,648000,324000,324000,324000,324000,324000,324000,324000,324000,324000,324000,324000,324000,324000,324000,324000,324000,324000,324000,Upgrade
27,Retained Earnings,288964,259403,533770,569973,558335,516450,464249,519857,503323,477631,424639,469186,425101,362056,341901,357650,313494,340493,292622,295273,Upgrade
28,Shareholders' Equity,936964,907403,857770,893973,882335,840450,788249,843857,827323,801631,748639,793186,749101,686056,665901,681650,637494,664493,616622,619273,Upgrade
29,Total Liabilities & Equity,1396468,1341014,1333160,1269900,1306037,1291320,1199859,1193901,1232349,1199521,1233823,1182238,1167644,1060452,1080210,1052567,1017669,1058379,1098135,1091809,Upgrade
30,Total Debt,55000,55000,55000,55000,55000,55000,55000,55000,55000,55000,55000,55000,55000,67402,70713,55000,55000,55000,55000,55000,Upgrade
31,Net Cash (Debt),318277,298937,270302,179448,214605,275823,165100,140308,138870,141818,81293,42892,85977,-23371,-43120,-32290,-40986,105667,108730,79464,Upgrade
32,Net Cash Growth,48.31%,8.38%,63.72%,27.90%,54.54%,94.49%,103.09%,227.12%,61.52%,-,-,-,-,-,-,-,-,-35.49%,-2.18%,79.57%,Upgrade
33,Net Cash Per Share,4504.93,4167.87,3738.61,2467.34,4796.20,3888.96,2311.94,1945.52,1894.52,2003.14,1173.64,594.46,1236.43,-299.75,-597.06,-447.53,-580.33,1474.47,1516.71,1145.89,Upgrade
34,Filing Date Shares Outstanding,64.8,64.8,64.8,64.8,64.8,64.8,64.8,64.8,64.8,64.8,64.8,64.8,64.8,64.8,64.8,64.8,64.8,64.8,64.8,64.8,Upgrade
35,Total Common Shares Outstanding,64.8,64.8,64.8,64.8,64.8,64.8,64.8,64.8,64.8,64.8,64.8,64.8,64.8,64.8,64.8,64.8,64.8,64.8,64.8,64.8,Upgrade
36,Working Capital,467456,447501,397998,428892,408818,395064,333385,393074,363560,365206,302539,341538,288038,224247,209462,221527,184944,231236,237583,277999,Upgrade
37,Book Value Per Share,14459.32,14003.13,13237.19,13795.88,13616.29,12969.91,12164.34,13022.49,12767.33,12370.85,11553.07,12240.53,11560.19,10587.28,10276.25,10519.29,9837.87,10254.53,9515.77,9556.68,Upgrade
38,Tangible Book Value,899123,869255,819313,855208,843262,801069,748560,803860,787095,761097,707799,752041,707650,644300,623840,639283,594822,621516,573339,575732,Upgrade
39,Tangible Book Value Per Share,13875.36,13414.42,12643.72,13197.66,13013.31,12362.17,11551.85,12405.25,12146.52,11745.33,10922.83,11605.58,10920.53,9942.90,9627.15,9865.48,9179.35,9591.29,8847.82,8884.75,Upgrade
40,Buildings,293244,290528,284034,281127,277855,266280,264957,259756,260053,252752,252499,252204,251465,247783,247783,243904,241068,235595,229540,220568,Upgrade
41,Machinery,530760,510718,503483,497890,494167,463025,459550,446204,446383,415253,412756,407791,406755,398985,380257,375068,357046,330804,324089,286359,Upgrade
42,Construction In Progress,2003,1628,1289,1009,1099,926.71,926.71,921.51,469.24,310,310,310,310,310,310,259.08,1060,1060,3866,558.61,Upgrade
