,Fiscal Quarter,Current,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Jan '22 Jan 1, 2022","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Market Capitalization,13296,12832,9549,12041,13769,13829,17869,17800,11053,9196,10876,13180,13874,13309,14031,13884,17375,16039,15967,16372,13748,Upgrade
1,Market Cap Growth,-7.21%,-7.21%,-46.56%,-32.35%,24.57%,50.39%,64.29%,35.05%,-20.34%,-30.91%,-22.48%,-5.07%,-20.15%,-17.02%,-12.12%,-15.20%,26.38%,16.33%,11.33%,19.69%,32.84%,Upgrade
2,Enterprise Value,12933,12259,8926,11606,13334,13390,17331,16917,11152,9252,10704,12538,13504,12840,13421,12726,16635,15462,15331,15248,13248,Upgrade
3,Last Close Price,15.47,14.93,11.11,14.01,16.02,16.09,20.79,20.67,12.84,11.42,13.45,16.15,17.00,16.31,17.21,16.90,21.15,19.53,19.47,19.88,16.72,Upgrade
4,PE Ratio,-,-,-,-,-66.96,-,-,-,74.75,-,-,-,44.65,39.31,37.03,-,46.38,40.78,54.67,-,47.46,Upgrade
5,Forward PE,49.90,47.40,35.82,41.63,48.96,44.37,57.87,69.52,26.46,20.23,21.36,29.26,22.50,23.23,25.83,25.75,31.71,32.84,34.34,36.70,30.18,Upgrade
6,PS Ratio,6.23,6.02,4.60,5.93,6.94,7.18,8.73,8.45,4.85,3.84,4.47,5.11,5.47,5.22,5.47,5.71,7.28,7.03,7.62,7.98,6.65,Upgrade
7,PB Ratio,3.59,3.41,2.47,3.02,3.39,3.59,4.46,4.29,2.57,2.87,3.29,3.79,3.89,4.07,4.38,4.22,5.19,5.30,5.25,5.47,4.61,Upgrade
8,P/TBV Ratio,4.28,4.28,3.02,3.70,4.23,4.68,5.32,5.45,3.25,3.89,4.06,4.93,5.03,5.24,5.37,5.44,6.33,6.85,6.47,6.95,5.72,Upgrade
9,P/FCF Ratio,158.94,153.39,-,-,156.94,-,-,-,-43.38,-,-,-,-60.90,-,-,-,152.23,62.26,97.49,-,62.90,Upgrade
10,P/OCF Ratio,78.05,78.05,-,-,56.22,123.35,-,-,-79.96,-1819.63,-,-,233.57,-,53.29,-,58.39,39.89,46.42,-,34.71,Upgrade
11,PEG Ratio,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,Upgrade
12,EV/Sales Ratio,6.07,5.75,4.30,5.72,6.72,6.95,8.47,8.03,4.89,3.86,4.40,4.86,5.33,5.04,5.23,5.24,6.97,6.77,7.32,7.44,6.41,Upgrade
13,EV/EBITDA Ratio,-,-,-,-,-95.30,-,-,-,48.90,-,-,-,32.71,29.21,28.97,-,37.20,33.59,43.11,-,39.13,Upgrade
