,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,5286,3124,5959,7304,7593,7689,7112,8554,8458,8938,8362,Upgrade
1,Market Cap Growth,-57.24%,-57.24%,-21.52%,-5.00%,6.76%,-10.11%,-15.91%,-4.30%,1.15%,113.79%,138.36%,Upgrade
2,Enterprise Value,10670,8379,11391,12544,12901,12997,12597,13770,13689,13853,12961,Upgrade
3,Last Close Price,0.55,0.33,0.62,0.76,0.78,0.79,0.72,0.87,0.85,0.89,0.83,Upgrade
4,PE Ratio,-,-167.39,-,70.40,57.54,60.29,43.69,61.90,67.54,91.28,46.01,Upgrade
5,Forward PE,-,13.75,13.75,13.75,13.75,13.75,13.75,13.75,13.75,13.75,13.75,Upgrade
6,PS Ratio,0.98,0.58,1.12,1.37,1.44,1.45,1.32,1.64,1.71,1.88,1.68,Upgrade
7,PB Ratio,1.32,0.78,1.42,1.75,1.83,1.79,1.58,1.81,1.79,2.17,2.00,Upgrade
8,P/TBV Ratio,3.50,3.50,5.76,7.38,7.79,7.13,5.66,6.15,6.03,9.87,8.37,Upgrade
9,P/FCF Ratio,18.14,10.72,26.31,517.27,-,19.62,34.30,86.13,43.26,52.30,38.86,Upgrade
10,P/OCF Ratio,5.39,5.39,11.59,31.74,20.88,12.65,16.79,19.68,15.93,26.69,22.05,Upgrade
11,EV/Sales Ratio,1.98,1.56,2.14,2.36,2.45,2.45,2.33,2.65,2.77,2.92,2.61,Upgrade
12,EV/EBITDA Ratio,20.52,20.19,32.27,32.79,32.76,36.47,31.47,68.88,-,41.89,31.36,Upgrade
13,EV/EBIT Ratio,42.21,33.19,50.89,54.06,53.77,65.25,53.24,270.56,-,71.59,-,Upgrade
14,EV/FCF Ratio,36.62,28.75,50.29,888.30,-,33.17,60.74,138.64,70.02,81.06,60.23,Upgrade
15,Debt / Equity Ratio,1.48,1.48,1.42,1.42,1.43,1.44,1.38,1.31,1.31,1.42,1.35,Upgrade
16,Debt / FCF Ratio,20.40,20.40,26.19,420.49,-,15.75,29.96,62.14,31.66,34.19,26.17,Upgrade
17,Return on Capital Employed (ROCE),3.15%,3.15%,2.45%,2.85%,3.33%,2.12%,2.45%,0.50%,-,2.91%,-,Upgrade
18,Earnings Yield,-0.35%,-0.60%,0.29%,1.42%,1.74%,1.66%,2.29%,1.62%,1.48%,1.10%,2.17%,Upgrade
19,FCF Yield,5.51%,9.33%,3.80%,0.19%,1.94%,5.10%,2.92%,1.16%,2.31%,1.91%,2.57%,Upgrade
