,Fiscal Quarter,Current,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+11 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Jan '22 Jan 1, 2022","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+11 Quarters
0,Market Capitalization,17797,5545,3879,5300,6030,6259,6573,7254,4117,3727,4561,5937,6125,5032,5874,5721,6598,12163,15228,10355,13127,Upgrade
1,Market Cap Growth,-11.40%,-11.40%,-40.99%,-26.94%,46.47%,67.96%,44.10%,22.19%,-32.78%,-25.93%,-22.35%,3.76%,-7.17%,-58.63%,-61.43%,-44.74%,-49.74%,-19.34%,-6.00%,-6.16%,-,Upgrade
2,Enterprise Value,17357,5099,3379,4694,5425,5566,5832,6440,3303,2866,3690,5030,5218,4162,5092,4603,5480,11026,14074,10160,12932,Upgrade
3,Last Close Price,45.38,14.14,9.89,13.56,15.43,15.96,16.71,18.44,10.47,9.48,11.55,15.04,15.51,12.74,14.88,14.14,16.31,30.07,37.64,25.55,32.40,Upgrade
4,PE Ratio,-,-125.73,-72.19,-,-,-,1059.78,634.56,156.62,-,52.78,53.33,53.69,52.44,80.77,90.74,91.66,520.36,386.12,364.76,-,Upgrade
5,Forward PE,-,19.57,19.57,19.57,19.57,19.57,19.57,19.57,19.57,19.57,19.57,19.57,19.57,19.57,19.57,25.25,33.48,59.32,82.74,53.92,72.91,Upgrade
6,PS Ratio,37.95,12.23,8.91,12.53,14.03,13.99,14.44,15.33,7.83,6.63,7.42,9.41,10.20,8.67,10.92,10.82,13.16,25.28,31.56,23.39,27.20,Upgrade
7,PB Ratio,11.02,3.41,2.30,3.17,3.61,3.62,3.76,4.17,2.37,2.13,2.57,3.38,3.53,2.97,3.54,3.50,3.85,6.85,8.92,5.91,7.80,Upgrade
8,P/TBV Ratio,3.88,3.88,2.68,3.68,4.15,4.17,4.33,4.72,2.69,2.42,2.92,3.85,4.03,3.28,3.93,3.88,4.25,7.33,9.58,6.33,8.37,Upgrade
9,P/FCF Ratio,-,-,-,-,-43.62,-,-,-,-36.75,-,-,-,56.75,-91.37,-55.67,-,-,-,-204.83,-,-78.51,Upgrade
10,P/OCF Ratio,-,-,-,-,498.56,-,111.07,91.32,60.25,23.60,21.96,-,24.51,84.72,509.66,-,-,65.18,143.42,-,-1212.54,Upgrade
11,EV/Sales Ratio,38.29,11.25,7.77,11.10,12.62,12.44,12.81,13.61,6.28,5.10,6.00,7.97,8.69,7.17,9.46,8.71,10.93,22.91,29.17,22.95,26.80,Upgrade
12,EV/EBITDA Ratio,-,-271.54,-97.15,-,-,-,-,573.17,-,-,37.32,47.71,53.35,61.16,119.39,85.98,-,2017.15,617.88,1137.97,-,Upgrade
13,EV/EBIT Ratio,-,-94.64,-48.35,-,-,-,-,-,-,-,55.31,68.46,79.03,114.27,401.66,185.01,-,-554.48,-16889.42,-766.17,-,Upgrade
14,EV/FCF Ratio,-132.16,-,-,-,-39.24,-,-,-,-29.48,-,-,-,48.35,-75.59,-48.26,-,-,-,-189.31,-,-77.35,Upgrade
15,Debt / Equity Ratio,0.00,0.00,0.00,0.00,0.09,0.10,0.08,0.11,0.11,0.09,0.08,0.08,0.05,0.06,0.06,0.09,0.05,0.03,0.04,-,-,Upgrade
16,Debt / EBITDA Ratio,-,0.06,0.05,-,-,-,-,6.91,7.03,-,1.70,1.32,0.65,0.69,1.16,2.05,-,1.63,0.47,-,-,Upgrade
17,Debt / FCF Ratio,-,-,-,-,-1.11,-,-,-,-1.75,-,-,-,0.85,-1.74,-0.91,-,-,-,-0.81,-,-,Upgrade
18,Asset Turnover,0.26,0.25,0.21,0.23,0.19,0.20,0.20,0.26,0.20,0.23,0.30,0.34,0.32,0.28,0.26,0.31,0.24,0.28,0.22,0.30,Upgrade,
19,Inventory Turnover,7.68,6.32,7.21,10.27,19.37,11.84,16.84,22.00,24.71,9.81,14.34,27.04,27.59,24.86,28.55,29.86,44.55,34.71,31.60,13.75,27.70,Upgrade
20,Quick Ratio,3.88,3.88,4.58,4.49,3.37,4.24,3.98,4.45,4.04,4.71,4.81,4.28,3.88,5.85,5.87,5.23,5.32,12.18,14.80,15.49,11.03,Upgrade
21,Current Ratio,4.08,4.08,4.82,4.64,3.45,4.40,4.09,4.56,4.18,4.94,5.01,4.46,4.07,6.18,6.28,5.66,5.72,12.91,15.36,16.13,11.49,Upgrade
22,Return on Equity (ROE),0.16%,1.89%,-0.64%,-13.25%,-1.77%,1.88%,0.61%,1.24%,-1.64%,2.81%,4.22%,5.86%,8.29%,9.86%,5.00%,2.02%,2.54%,6.45%,6.87%,-9.19%,Upgrade,
23,Return on Assets (ROA),0.07%,0.19%,-1.12%,-5.74%,-1.88%,-0.93%,-0.15%,-1.09%,-2.04%,0.68%,2.12%,1.97%,3.39%,1.59%,1.31%,-1.67%,0.40%,3.33%,3.05%,-9.76%,Upgrade,
24,Return on Capital (ROIC),0.08%,0.21%,-1.25%,-6.31%,-2.05%,-1.02%,-0.17%,-1.21%,-2.24%,0.75%,2.42%,2.23%,3.78%,1.77%,1.47%,-1.85%,0.43%,3.51%,3.25%,-10.32%,Upgrade,
