,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Cash & Equivalents,6.51,21.36,4.75,5.32,7,2.49,10.91,19.21,10.4,5.31,-,29.36,26.28,26.1,33.21,38.27,27.36,17.89,21.01,110.92,Upgrade
1,Trading Asset Securities,-,-,-,-,-,-,-,-,-,-,-,-,28.62,28.62,28.62,28.62,-,-,-,-,Upgrade
2,Cash & Short-Term Investments,6.51,21.36,4.75,5.32,7,2.49,10.91,19.21,10.4,5.31,29.36,29.36,54.9,54.72,61.83,66.89,27.36,17.89,21.01,110.92,Upgrade
3,Cash Growth,-7.06%,758.13%,-56.46%,-72.29%,-32.71%,-53.09%,-62.83%,-34.57%,-81.05%,-90.30%,-52.52%,-56.11%,100.67%,205.85%,194.26%,-39.70%,26.62%,0.40%,71.72%,155.37%,Upgrade
4,Accounts Receivable,511.43,515.51,456.38,516.7,494.94,463.3,475.59,487.61,430.39,391.35,-,909.42,854.74,892.07,917.85,915.57,756.74,649,165.24,198.5,Upgrade
5,Other Receivables,1.04,1.51,0.89,0.85,0.59,0.73,2.24,1.75,2.32,83.3,-,18.96,17.24,16.26,15.75,14.21,16.31,8.75,13.74,12.71,Upgrade
6,Receivables,512.47,517.01,457.27,517.55,495.53,464.03,477.83,489.37,432.71,474.65,-,928.38,871.98,908.33,933.6,929.78,773.05,657.75,178.98,211.21,Upgrade
7,Inventory,-,-,-,-,-,-,-,0.06,-,-,-,0.01,-,-,0.12,0.12,-,-,497.6,461.15,Upgrade
8,Prepaid Expenses,-,-,-,-,-,-,-,-,-,-,-,-,-,3.08,-,-,-,2.7,-,-,Upgrade
9,Other Current Assets,14.52,11.24,6.68,8.69,23.68,31.9,33.85,28.51,73.05,75.02,-,96.32,77.64,78.85,67.96,74.09,65.6,20.77,21.01,58.07,Upgrade
10,Total Current Assets,533.49,549.61,468.7,531.57,526.21,498.42,522.6,537.15,516.17,554.97,-,1054,1005,1045,1064,1071,866.01,699.11,718.61,841.35,Upgrade
11,"Property, Plant & Equipment",9.83,3.91,3.28,2.24,0.45,0.01,0.01,0.02,0.02,0.03,-,1.19,0.08,0.08,0.08,0.09,0.12,0.13,0.13,0.14,Upgrade
12,Long-Term Investments,181.61,180.69,180.86,181.01,183.19,183.47,183.8,184.1,186.78,187.23,-,188.17,188.85,189.05,188.75,188.67,188.17,188.37,189.13,189.81,Upgrade
13,Goodwill,-,-,-,-,-,-,-,-,-,-,-,10.31,16.68,16.68,16.68,16.68,23.71,23.71,23.71,23.71,Upgrade
14,Other Intangible Assets,1.02,1.05,0.54,0.55,0.47,-,-,-,-,-,-,2.78,3.13,3.48,3.82,4.17,4.52,4.87,5.21,5.56,Upgrade
15,Long-Term Accounts Receivable,-,-,-,-,-,-,-,-,-,-,-,2.03,2.3,2.3,2.3,2.3,-,-,-,-,Upgrade
16,Long-Term Deferred Tax Assets,6.71,6.3,4.72,5.9,6.29,3,5.15,5.49,3.28,2.72,-,19.54,16.93,17.19,18.77,18.77,36.26,33.66,33.47,33.66,Upgrade
17,Long-Term Deferred Charges,0.34,0.36,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
18,Total Assets,732.99,741.91,658.08,721.27,716.61,684.91,711.56,726.76,706.25,744.95,-,1278,1232,1274,1294,1302,1119,949.85,970.26,1094,Upgrade
19,Accounts Payable,309.44,312.7,240.9,273.84,262.66,237.02,261.38,299.7,272.13,285.82,-,582.28,596.06,566.55,578.94,622.04,400.8,277.74,285.36,405.07,Upgrade
20,Accrued Expenses,2.29,3.47,2.2,4.67,0.88,3.16,0.59,2.45,0.63,21.92,-,7.83,4.37,8.58,4.37,8.76,6.02,15.57,4.09,9.51,Upgrade
21,Short-Term Debt,33.64,20,20,45,45,45,44.8,20,18.9,18.9,-,52.9,77.3,95,77.4,77.4,119.43,134.5,137.63,135.69,Upgrade
22,Current Portion of Long-Term Debt,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.15,Upgrade
23,Current Portion of Leases,58.79,59.84,0.84,0.84,0.13,-,-,-,-,-,-,0.46,-,-,-,-,-,-,-,-,Upgrade
