,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Revenue,60.2,65.72,55.47,44.62,31.04,27.15,74.52,55.2,53.65,50.5
1,Revenue Growth (YoY),8.53%,47.29%,78.68%,64.35%,-58.35%,-50.82%,38.91%,9.31%,6.37%,-15.29%
2,Cost of Revenue,34.16,55.16,36.57,35.99,22.98,36.11,79.43,85.56,54.68,44.34
3,Gross Profit,26.04,10.56,18.9,8.63,8.06,-8.96,-4.91,-30.36,-1.03,6.16
4,"Selling, General & Admin",14.66,11.69,12.81,8.67,12.81,11.18,14.81,10.61,18.08,11.68
5,Other Operating Expenses,2.37,-1.56,0.45,0.04,0.15,-5.51,-0.38,-0.13,-0.29,-0.07
6,Operating Expenses,17.03,14.12,13.27,12.3,12.96,9.59,14.42,15.94,17.79,15.88
7,Operating Income,9,-3.56,5.63,-3.66,-4.9,-18.54,-19.33,-46.3,-18.82,-9.71
8,Interest Expense,-0.55,-0.52,-0.6,-0.44,-0.43,-0.44,-0.42,-0.39,-0.44,-0.25
9,Interest & Investment Income,0.48,0.31,0.02,0.01,-,-,0.03,0.09,0.15,0.34
10,EBT Excluding Unusual Items,8.93,-3.76,5.06,-4.09,-5.33,-18.99,-19.72,-46.6,-19.1,-9.62
11,Gain (Loss) on Sale of Investments,-,-,-,-,-,-,-,-0.28,0.28,-6.22
12,Gain (Loss) on Sale of Assets,0.88,0.02,-,-,0.16,0.37,0.03,0.71,0.01,-
13,Asset Writedown,-,-,-,-,-,-2.6,-,-1.15,-,-5.98
14,Pretax Income,9.81,-3.74,5.06,-4.09,-5.17,-21.21,-19.69,-47.32,-18.81,-21.82
15,Income Tax Expense,-,-,-,-0.23,-,0.1,-,-0.06,-,-1.47
16,Net Income,9.81,-3.74,5.06,-3.86,-5.17,-21.31,-19.69,-47.26,-18.81,-20.34
17,Net Income to Common,9.81,-3.74,5.06,-3.86,-5.17,-21.31,-19.69,-47.26,-18.81,-20.34
18,Net Income Growth,93.99%,-,-,-,-,-,-,-,-,-
19,Shares Outstanding (Basic),242,241,224,161,161,161,135,134,134,134
20,Shares Outstanding (Diluted),242,241,224,161,161,161,135,134,134,134
21,Shares Change (YoY),8.13%,49.39%,38.72%,-0.13%,19.21%,20.16%,0.66%,-,-,-
22,EPS (Basic),0.04,-0.02,0.02,-0.02,-0.03,-0.13,-0.15,-0.35,-0.14,-0.15
23,EPS (Diluted),0.04,-0.02,0.02,-0.02,-0.03,-0.13,-0.15,-0.35,-0.14,-0.15
24,EPS Growth,79.40%,-,-,-,-,-,-,-,-,-
25,Free Cash Flow,-0.18,3.78,-0.55,5.62,-1.58,-7.89,-12.52,-3.79,-4.2,-12.57
26,Free Cash Flow Per Share,-0.00,0.02,-0.00,0.03,-0.01,-0.05,-0.09,-0.03,-0.03,-0.09
27,Operating Margin,14.96%,-5.41%,10.15%,-8.21%,-15.78%,-68.30%,-25.94%,-83.87%,-35.08%,-19.23%
28,Profit Margin,16.29%,-5.69%,9.12%,-8.66%,-16.65%,-78.49%,-26.42%,-85.61%,-35.06%,-40.28%
29,Free Cash Flow Margin,-0.30%,5.75%,-0.98%,12.59%,-5.10%,-29.06%,-16.79%,-6.86%,-7.84%,-24.88%
30,EBITDA,10.95,-1.57,8.88,-0.18,-1.27,-14.16,-15.05,-42.3,-13.38,-4.55
31,D&A For EBITDA,1.95,1.99,3.25,3.49,3.63,4.38,4.28,4,5.44,5.16
32,EBIT,9,-3.56,5.63,-3.66,-4.9,-18.54,-19.33,-46.3,-18.82,-9.71
