,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Cash & Equivalents,8.36,11.88,12.2,3.56,2.42,0.5,10.68,10.87,9.84,17.9
1,Cash & Short-Term Investments,8.36,11.88,12.2,3.56,2.42,0.5,10.68,10.87,9.84,17.9
2,Cash Growth,-31.50%,233.48%,404.09%,614.03%,-77.32%,-95.41%,8.52%,-39.28%,-66.42%,-32.38%
3,Accounts Receivable,38.12,25.68,32.81,20.28,23.85,29.22,43.93,46.2,63.9,80.93
4,Other Receivables,6.88,6.17,5.81,5.08,4.16,5.19,3.5,4.67,14.47,5.17
5,Receivables,45,31.86,38.61,25.36,28.01,34.41,47.43,50.87,78.36,86.1
6,Restricted Cash,15.07,14.76,14.59,14.57,-,14.56,-,14.54,-,10.28
7,Other Current Assets,-,-,-,-,14.56,-,14.56,-,10.37,-
8,Total Current Assets,68.44,58.5,65.41,43.49,44.99,49.47,72.66,76.27,98.57,114.28
9,"Property, Plant & Equipment",11.8,12.97,14.35,17.31,17.6,24.99,25.53,24.6,22.59,23.06
10,Total Assets,80.24,71.46,79.76,60.81,62.59,74.46,98.19,100.87,121.16,137.34
11,Accounts Payable,14.73,16.35,16.45,13.58,12.39,17.11,24.13,20.36,8.41,9.36
12,Accrued Expenses,9.06,6.89,10.11,10.5,9.36,15.07,11.14,13.84,9.27,7.5
13,Short-Term Debt,13.24,13.26,13.58,13.68,13.64,5.47,4.15,8.5,0.73,0.02
14,Current Portion of Long-Term Debt,1.5,2.73,4.25,5.91,7.37,8.64,9.88,11.16,6.99,7.73
15,Current Portion of Leases,4.73,4.25,4,3.63,3.77,5.22,4.48,3.45,4.15,3.68
16,Current Income Taxes Payable,-,-,-,-,0.34,0.34,0.24,0.24,0.91,0.91
17,Current Unearned Revenue,-,-,-,0.08,0.16,0.16,0.16,0.16,0.2,0.16
18,Total Current Liabilities,43.25,43.49,48.39,47.38,47.03,52.02,54.19,57.71,30.65,29.37
19,Long-Term Debt,-,-,-,-,0.17,0.51,0.84,1.17,1.48,1.78
20,Long-Term Leases,3.1,3.85,3.66,4.43,2.41,3.73,3.54,3.92,3.57,1.83
21,Long-Term Unearned Revenue,-,-,-,-,-,0.08,0.16,0.24,0.32,0.4
22,Other Long-Term Liabilities,0.69,0.74,0.59,0.73,0.86,0.82,0.86,0.79,0.85,0.86
23,Total Liabilities,47.04,48.08,52.64,52.54,50.47,57.16,59.58,63.83,36.86,34.23
24,Common Stock,12.1,12.1,12.1,8.06,8.06,8.06,8.06,6.72,6.72,6.72
25,Additional Paid-In Capital,74.35,74.35,74.35,64.58,64.58,64.58,44.66,44.66,44.66,44.66
26,Retained Earnings,-69.56,-79.37,-75.63,-80.69,-76.83,-71.66,-30.43,-30.65,16.6,35.42
27,Comprehensive Income & Other,16.31,16.31,16.31,16.31,16.31,16.31,16.31,16.31,16.31,16.31
28,Shareholders' Equity,33.19,23.39,27.12,8.26,12.13,17.3,38.61,37.04,84.3,103.11
29,Total Liabilities & Equity,80.24,71.46,79.76,60.81,62.59,74.46,98.19,100.87,121.16,137.34
30,Total Debt,22.56,24.09,25.48,27.65,27.35,23.58,22.9,28.19,16.91,15.04
31,Net Cash (Debt),-14.2,-12.21,-13.28,-24.09,-24.93,-23.08,-12.22,-17.33,-7.08,2.86
32,Net Cash Growth,-,-,-,-,-,-,-,-,-,-89.21%
33,Net Cash Per Share,-0.06,-0.05,-0.06,-0.15,-0.15,-0.14,-0.09,-0.13,-0.05,0.02
34,Filing Date Shares Outstanding,241.92,241.92,241.92,161.28,161.28,161.28,161.28,134.4,134.4,134.4
35,Total Common Shares Outstanding,241.92,241.92,241.92,161.28,161.28,161.28,161.28,134.4,134.4,134.4
36,Working Capital,25.19,15,17.02,-3.89,-2.04,-2.56,18.48,18.56,67.92,84.91
37,Book Value Per Share,0.14,0.10,0.11,0.05,0.08,0.11,0.24,0.28,0.63,0.77
38,Tangible Book Value,33.19,23.39,27.12,8.26,12.13,17.3,38.61,37.04,84.3,103.11
39,Tangible Book Value Per Share,0.14,0.10,0.11,0.05,0.08,0.11,0.24,0.28,0.63,0.77
40,Machinery,-,74.39,-,73.8,-,74.09,-,65.38,-,58.84
