,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Market Capitalization,121,121,109,110,109,194,181,210,130,164,108
1,Market Cap Growth,10.29%,10.29%,0%,-43.33%,-40.00%,-7.69%,39.18%,27.87%,21.25%,6.09%,-46.67%
2,Enterprise Value,135,133,122,134,134,217,194,227,137,161,88
3,Last Close Price,0.50,0.50,0.45,0.68,0.53,0.94,0.88,1.02,0.76,0.95,0.62
4,PE Ratio,19.89,19.93,-,91.93,-,-,-,-,-,-,-
5,PS Ratio,0.96,0.96,0.90,1.10,1.44,3.33,1.78,1.62,1.20,1.57,1.07
6,PB Ratio,3.64,3.64,4.66,4.04,13.17,15.96,10.49,5.43,3.52,1.95,1.04
7,P/TBV Ratio,3.64,3.64,4.66,4.04,13.17,15.96,10.49,5.43,3.52,1.95,1.04
8,P/FCF Ratio,33.61,-,33.66,-,26.98,-,-,-,-,-,-
9,P/OCF Ratio,25.39,25.39,26.58,-,26.62,-,-,-,261.26,-,-
10,EV/Sales Ratio,1.07,1.06,1.01,1.34,1.77,3.72,1.90,1.75,1.26,1.55,0.87
11,EV/EBITDA Ratio,9.75,14.19,-,15.37,-,-,-,-,-,-,-
12,EV/EBIT Ratio,24.80,24.44,-,67.97,-,-,-,-,-,-,-
13,EV/FCF Ratio,37.55,-,37.77,-,33.16,-,-,-,-,-,-
14,Debt / Equity Ratio,0.68,0.68,1.03,0.94,3.35,2.26,1.36,0.59,0.76,0.20,0.15
15,Debt / FCF Ratio,6.27,-,7.45,-,6.85,-,-,-,-,-,-
16,Return on Capital Employed (ROCE),14.73%,14.73%,-,6.27%,-,-,-,-,-,-,-
17,Earnings Yield,5.02%,5.02%,1.21%,1.09%,-8.30%,-13.68%,-22.60%,-31.93%,-50.68%,-23.88%,-22.93%
18,FCF Yield,2.98%,2.98%,2.97%,4.62%,3.71%,-4.89%,-11.25%,-7.77%,-6.13%,-10.23%,-14.84%
19,Buyback Yield / Dilution,-25.42%,-8.13%,-49.39%,-38.72%,0.13%,-19.21%,-20.16%,-0.66%,-,-,-
20,Total Shareholder Return,-25.42%,-8.13%,-49.39%,-38.72%,0.13%,-19.21%,-20.16%,-0.66%,-,-,-
