,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q1 2019
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Mar '19 Mar 31, 2019"
0,Cash & Equivalents,490.3,637.35,761.14,709.73,619.46,597.2,777.1,540.69,321.31,335.82,463.85,341.2,308.88,411.89,273.31,301.26,126.95,-,-,209.74
1,Trading Asset Securities,582.08,291.7,411.83,703.97,955.04,925.2,654.42,787.7,749.24,549.61,402.17,551.4,612.94,490.05,289.07,335.89,485.04,-,-,330.24
2,Cash & Short-Term Investments,1072,929.05,1173,1414,1575,1522,1432,1328,1071,885.43,866.02,892.6,921.82,901.94,562.38,637.15,611.99,-,-,539.97
3,Cash Growth,-31.89%,-38.97%,-18.06%,6.42%,47.07%,71.94%,65.30%,48.82%,16.13%,-1.83%,53.99%,40.09%,50.63%,-,-,18.00%,-,-,-,-
4,Accounts Receivable,247.45,230.85,230.36,390.8,406.99,373.87,374,422.49,295.13,196.83,181.05,243.05,244.47,187,172.12,203.78,195.29,-,-,148.26
5,Other Receivables,2.68,2.55,1.67,2.06,2.94,3.23,2.19,5.29,5.55,6.31,4.79,5.68,6.63,3.76,5.48,4.03,4.41,-,-,7
6,Receivables,250.12,233.4,232.02,392.87,409.93,377.1,376.19,427.78,300.68,203.13,185.84,248.73,251.11,190.76,177.61,207.81,199.7,-,-,155.26
7,Inventory,377.31,339.07,293.54,304.2,332.47,338.35,321.54,359.99,366.63,356.2,322.88,363.69,384.02,347.58,309.04,248.64,214.2,-,-,135.37
8,Prepaid Expenses,-,2.8,-,-,-,0.19,-,-,-,-,-,-,-,-,-,-,-,-,-,-
9,Other Current Assets,72.4,66.24,74.72,46.98,70.23,49.59,55.17,38.18,65.85,51,92.17,93.1,80.07,77.33,83.15,77.09,64.32,-,-,28.52
10,Total Current Assets,1772,1571,1773,2158,2387,2288,2184,2154,1804,1496,1467,1598,1637,1518,1132,1171,1090,-,-,859.13
11,"Property, Plant & Equipment",662.19,660.94,688.95,712.12,715.7,722.33,728.68,717.99,718.28,709.87,711.77,689.45,642.28,616.59,570.31,553.55,494.42,-,-,256.2
12,Long-Term Investments,99.39,203.01,38.08,98.25,37.57,93.14,38.46,78.63,73.97,55,55,35,-,-,-,-,-,-,-,-
13,Other Intangible Assets,50.94,51.62,52.31,53,53.71,54.38,55.1,55.36,55.53,55.7,56.17,56.79,57.2,57.76,58.04,58.68,58.13,-,-,41.85
14,Long-Term Deferred Tax Assets,22.87,20.45,16.7,15,10.62,11.86,9.19,11.29,14.69,14.13,13.66,15.88,14.27,14.6,14.2,13.85,14.21,-,-,9.64
15,Long-Term Deferred Charges,0.08,0.18,0.08,1.38,2.17,3.35,4.41,5.55,6.5,5.02,5.59,6.33,7.45,8.58,9.78,10.98,12.81,-,-,0.92
16,Other Long-Term Assets,188.78,84.75,246.7,162.39,183.32,121.09,143.44,87.92,28.83,35.86,36.56,46.18,51.26,54.95,52.03,40.34,41.52,-,-,57.84
17,Total Assets,2796,2592,2816,3200,3390,3294,3164,3111,2702,2371,2346,2448,2409,2270,1837,1848,1711,-,-,1226
