,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Revenue,455.47,457.66,462.03,472.25,445.33,455.97,429.57,423.89,339.91,256.18
1,Revenue Growth (YoY),-1.42%,-3.09%,3.75%,3.57%,3.67%,7.57%,26.37%,65.46%,50.84%,25.08%
2,Cost of Revenue,400.16,439.86,405.68,412.91,374.67,389.13,369.83,365.67,280.89,220.67
3,Gross Profit,55.32,17.8,56.35,59.34,70.65,66.85,59.74,58.23,59.02,35.51
4,"Selling, General & Admin",49.84,98.55,48.26,52.29,49.61,41.42,44.83,48.09,36.47,38.77
5,Operating Expenses,49.84,98.55,48.26,52.29,49.61,41.42,44.83,48.09,36.47,38.77
6,Operating Income,5.48,-80.75,8.09,7.05,21.04,25.42,14.91,10.13,22.55,-3.26
7,Interest Expense,-7.88,-7.67,-7.19,-7,-6.67,-2.86,-2.13,-2.94,-2.95,-1.03
8,Interest & Investment Income,0.83,1.08,1.32,3.2,2.84,0.93,0.56,0.82,0.66,0.75
9,Earnings From Equity Investments,7.25,1.69,4.14,3.18,5.15,4.48,8.81,4.13,8.67,5.43
10,Other Non Operating Income (Expenses),1.46,6.12,2.8,5.78,2.51,5.44,2.25,3,4.4,2.98
11,EBT Excluding Unusual Items,7.14,-79.52,9.15,12.2,24.87,33.4,24.41,15.15,33.33,4.86
12,Gain (Loss) on Sale of Investments,-,-,-,-,0.01,-,12.91,0.87,-,-
13,Gain (Loss) on Sale of Assets,-,15.36,-,-,-,-,-,-,-,-
14,Asset Writedown,-3,-42.27,-6.08,-0.14,-5.1,-,-,-,-,-
15,Other Unusual Items,-,-,-,-2.3,2.3,-,-,-,-,-
16,Pretax Income,4.14,-106.44,3.08,9.76,22.07,33.4,37.32,16.02,33.33,4.86
17,Income Tax Expense,0.32,-23.64,1.23,2.09,4.98,10.09,7.64,5.03,7.35,2.12
18,Earnings From Continuing Operations,3.82,-82.8,1.85,7.67,17.09,23.31,29.68,10.99,25.98,2.74
19,Minority Interest in Earnings,-1.44,8.03,-1.54,-6.69,-5.55,-8.16,-6.24,-2.97,-7.79,-1.38
20,Net Income,2.38,-74.77,0.3,0.99,11.54,15.15,23.44,8.02,18.19,1.37
21,Net Income to Common,2.38,-74.77,0.3,0.99,11.54,15.15,23.44,8.02,18.19,1.37
22,Net Income Growth,688.41%,-,-97.38%,-93.50%,-50.77%,88.94%,28.86%,486.61%,10.68%,-77.20%
23,Shares Outstanding (Basic),397,397,397,397,397,397,397,339,455,384
24,Shares Outstanding (Diluted),397,397,397,397,397,397,397,339,455,384
25,Shares Change (YoY),-,-,-,-,-,17.11%,-12.75%,-11.79%,10.68%,-8.92%
26,EPS (Basic),0.01,-0.19,0.00,0.00,0.03,0.04,0.06,0.02,0.04,0.00
27,EPS (Diluted),0.01,-0.19,0.00,0.00,0.03,0.04,0.06,0.02,0.04,0.00
28,EPS Growth,688.44%,-,-97.38%,-93.50%,-50.77%,61.34%,47.68%,564.99%,0%,-74.97%
29,Free Cash Flow,-35.67,18.29,-47.14,83.37,-96.72,55.79,-38.3,78.81,-9.59,31.19
30,Free Cash Flow Per Share,-0.09,0.05,-0.12,0.21,-0.24,0.14,-0.10,0.23,-0.02,0.08
31,Dividend Per Share,-,-,-,-,-,-,-,0.009,0.009,0.000
32,Dividend Growth,-,-,-,-,-,-,-,7942.74%,29.58%,-66.18%
33,Operating Margin,1.20%,-17.64%,1.75%,1.49%,4.72%,5.58%,3.47%,2.39%,6.63%,-1.27%
34,Profit Margin,0.52%,-16.34%,0.07%,0.21%,2.59%,3.32%,5.46%,1.89%,5.35%,0.53%
35,Free Cash Flow Margin,-7.83%,4.00%,-10.20%,17.65%,-21.72%,12.24%,-8.92%,18.59%,-2.82%,12.17%
36,EBITDA,21.09,-67.32,18.87,16.27,31.65,35.94,23.74,21.37,27.13,-2.23
37,D&A For EBITDA,15.62,13.43,10.78,9.23,10.61,10.52,8.83,11.24,4.58,1.02
38,EBIT,5.48,-80.75,8.09,7.05,21.04,25.42,14.91,10.13,22.55,-3.26
